date,company_id,cash_account_id,opening_balance,daily_inflow,daily_outflow,balance,available_balance,reserved_balance,deployable_cash,invoices_created_count,invoices_created_amount,obligations_created_count,obligations_created_amount,customer_payment_amount,operating_expense_amount,supplier_payment_amount,customer_payment_count,operating_expense_count,supplier_payment_count,unexpected_expense_amount,unexpected_expense_count,loan_draw_amount,loan_draw_count,loan_repayment_amount,loan_repayment_count,interest_payment_amount,interest_payment_count,events_logged_count
2026-12-08,TATA001,CASH001,4140615.95,0.0,164353.02,3976262.93,3376262.93,850000.0,2526262.93,1.0,149664.98,0.0,0.0,0.0,0.0,164353.02,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-09,TATA001,CASH001,3976262.93,639762.76,149988.04,4466037.65,3866037.65,850000.0,3016037.65,0.0,0.0,0.0,0.0,639762.76,0.0,149988.04,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-10,TATA001,CASH001,4466037.65,180222.31,89277.69,4556982.27,3956982.27,850000.0,3106982.27,0.0,0.0,0.0,0.0,180222.31,0.0,89277.69,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-11,TATA001,CASH001,4556982.27,106911.06,107238.68,4556654.65,3956654.65,850000.0,3106654.65,2.0,519977.28,0.0,0.0,106911.06,0.0,107238.68000000001,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-12,TATA001,CASH001,4556654.65,0.0,47825.06,4508829.59,3908829.59,850000.0,3058829.59,0.0,0.0,0.0,0.0,0.0,0.0,47825.06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-13,TATA001,CASH001,4508829.59,0.0,0.0,4508829.59,3908829.59,850000.0,3058829.59,1.0,119964.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-14,TATA001,CASH001,4508829.59,108823.03,0.0,4617652.62,4017652.62,850000.0,3167652.62,2.0,168270.4,0.0,0.0,108823.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-15,TATA001,CASH001,4617652.62,0.0,0.0,4617652.62,4017652.62,850000.0,3167652.62,2.0,163786.97999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-16,TATA001,CASH001,4617652.62,334383.1,0.0,4952035.72,4352035.72,850000.0,3502035.72,1.0,66930.71,0.0,0.0,334383.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-17,TATA001,CASH001,4952035.72,0.0,22961.84,4929073.88,4329073.88,850000.0,3479073.88,1.0,49684.63,0.0,0.0,0.0,0.0,22961.84,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-18,TATA001,CASH001,4929073.88,259912.18,128952.97,5060033.09,4460033.09,850000.0,3610033.09,1.0,27429.86,0.0,0.0,259912.18,0.0,128952.97,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-19,TATA001,CASH001,5060033.09,0.0,0.0,5060033.09,4460033.09,850000.0,3610033.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-20,TATA001,CASH001,5060033.09,188475.41,0.0,5248508.5,4648508.5,850000.0,3798508.5,0.0,0.0,0.0,0.0,188475.41,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-21,TATA001,CASH001,5248508.5,366977.04,0.0,5615485.54,5015485.54,2500000.0,2515485.54,0.0,0.0,0.0,0.0,366977.04000000004,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-22,TATA001,CASH001,5615485.54,123253.27,0.0,5738738.81,5138738.81,2500000.0,2638738.81,2.0,244240.51,0.0,0.0,123253.26999999999,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-23,TATA001,CASH001,5738738.81,0.0,40430.27,5698308.54,5098308.54,2500000.0,2598308.54,0.0,0.0,0.0,0.0,0.0,0.0,40430.27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-24,TATA001,CASH001,5698308.54,0.0,31067.96,5667240.58,5067240.58,2500000.0,2567240.58,2.0,223153.97,0.0,0.0,0.0,0.0,31067.96,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-25,TATA001,CASH001,5667240.58,0.0,0.0,5667240.58,5067240.58,2500000.0,2567240.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-26,TATA001,CASH001,5667240.58,49539.27,0.0,5716779.85,5116779.85,2500000.0,2616779.85,1.0,220013.19,0.0,0.0,49539.27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-27,TATA001,CASH001,5716779.85,0.0,134367.21,5582412.64,4982412.64,2500000.0,2482412.64,1.0,42256.43,0.0,0.0,0.0,0.0,134367.21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-28,TATA001,CASH001,5582412.64,691998.84,1740738.36,4533673.12,3933673.12,970000.0,2963673.12,2.0,77447.47,0.0,0.0,691998.84,1650000.0,90738.36,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-29,TATA001,CASH001,4533673.12,214381.08,163619.14,4584435.06,3984435.06,970000.0,3014435.06,0.0,0.0,0.0,0.0,214381.08,0.0,163619.14,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-30,TATA001,CASH001,4584435.06,0.0,0.0,4584435.06,3984435.06,970000.0,3014435.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-12-31,TATA001,CASH001,4584435.06,276621.87,0.0,4861056.93,4261056.93,970000.0,3291056.93,2.0,103270.38,0.0,0.0,276621.87,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
