date,company_id,cash_account_id,opening_balance,daily_inflow,daily_outflow,balance,available_balance,reserved_balance,deployable_cash,data_source
2025-07-18,COMP001,CASH001,3665677152.26,26923816.09,170799885.21,3521801083.14,3471801083.14,50000000.0,3471801083.14,HISTORICAL
2025-07-19,COMP001,CASH001,3521801083.14,47159658.87,732009.54,3568228732.47,3518228732.47,50000000.0,3518228732.47,HISTORICAL
2025-07-20,COMP001,CASH001,3568228732.47,43319067.88,1550891.22,3609996909.13,3559996909.13,50000000.0,3559996909.13,HISTORICAL
2025-07-21,COMP001,CASH001,3609996909.13,15456798.04,33299380.93,3592154326.24,3542154326.24,50000000.0,3542154326.24,HISTORICAL
2025-07-22,COMP001,CASH001,3592154326.24,23877408.27,93242943.44,3522788791.07,3472788791.07,50000000.0,3472788791.07,HISTORICAL
2025-07-23,COMP001,CASH001,3522788791.07,74209315.93,86224972.46,3510773134.54,3460773134.54,50000000.0,3460773134.54,HISTORICAL
2025-07-24,COMP001,CASH001,3510773134.54,85219683.43,6260233.84,3589732584.13,3539732584.13,50000000.0,3539732584.13,HISTORICAL
2025-07-25,COMP001,CASH001,3589732584.13,28563748.43,23508449.54,3594787883.02,3544787883.02,50000000.0,3544787883.02,HISTORICAL
2025-07-26,COMP001,CASH001,3594787883.02,6580317.59,15616022.28,3585752178.33,3535752178.33,50000000.0,3535752178.33,HISTORICAL
2025-07-27,COMP001,CASH001,3585752178.33,3728351.56,88697021.42,3500783508.47,3450783508.47,50000000.0,3450783508.47,HISTORICAL
2025-07-28,COMP001,CASH001,3500783508.47,27198551.92,12620460.57,3515361599.82,3465361599.82,50000000.0,3465361599.82,HISTORICAL
2025-07-29,COMP001,CASH001,3515361599.82,22495295.88,22280050.23,3515576845.47,3465576845.47,50000000.0,3465576845.47,HISTORICAL
2025-07-30,COMP001,CASH001,3515576845.47,30993040.3,8793254.51,3537776631.26,3487776631.26,50000000.0,3487776631.26,HISTORICAL
2025-07-31,COMP001,CASH001,3537776631.26,11699711.06,42568997.55,3506907344.77,3456907344.77,50000000.0,3456907344.77,HISTORICAL
2025-08-01,COMP001,CASH001,3506907344.77,81528482.96,68051754.25,3520384073.48,3470384073.48,50000000.0,3470384073.48,HISTORICAL
2025-08-02,COMP001,CASH001,3520384073.48,39200637.5,7189662.92,3552395048.06,3502395048.06,50000000.0,3502395048.06,HISTORICAL
2025-08-03,COMP001,CASH001,3552395048.06,2211478.5,634429.11,3553972097.45,3503972097.45,50000000.0,3503972097.45,HISTORICAL
2025-08-04,COMP001,CASH001,3553972097.45,167497908.49,54696070.25,3666773935.69,3616773935.69,50000000.0,3616773935.69,HISTORICAL
2025-08-05,COMP001,CASH001,3666773935.69,61000241.28,66475258.13,3661298918.84,3611298918.84,50000000.0,3611298918.84,HISTORICAL
2025-08-06,COMP001,CASH001,3661298918.84,11594091.08,63771018.84,3609121991.08,3559121991.08,50000000.0,3559121991.08,HISTORICAL
2025-08-07,COMP001,CASH001,3609121991.08,60627719.34,8703968.96,3661045741.46,3611045741.46,50000000.0,3611045741.46,HISTORICAL
2025-08-08,COMP001,CASH001,3661045741.46,30852065.49,42743660.77,3649154146.18,3599154146.18,50000000.0,3599154146.18,HISTORICAL
2025-08-09,COMP001,CASH001,3649154146.18,1936745.39,50971439.83,3600119451.74,3550119451.74,50000000.0,3550119451.74,HISTORICAL
2025-08-10,COMP001,CASH001,3600119451.74,12995364.18,170126558.59,3442988257.33,3392988257.33,50000000.0,3392988257.33,HISTORICAL
2025-08-11,COMP001,CASH001,3442988257.33,12588603.94,67149349.96,3388427511.31,3338427511.31,50000000.0,3338427511.31,HISTORICAL
2025-08-12,COMP001,CASH001,3388427511.31,35849263.96,60160002.82,3364116772.45,3314116772.45,50000000.0,3314116772.45,HISTORICAL
2025-08-13,COMP001,CASH001,3364116772.45,14519605.18,69814599.02,3308821778.61,3258821778.61,50000000.0,3258821778.61,HISTORICAL
2025-08-14,COMP001,CASH001,3308821778.61,35437630.53,171785112.09,3172474297.05,3122474297.05,50000000.0,3122474297.05,HISTORICAL
2025-08-15,COMP001,CASH001,3172474297.05,24990381.0,19188918.85,3178275759.2,3128275759.2,50000000.0,3128275759.2,HISTORICAL
2025-08-16,COMP001,CASH001,3178275759.2,38689578.55,41930687.53,3175034650.22,3125034650.22,50000000.0,3125034650.22,HISTORICAL
2025-08-17,COMP001,CASH001,3175034650.22,20764425.1,1489210.9,3194309864.42,3144309864.42,50000000.0,3144309864.42,HISTORICAL
2025-08-18,COMP001,CASH001,3194309864.42,9903496.3,49677288.78,3154536071.94,3104536071.94,50000000.0,3104536071.94,HISTORICAL
2025-08-19,COMP001,CASH001,3154536071.94,37068734.57,62208506.25,3129396300.26,3079396300.26,50000000.0,3079396300.26,HISTORICAL
2025-08-20,COMP001,CASH001,3129396300.26,113755086.49,6318176.83,3236833209.92,3186833209.92,50000000.0,3186833209.92,HISTORICAL
2025-08-21,COMP001,CASH001,3236833209.92,13125472.14,46754622.4,3203204059.66,3153204059.66,50000000.0,3153204059.66,HISTORICAL
2025-08-22,COMP001,CASH001,3203204059.66,20647412.77,41997658.52,3181853813.91,3131853813.91,50000000.0,3131853813.91,HISTORICAL
2025-08-23,COMP001,CASH001,3181853813.91,65238931.1,1672757.09,3245419987.92,3195419987.92,50000000.0,3195419987.92,HISTORICAL
2025-08-24,COMP001,CASH001,3245419987.92,81230812.52,41134573.89,3285516226.55,3235516226.55,50000000.0,3235516226.55,HISTORICAL
2025-08-25,COMP001,CASH001,3285516226.55,65963406.6,84112721.7,3267366911.45,3217366911.45,50000000.0,3217366911.45,HISTORICAL
2025-08-26,COMP001,CASH001,3267366911.45,40480091.52,39700139.35,3268146863.62,3218146863.62,50000000.0,3218146863.62,HISTORICAL
2025-08-27,COMP001,CASH001,3268146863.62,18866826.81,124349093.54,3162664596.89,3112664596.89,50000000.0,3112664596.89,HISTORICAL
2025-08-28,COMP001,CASH001,3162664596.89,43401158.01,49391687.69,3156674067.21,3106674067.21,50000000.0,3106674067.21,HISTORICAL
2025-08-29,COMP001,CASH001,3156674067.21,64364909.05,71552184.2,3149486792.06,3099486792.06,50000000.0,3099486792.06,HISTORICAL
2025-08-30,COMP001,CASH001,3149486792.06,32539193.64,61518651.28,3120507334.42,3070507334.42,50000000.0,3070507334.42,HISTORICAL
2025-08-31,COMP001,CASH001,3120507334.42,80644945.28,75443485.56,3125708794.14,3075708794.14,50000000.0,3075708794.14,HISTORICAL
2025-09-01,COMP001,CASH001,3125708794.14,11383629.04,25671910.44,3111420512.74,3061420512.74,50000000.0,3061420512.74,HISTORICAL
2025-09-02,COMP001,CASH001,3111420512.74,30249439.07,93588031.16,3048081920.65,2998081920.65,50000000.0,2998081920.65,HISTORICAL
2025-09-03,COMP001,CASH001,3048081920.65,14303865.09,52056251.11,3010329534.63,2960329534.63,50000000.0,2960329534.63,HISTORICAL
2025-09-04,COMP001,CASH001,3010329534.63,51763234.07,4068150.16,3058024618.54,3008024618.54,50000000.0,3008024618.54,HISTORICAL
2025-09-05,COMP001,CASH001,3058024618.54,31056204.98,39086482.27,3049994341.25,2999994341.25,50000000.0,2999994341.25,HISTORICAL
2025-09-06,COMP001,CASH001,3049994341.25,2154646.74,597631.53,3051551356.46,3001551356.46,50000000.0,3001551356.46,HISTORICAL
2025-09-07,COMP001,CASH001,3051551356.46,22791878.98,57976549.18,3016366686.26,2966366686.26,50000000.0,2966366686.26,HISTORICAL
2025-09-08,COMP001,CASH001,3016366686.26,115626268.45,70291324.11,3061701630.6,3011701630.6,50000000.0,3011701630.6,HISTORICAL
2025-09-09,COMP001,CASH001,3061701630.6,137097605.69,69579446.37,3129219789.92,3079219789.92,50000000.0,3079219789.92,HISTORICAL
2025-09-10,COMP001,CASH001,3129219789.92,15631967.07,70766555.15,3074085201.84,3024085201.84,50000000.0,3024085201.84,HISTORICAL
2025-09-11,COMP001,CASH001,3074085201.84,86116253.72,15777497.74,3144423957.82,3094423957.82,50000000.0,3094423957.82,HISTORICAL
2025-09-12,COMP001,CASH001,3144423957.82,31258199.51,7670343.02,3168011814.31,3118011814.31,50000000.0,3118011814.31,HISTORICAL
2025-09-13,COMP001,CASH001,3168011814.31,3710559.07,29054565.38,3142667808.0,3092667808.0,50000000.0,3092667808.0,HISTORICAL
2025-09-14,COMP001,CASH001,3142667808.0,71066162.52,856341.03,3212877629.49,3162877629.49,50000000.0,3162877629.49,HISTORICAL
2025-09-15,COMP001,CASH001,3212877629.49,12817674.45,5063659.16,3220631644.78,3170631644.78,50000000.0,3170631644.78,HISTORICAL
2025-09-16,COMP001,CASH001,3220631644.78,175567487.04,81520900.12,3314678231.7,3264678231.7,50000000.0,3264678231.7,HISTORICAL
2025-09-17,COMP001,CASH001,3314678231.7,14502272.8,115721535.54,3213458968.96,3163458968.96,50000000.0,3163458968.96,HISTORICAL
2025-09-18,COMP001,CASH001,3213458968.96,69861065.92,4839153.69,3278480881.19,3228480881.19,50000000.0,3228480881.19,HISTORICAL
2025-09-19,COMP001,CASH001,3278480881.19,67004404.63,21359701.62,3324125584.2,3274125584.2,50000000.0,3274125584.2,HISTORICAL
2025-09-20,COMP001,CASH001,3324125584.2,3393578.84,1950117.25,3325569045.79,3275569045.79,50000000.0,3275569045.79,HISTORICAL
2025-09-21,COMP001,CASH001,3325569045.79,3353474.52,1051823.59,3327870696.72,3277870696.72,50000000.0,3277870696.72,HISTORICAL
2025-09-22,COMP001,CASH001,3327870696.72,9973794.66,85022749.6,3252821741.78,3202821741.78,50000000.0,3202821741.78,HISTORICAL
2025-09-23,COMP001,CASH001,3252821741.78,177761271.54,42038182.11,3388544831.21,3338544831.21,50000000.0,3338544831.21,HISTORICAL
2025-09-24,COMP001,CASH001,3388544831.21,96021748.08,56262289.92,3428304289.37,3378304289.37,50000000.0,3378304289.37,HISTORICAL
2025-09-25,COMP001,CASH001,3428304289.37,15791072.66,3186010.33,3440909351.7,3390909351.7,50000000.0,3390909351.7,HISTORICAL
2025-09-26,COMP001,CASH001,3440909351.7,31158656.64,173948201.4,3298119806.94,3248119806.94,50000000.0,3248119806.94,HISTORICAL
2025-09-27,COMP001,CASH001,3298119806.94,21880268.81,44223846.28,3275776229.47,3225776229.47,50000000.0,3225776229.47,HISTORICAL
2025-09-28,COMP001,CASH001,3275776229.47,44589397.42,16526164.15,3303839462.74,3253839462.74,50000000.0,3253839462.74,HISTORICAL
2025-09-29,COMP001,CASH001,3303839462.74,12556824.61,84912916.97,3231483370.38,3181483370.38,50000000.0,3181483370.38,HISTORICAL
2025-09-30,COMP001,CASH001,3231483370.38,63294146.21,53442743.28,3241334773.31,3191334773.31,50000000.0,3191334773.31,HISTORICAL
2025-10-01,COMP001,CASH001,3241334773.31,17260704.39,24579407.07,3234016070.63,3184016070.63,50000000.0,3184016070.63,HISTORICAL
2025-10-02,COMP001,CASH001,3234016070.63,9231188.09,61357769.6,3181889489.12,3131889489.12,50000000.0,3131889489.12,HISTORICAL
2025-10-03,COMP001,CASH001,3181889489.12,110896708.82,47733359.8,3245052838.14,3195052838.14,50000000.0,3195052838.14,HISTORICAL
2025-10-04,COMP001,CASH001,3245052838.14,80777133.93,59892611.46,3265937360.61,3215937360.61,50000000.0,3215937360.61,HISTORICAL
2025-10-05,COMP001,CASH001,3265937360.61,96179484.39,13742608.17,3348374236.83,3298374236.83,50000000.0,3298374236.83,HISTORICAL
2025-10-06,COMP001,CASH001,3348374236.83,17036053.98,44291404.11,3321118886.7,3271118886.7,50000000.0,3271118886.7,HISTORICAL
2025-10-07,COMP001,CASH001,3321118886.7,107702030.89,53118157.04,3375702760.55,3325702760.55,50000000.0,3325702760.55,HISTORICAL
2025-10-08,COMP001,CASH001,3375702760.55,10235369.24,7434592.57,3378503537.22,3328503537.22,50000000.0,3328503537.22,HISTORICAL
2025-10-09,COMP001,CASH001,3378503537.22,20451941.91,3228483.29,3395726995.84,3345726995.84,50000000.0,3345726995.84,HISTORICAL
2025-10-10,COMP001,CASH001,3395726995.84,95330585.16,156377535.96,3334680045.04,3284680045.04,50000000.0,3284680045.04,HISTORICAL
2025-10-11,COMP001,CASH001,3334680045.04,28913076.26,56242682.09,3307350439.21,3257350439.21,50000000.0,3257350439.21,HISTORICAL
2025-10-12,COMP001,CASH001,3307350439.21,2046195.16,44804615.77,3264592018.6,3214592018.6,50000000.0,3214592018.6,HISTORICAL
2025-10-13,COMP001,CASH001,3264592018.6,41988786.0,129961744.53,3176619060.07,3126619060.07,50000000.0,3126619060.07,HISTORICAL
2025-10-14,COMP001,CASH001,3176619060.07,30232865.44,53354931.98,3153496993.53,3103496993.53,50000000.0,3103496993.53,HISTORICAL
2025-10-15,COMP001,CASH001,3153496993.53,13046570.86,90552629.93,3075990934.46,3025990934.46,50000000.0,3025990934.46,HISTORICAL
2025-10-16,COMP001,CASH001,3075990934.46,88395139.94,45916282.23,3118469792.17,3068469792.17,50000000.0,3068469792.17,HISTORICAL
2025-10-17,COMP001,CASH001,3118469792.17,21719860.93,7856896.53,3132332756.57,3082332756.57,50000000.0,3082332756.57,HISTORICAL
2025-10-18,COMP001,CASH001,3132332756.57,41364703.44,16206750.8,3157490709.21,3107490709.21,50000000.0,3107490709.21,HISTORICAL
2025-10-19,COMP001,CASH001,3157490709.21,31934008.75,33758267.34,3155666450.62,3105666450.62,50000000.0,3105666450.62,HISTORICAL
2025-10-20,COMP001,CASH001,3155666450.62,17837871.41,148465098.93,3025039223.1,2975039223.1,50000000.0,2975039223.1,HISTORICAL
2025-10-21,COMP001,CASH001,3025039223.1,79023335.91,7786015.92,3096276543.09,3046276543.09,50000000.0,3046276543.09,HISTORICAL
2025-10-22,COMP001,CASH001,3096276543.09,70577188.88,6975656.69,3159878075.28,3109878075.28,50000000.0,3109878075.28,HISTORICAL
2025-10-23,COMP001,CASH001,3159878075.28,27512603.21,107656082.83,3079734595.66,3029734595.66,50000000.0,3029734595.66,HISTORICAL
2025-10-24,COMP001,CASH001,3079734595.66,84803050.78,8123600.5,3156414045.94,3106414045.94,50000000.0,3106414045.94,HISTORICAL
2025-10-25,COMP001,CASH001,3156414045.94,89629996.64,966347.14,3245077695.44,3195077695.44,50000000.0,3195077695.44,HISTORICAL
2025-10-26,COMP001,CASH001,3245077695.44,15030929.75,18023890.23,3242084734.96,3192084734.96,50000000.0,3192084734.96,HISTORICAL
2025-10-27,COMP001,CASH001,3242084734.96,9455507.56,6453623.73,3245086618.79,3195086618.79,50000000.0,3195086618.79,HISTORICAL
2025-10-28,COMP001,CASH001,3245086618.79,95953544.94,66347423.53,3274692740.2,3224692740.2,50000000.0,3224692740.2,HISTORICAL
2025-10-29,COMP001,CASH001,3274692740.2,10272140.26,64071787.2,3220893093.26,3170893093.26,50000000.0,3170893093.26,HISTORICAL
2025-10-30,COMP001,CASH001,3220893093.26,156467452.89,23588818.47,3353771727.68,3303771727.68,50000000.0,3303771727.68,HISTORICAL
2025-10-31,COMP001,CASH001,3353771727.68,107293169.89,12377542.51,3448687355.06,3398687355.06,50000000.0,3398687355.06,HISTORICAL
2025-11-01,COMP001,CASH001,3448687355.06,3159826.15,55386455.05,3396460726.16,3346460726.16,50000000.0,3346460726.16,HISTORICAL
2025-11-02,COMP001,CASH001,3396460726.16,1517870.45,24554761.44,3373423835.17,3323423835.17,50000000.0,3323423835.17,HISTORICAL
2025-11-03,COMP001,CASH001,3373423835.17,14978409.1,60335446.76,3328066797.51,3278066797.51,50000000.0,3278066797.51,HISTORICAL
2025-11-04,COMP001,CASH001,3328066797.51,140651444.03,13863595.54,3454854646.0,3404854646.0,50000000.0,3404854646.0,HISTORICAL
2025-11-05,COMP001,CASH001,3454854646.0,41257017.83,29468822.41,3466642841.42,3416642841.42,50000000.0,3416642841.42,HISTORICAL
2025-11-06,COMP001,CASH001,3466642841.42,52242521.67,45856225.6,3473029137.49,3423029137.49,50000000.0,3423029137.49,HISTORICAL
2025-11-07,COMP001,CASH001,3473029137.49,22931279.15,19482351.04,3476478065.6,3426478065.6,50000000.0,3426478065.6,HISTORICAL
2025-11-08,COMP001,CASH001,3476478065.6,26250820.38,29434102.64,3473294783.34,3423294783.34,50000000.0,3423294783.34,HISTORICAL
2025-11-09,COMP001,CASH001,3473294783.34,52443764.8,91786351.22,3433952196.92,3383952196.92,50000000.0,3383952196.92,HISTORICAL
2025-11-10,COMP001,CASH001,3433952196.92,9188516.77,6921293.99,3436219419.7,3386219419.7,50000000.0,3386219419.7,HISTORICAL
2025-11-11,COMP001,CASH001,3436219419.7,23718827.18,11264898.51,3448673348.37,3398673348.37,50000000.0,3398673348.37,HISTORICAL
2025-11-12,COMP001,CASH001,3448673348.37,131586682.02,9924271.13,3570335759.26,3520335759.26,50000000.0,3520335759.26,HISTORICAL
2025-11-13,COMP001,CASH001,3570335759.26,11906069.57,34425394.35,3547816434.48,3497816434.48,50000000.0,3497816434.48,HISTORICAL
2025-11-14,COMP001,CASH001,3547816434.48,28910046.87,25230764.37,3551495716.98,3501495716.98,50000000.0,3501495716.98,HISTORICAL
2025-11-15,COMP001,CASH001,3551495716.98,10872577.02,569504.97,3561798789.03,3511798789.03,50000000.0,3511798789.03,HISTORICAL
2025-11-16,COMP001,CASH001,3561798789.03,3884038.23,55751763.84,3509931063.42,3459931063.42,50000000.0,3459931063.42,HISTORICAL
2025-11-17,COMP001,CASH001,3509931063.42,95783491.78,44318126.68,3561396428.52,3511396428.52,50000000.0,3511396428.52,HISTORICAL
2025-11-18,COMP001,CASH001,3561396428.52,22991046.28,51654357.96,3532733116.84,3482733116.84,50000000.0,3482733116.84,HISTORICAL
2025-11-19,COMP001,CASH001,3532733116.84,8069682.28,75883874.06,3464918925.06,3414918925.06,50000000.0,3414918925.06,HISTORICAL
2025-11-20,COMP001,CASH001,3464918925.06,31524724.25,67799157.01,3428644492.3,3378644492.3,50000000.0,3378644492.3,HISTORICAL
2025-11-21,COMP001,CASH001,3428644492.3,48033126.7,48504373.56,3428173245.44,3378173245.44,50000000.0,3378173245.44,HISTORICAL
2025-11-22,COMP001,CASH001,3428173245.44,53260790.75,1663910.95,3479770125.24,3429770125.24,50000000.0,3429770125.24,HISTORICAL
2025-11-23,COMP001,CASH001,3479770125.24,1546893.14,1947131.68,3479369886.7,3429369886.7,50000000.0,3429369886.7,HISTORICAL
2025-11-24,COMP001,CASH001,3479369886.7,40560410.73,7728861.68,3512201435.75,3462201435.75,50000000.0,3462201435.75,HISTORICAL
2025-11-25,COMP001,CASH001,3512201435.75,73944069.21,61001403.12,3525144101.84,3475144101.84,50000000.0,3475144101.84,HISTORICAL
2025-11-26,COMP001,CASH001,3525144101.84,46489687.93,6217073.94,3565416715.83,3515416715.83,50000000.0,3515416715.83,HISTORICAL
2025-11-27,COMP001,CASH001,3565416715.83,14204009.14,9033136.16,3570587588.81,3520587588.81,50000000.0,3520587588.81,HISTORICAL
2025-11-28,COMP001,CASH001,3570587588.81,93099225.7,52138649.82,3611548164.69,3561548164.69,50000000.0,3561548164.69,HISTORICAL
2025-11-29,COMP001,CASH001,3611548164.69,80063564.17,32125878.87,3659485849.99,3609485849.99,50000000.0,3609485849.99,HISTORICAL
2025-11-30,COMP001,CASH001,3659485849.99,102669181.28,933088.06,3761221943.21,3711221943.21,50000000.0,3711221943.21,HISTORICAL
2025-12-01,COMP001,CASH001,3761221943.21,71702027.39,5500066.74,3827423903.86,3777423903.86,50000000.0,3777423903.86,HISTORICAL
2025-12-02,COMP001,CASH001,3827423903.86,27519763.12,26129474.94,3828814192.04,3778814192.04,50000000.0,3778814192.04,HISTORICAL
2025-12-03,COMP001,CASH001,3828814192.04,152449299.0,84797034.28,3896466456.76,3846466456.76,50000000.0,3846466456.76,HISTORICAL
2025-12-04,COMP001,CASH001,3896466456.76,21814893.32,16967887.32,3901313462.76,3851313462.76,50000000.0,3851313462.76,HISTORICAL
2025-12-05,COMP001,CASH001,3901313462.76,29495856.1,5197381.38,3925611937.48,3875611937.48,50000000.0,3875611937.48,HISTORICAL
2025-12-06,COMP001,CASH001,3925611937.48,3883457.45,31435525.1,3898059869.83,3848059869.83,50000000.0,3848059869.83,HISTORICAL
2025-12-07,COMP001,CASH001,3898059869.83,25965852.53,76758784.04,3847266938.32,3797266938.32,50000000.0,3797266938.32,HISTORICAL
2025-12-08,COMP001,CASH001,3847266938.32,9292024.67,49985478.14,3806573484.85,3756573484.85,50000000.0,3756573484.85,HISTORICAL
2025-12-09,COMP001,CASH001,3806573484.85,60196063.61,22809073.08,3843960475.38,3793960475.38,50000000.0,3793960475.38,HISTORICAL
2025-12-10,COMP001,CASH001,3843960475.38,67005249.46,82863747.32,3828101977.52,3778101977.52,50000000.0,3778101977.52,HISTORICAL
2025-12-11,COMP001,CASH001,3828101977.52,145504341.72,55893002.51,3917713316.73,3867713316.73,50000000.0,3867713316.73,HISTORICAL
2025-12-12,COMP001,CASH001,3917713316.73,17562848.22,11502065.91,3923774099.04,3873774099.04,50000000.0,3873774099.04,HISTORICAL
2025-12-13,COMP001,CASH001,3923774099.04,93994999.62,15882652.13,4001886446.53,3951886446.53,50000000.0,3951886446.53,HISTORICAL
2025-12-14,COMP001,CASH001,4001886446.53,1007845.94,1589399.86,4001304892.61,3951304892.61,50000000.0,3951304892.61,HISTORICAL
2025-12-15,COMP001,CASH001,4001304892.61,14473892.15,39692041.33,3976086743.43,3926086743.43,50000000.0,3926086743.43,HISTORICAL
2025-12-16,COMP001,CASH001,3976086743.43,16997982.43,62758750.63,3930325975.23,3880325975.23,50000000.0,3880325975.23,HISTORICAL
2025-12-17,COMP001,CASH001,3930325975.23,85056302.47,30266328.1,3985115949.6,3935115949.6,50000000.0,3935115949.6,HISTORICAL
2025-12-18,COMP001,CASH001,3985115949.6,116133495.05,74013616.11,4027235828.54,3977235828.54,50000000.0,3977235828.54,HISTORICAL
2025-12-19,COMP001,CASH001,4027235828.54,123656841.62,68152417.3,4082740252.86,4032740252.86,50000000.0,4032740252.86,HISTORICAL
2025-12-20,COMP001,CASH001,4082740252.86,3513112.89,835546.88,4085417818.87,4035417818.87,50000000.0,4035417818.87,HISTORICAL
2025-12-21,COMP001,CASH001,4085417818.87,159465156.57,624323.81,4244258651.63,4194258651.63,50000000.0,4194258651.63,HISTORICAL
2025-12-22,COMP001,CASH001,4244258651.63,16351205.87,13898379.41,4246711478.09,4196711478.09,50000000.0,4196711478.09,HISTORICAL
2025-12-23,COMP001,CASH001,4246711478.09,106004565.49,61173685.04,4291542358.54,4241542358.54,50000000.0,4241542358.54,HISTORICAL
2025-12-24,COMP001,CASH001,4291542358.54,20204443.27,57558856.06,4254187945.75,4204187945.75,50000000.0,4204187945.75,HISTORICAL
2025-12-25,COMP001,CASH001,4254187945.75,13865970.01,5058499.1,4262995416.66,4212995416.66,50000000.0,4212995416.66,HISTORICAL
2025-12-26,COMP001,CASH001,4262995416.66,20193093.68,8702087.5,4274486422.84,4224486422.84,50000000.0,4224486422.84,HISTORICAL
2025-12-27,COMP001,CASH001,4274486422.84,32576854.0,49194600.45,4257868676.39,4207868676.39,50000000.0,4207868676.39,HISTORICAL
2025-12-28,COMP001,CASH001,4257868676.39,43449959.46,2446204.14,4298872431.71,4248872431.71,50000000.0,4248872431.71,HISTORICAL
2025-12-29,COMP001,CASH001,4298872431.71,96848544.57,8218017.87,4387502958.41,4337502958.41,50000000.0,4337502958.41,HISTORICAL
2025-12-30,COMP001,CASH001,4387502958.41,18299882.81,18923054.85,4386879786.37,4336879786.37,50000000.0,4336879786.37,HISTORICAL
2025-12-31,COMP001,CASH001,4386879786.37,20006944.15,68621544.34,4338265186.18,4288265186.18,50000000.0,4288265186.18,HISTORICAL
2026-08-28,TATA001,CASH001,4204079.97,0.0,1650000.0,2554079.97,1954079.97,970000.0,984079.97,FUTURE_STREAMING
2026-08-29,TATA001,CASH001,2554079.97,0.0,0.0,2554079.97,1954079.97,970000.0,984079.97,FUTURE_STREAMING
2026-08-30,TATA001,CASH001,2554079.97,0.0,0.0,2554079.97,1954079.97,970000.0,984079.97,FUTURE_STREAMING
2026-08-31,TATA001,CASH001,2554079.97,0.0,0.0,2554079.97,1954079.97,970000.0,984079.97,FUTURE_STREAMING
2026-09-01,TATA001,CASH001,2554079.97,0.0,120000.0,2434079.97,1834079.97,970000.0,864079.97,FUTURE_STREAMING
2026-09-02,TATA001,CASH001,2434079.97,0.0,0.0,2434079.97,1834079.97,850000.0,984079.97,FUTURE_STREAMING
2026-09-03,TATA001,CASH001,2434079.97,0.0,0.0,2434079.97,1834079.97,850000.0,984079.97,FUTURE_STREAMING
2026-09-04,TATA001,CASH001,2434079.97,0.0,0.0,2434079.97,1834079.97,850000.0,984079.97,FUTURE_STREAMING
2026-09-05,TATA001,CASH001,2434079.97,0.0,0.0,2434079.97,1834079.97,850000.0,984079.97,FUTURE_STREAMING
2026-09-06,TATA001,CASH001,2434079.97,0.0,0.0,2434079.97,1834079.97,850000.0,984079.97,FUTURE_STREAMING
2026-09-07,TATA001,CASH001,2434079.97,0.0,0.0,2434079.97,1834079.97,850000.0,984079.97,FUTURE_STREAMING
2026-09-08,TATA001,CASH001,2434079.97,0.0,0.0,2434079.97,1834079.97,850000.0,984079.97,FUTURE_STREAMING
2026-09-09,TATA001,CASH001,2434079.97,0.0,0.0,2434079.97,1834079.97,850000.0,984079.97,FUTURE_STREAMING
2026-09-10,TATA001,CASH001,2434079.97,0.0,0.0,2434079.97,1834079.97,850000.0,984079.97,FUTURE_STREAMING
2026-09-11,TATA001,CASH001,2434079.97,0.0,0.0,2434079.97,1834079.97,850000.0,984079.97,FUTURE_STREAMING
2026-09-12,TATA001,CASH001,2434079.97,0.0,0.0,2434079.97,1834079.97,850000.0,984079.97,FUTURE_STREAMING
2026-09-13,TATA001,CASH001,2434079.97,0.0,0.0,2434079.97,1834079.97,850000.0,984079.97,FUTURE_STREAMING
2026-09-14,TATA001,CASH001,2434079.97,0.0,0.0,2434079.97,1834079.97,850000.0,984079.97,FUTURE_STREAMING
2026-09-15,TATA001,CASH001,2434079.97,0.0,0.0,2434079.97,1834079.97,850000.0,984079.97,FUTURE_STREAMING
2026-09-16,TATA001,CASH001,2434079.97,0.0,0.0,2434079.97,1834079.97,850000.0,984079.97,FUTURE_STREAMING
2026-09-17,TATA001,CASH001,2434079.97,0.0,0.0,2434079.97,1834079.97,850000.0,984079.97,FUTURE_STREAMING
2026-09-18,TATA001,CASH001,2434079.97,0.0,0.0,2434079.97,1834079.97,850000.0,984079.97,FUTURE_STREAMING
2026-09-19,TATA001,CASH001,2434079.97,0.0,0.0,2434079.97,1834079.97,850000.0,984079.97,FUTURE_STREAMING
2026-09-20,TATA001,CASH001,2434079.97,0.0,50394.63,2383685.34,1783685.34,850000.0,933685.34,FUTURE_STREAMING
2026-09-21,TATA001,CASH001,2383685.34,0.0,0.0,2383685.34,1783685.34,2500000.0,0.0,FUTURE_STREAMING
2026-09-22,TATA001,CASH001,2383685.34,31760.96,0.0,2415446.3,1815446.3,2500000.0,0.0,FUTURE_STREAMING
2026-09-23,TATA001,CASH001,2415446.3,226495.9,0.0,2641942.2,2041942.2,2500000.0,0.0,FUTURE_STREAMING
2026-09-24,TATA001,CASH001,2641942.2,168225.96,0.0,2810168.16,2210168.16,2500000.0,0.0,FUTURE_STREAMING
2026-09-25,TATA001,CASH001,2810168.16,0.0,0.0,2810168.16,2210168.16,2500000.0,0.0,FUTURE_STREAMING
2026-09-26,TATA001,CASH001,2810168.16,0.0,0.0,2810168.16,2210168.16,2500000.0,0.0,FUTURE_STREAMING
2026-09-27,TATA001,CASH001,2810168.16,0.0,0.0,2810168.16,2210168.16,2500000.0,0.0,FUTURE_STREAMING
2026-09-28,TATA001,CASH001,2810168.16,0.0,1650000.0,1160168.16,560168.16,970000.0,0.0,FUTURE_STREAMING
