invoice_id,supplier_id,company_id,amount,issue_date,discount_percentage,discount_deadline,late_penalty_percentage,currency,payment_method,status,actual_payment_date,data_source
INV00208,SUP005,COMP001,46623089.99,2025-03-30,0.0,,0.0,INR,RTGS,PAID,2025-05-27,HISTORICAL
INV00209,SUP012,COMP001,56994102.49,2025-05-21,2.0,2025-06-10,2.0,INR,RTGS,OVERDUE,,HISTORICAL
INV00210,SUP008,COMP001,56710986.15,2025-09-16,0.0,,2.0,INR,RTGS,PAID,2025-10-29,HISTORICAL
INV00211,SUP001,COMP001,34837993.69,2025-07-21,0.0,,2.0,INR,CHEQUE,PAID,2025-08-19,HISTORICAL
INV00212,SUP002,COMP001,19707219.96,2025-03-10,1.5,2025-03-20,1.5,INR,NEFT,PAID,2025-04-06,HISTORICAL
INV00213,SUP014,COMP001,9214229.01,2025-01-03,0.0,,0.0,INR,CHEQUE,PAID,2025-02-14,HISTORICAL
INV00214,SUP015,COMP001,54662962.52,2025-09-17,1.0,2025-10-02,0.0,INR,IMPS,PAID,2025-11-01,HISTORICAL
INV00215,SUP002,COMP001,13399327.05,2025-12-01,1.5,2025-12-11,1.0,INR,NEFT,PAID,2025-12-30,HISTORICAL
INV00216,SUP005,COMP001,13818086.85,2025-07-28,0.0,,0.0,INR,RTGS,PAID,2025-09-10,HISTORICAL
INV00217,SUP008,COMP001,16894007.97,2025-06-27,1.0,2025-07-12,1.0,INR,CHEQUE,PAID,2025-08-19,HISTORICAL
INV00218,SUP012,COMP001,54827715.33,2025-03-19,2.5,2025-04-08,0.0,INR,NEFT,PAID,2025-06-03,HISTORICAL
INV00219,SUP011,COMP001,8522364.74,2025-05-11,0.0,,1.0,INR,NEFT,PAID,2025-07-09,HISTORICAL
INV00220,SUP007,COMP001,45235935.9,2025-05-07,0.0,,1.5,INR,RTGS,PAID,2025-06-05,HISTORICAL
INV00221,SUP002,COMP001,43697613.1,2025-04-28,1.5,2025-05-08,1.5,INR,NEFT,PAID,2025-06-01,HISTORICAL
INV00222,SUP010,COMP001,23310648.38,2025-07-10,0.0,,0.0,INR,RTGS,PAID,2025-09-08,HISTORICAL
INV00223,SUP012,COMP001,28474262.63,2025-08-17,0.0,,1.5,INR,RTGS,PAID,2025-10-13,HISTORICAL
INV00224,SUP002,COMP001,50997373.5,2025-05-21,0.0,,0.0,INR,NEFT,PAID,2025-06-19,HISTORICAL
INV00225,SUP006,COMP001,37882349.86,2025-06-13,2.5,2025-06-28,1.0,INR,NEFT,PAID,2025-07-27,HISTORICAL
INV00226,SUP009,COMP001,16672552.88,2025-05-05,0.0,,1.0,INR,CHEQUE,PAID,2025-06-16,HISTORICAL
INV00227,SUP003,COMP001,40252700.65,2025-08-05,1.0,2025-08-12,2.0,INR,RTGS,PAID,2025-08-18,HISTORICAL
INV00228,SUP013,COMP001,6046468.77,2025-02-07,0.0,,0.0,INR,CHEQUE,PAID,2025-05-06,HISTORICAL
INV00229,SUP012,COMP001,49401958.53,2025-10-22,1.5,2025-11-11,1.0,INR,NEFT,PAID,2025-12-18,HISTORICAL
INV00230,SUP014,COMP001,4433867.0,2025-07-18,2.5,2025-08-02,1.0,INR,NEFT,PAID,2025-09-16,HISTORICAL
INV00231,SUP004,COMP001,26981555.06,2025-05-16,0.0,,0.0,INR,IMPS,OVERDUE,,HISTORICAL
INV00232,SUP010,COMP001,25309766.19,2025-07-24,2.5,2025-08-13,0.0,INR,CHEQUE,PAID,2025-09-22,HISTORICAL
INV00233,SUP006,COMP001,42169554.55,2025-08-11,1.0,2025-08-26,0.0,INR,IMPS,PAID,2025-09-24,HISTORICAL
INV00234,SUP012,COMP001,11463836.4,2025-01-19,2.0,2025-02-08,2.0,INR,IMPS,PAID,2025-04-16,HISTORICAL
INV00235,SUP004,COMP001,9293077.16,2025-07-26,0.0,,0.0,INR,IMPS,PAID,2025-08-25,HISTORICAL
INV00236,SUP014,COMP001,53973092.95,2025-05-15,2.5,2025-05-30,1.0,INR,IMPS,PAID,2025-06-26,HISTORICAL
INV00237,SUP010,COMP001,50964609.72,2025-11-09,0.0,,0.0,INR,CHEQUE,PENDING,,HISTORICAL
INV00238,SUP014,COMP001,42840483.27,2025-03-09,2.0,2025-03-24,0.0,INR,IMPS,PAID,2025-04-23,HISTORICAL
INV00239,SUP004,COMP001,30414319.76,2025-01-28,1.5,2025-02-07,0.0,INR,IMPS,PAID,2025-02-27,HISTORICAL
INV00240,SUP001,COMP001,53224606.9,2025-02-19,0.0,,2.0,INR,RTGS,OVERDUE,,HISTORICAL
INV00241,SUP014,COMP001,19861367.29,2025-04-22,0.0,,2.0,INR,NEFT,PAID,2025-06-06,HISTORICAL
INV00242,SUP004,COMP001,47549832.46,2025-09-14,2.5,2025-09-24,2.0,INR,RTGS,PAID,2025-10-14,HISTORICAL
INV00243,SUP011,COMP001,8298993.25,2025-05-06,0.0,,2.0,INR,NEFT,PAID,2025-07-02,HISTORICAL
INV00244,SUP001,COMP001,7786933.68,2025-09-03,0.0,,0.0,INR,CHEQUE,PAID,2025-09-30,HISTORICAL
INV00245,SUP004,COMP001,15589091.11,2025-12-12,0.0,,0.0,INR,RTGS,PENDING,,HISTORICAL
INV00246,SUP001,COMP001,32664679.04,2025-06-01,0.0,,1.5,INR,CHEQUE,PAID,2025-07-01,HISTORICAL
INV00247,SUP011,COMP001,9870581.94,2025-11-25,2.5,2025-12-15,1.0,INR,RTGS,PENDING,,HISTORICAL
INV00248,SUP013,COMP001,22681849.41,2025-04-11,1.0,2025-05-01,0.0,INR,NEFT,PAID,2025-06-08,HISTORICAL
INV00249,SUP002,COMP001,50046670.84,2025-06-21,0.0,,2.0,INR,IMPS,PAID,2025-07-27,HISTORICAL
INV00250,SUP013,COMP001,40334192.99,2025-06-03,1.5,2025-06-23,0.0,INR,RTGS,PAID,2025-08-01,HISTORICAL
INV00251,SUP010,COMP001,41511217.38,2025-12-13,0.0,,2.0,INR,NEFT,PENDING,,HISTORICAL
INV00252,SUP007,COMP001,19445433.02,2025-09-01,2.5,2025-09-11,1.0,INR,IMPS,PAID,2025-09-29,HISTORICAL
INV00253,SUP007,COMP001,34156559.37,2025-08-13,2.0,2025-08-23,1.0,INR,RTGS,OVERDUE,,HISTORICAL
INV00254,SUP004,COMP001,48749989.24,2025-05-10,2.0,2025-05-20,1.5,INR,NEFT,PAID,2025-06-06,HISTORICAL
INV00255,SUP014,COMP001,3492159.19,2025-08-14,0.0,,1.5,INR,RTGS,PAID,2025-09-27,HISTORICAL
INV00256,SUP011,COMP001,32083224.03,2025-09-06,0.0,,1.0,INR,CHEQUE,OVERDUE,,HISTORICAL
INV00257,SUP015,COMP001,52301825.59,2025-05-12,2.0,2025-05-27,1.0,INR,RTGS,PAID,2025-06-25,HISTORICAL
INV00258,SUP014,COMP001,24636891.68,2025-10-02,1.0,2025-10-17,2.0,INR,RTGS,PAID,2025-11-16,HISTORICAL
INV00259,SUP013,COMP001,34761151.86,2025-03-30,0.0,,0.0,INR,NEFT,PAID,2025-05-26,HISTORICAL
INV00260,SUP011,COMP001,43407158.61,2025-10-10,1.5,2025-10-30,2.0,INR,CHEQUE,PAID,2025-12-08,HISTORICAL
INV00261,SUP005,COMP001,36790467.8,2025-02-05,2.5,2025-02-20,0.0,INR,IMPS,OVERDUE,,HISTORICAL
INV00262,SUP015,COMP001,16565231.22,2025-06-28,2.0,2025-07-13,0.0,INR,RTGS,PAID,2025-08-10,HISTORICAL
INV00263,SUP006,COMP001,57567663.92,2025-08-15,1.5,2025-08-30,0.0,INR,NEFT,PAID,2025-09-26,HISTORICAL
INV00264,SUP006,COMP001,10608770.95,2025-05-27,1.0,2025-06-11,1.0,INR,RTGS,PAID,2025-07-09,HISTORICAL
INV00265,SUP004,COMP001,19807644.24,2025-01-10,1.5,2025-01-20,1.5,INR,IMPS,PAID,2025-02-09,HISTORICAL
INV00266,SUP008,COMP001,34697110.81,2025-04-04,0.0,,1.5,INR,CHEQUE,PAID,2025-05-25,HISTORICAL
INV00267,SUP011,COMP001,31188745.12,2025-02-14,0.0,,1.5,INR,IMPS,PAID,2025-04-13,HISTORICAL
INV00268,SUP012,COMP001,33327953.58,2025-09-23,2.5,2025-10-13,2.0,INR,CHEQUE,PAID,2025-11-19,HISTORICAL
INV00269,SUP004,COMP001,11321119.71,2025-02-22,2.5,2025-03-04,2.0,INR,NEFT,PAID,2025-03-23,HISTORICAL
INV00270,SUP006,COMP001,51891805.96,2025-06-02,1.0,2025-06-17,0.0,INR,IMPS,PAID,2025-07-14,HISTORICAL
INV00271,SUP008,COMP001,5020058.62,2025-06-13,0.0,,0.0,INR,NEFT,PAID,2025-07-28,HISTORICAL
INV00272,SUP015,COMP001,41326881.29,2025-11-18,0.0,,1.5,INR,NEFT,PENDING,,HISTORICAL
INV00273,SUP008,COMP001,42218532.81,2025-07-28,1.5,2025-08-12,1.0,INR,NEFT,PAID,2025-09-08,HISTORICAL
INV00274,SUP002,COMP001,11949768.6,2025-03-14,1.5,2025-03-24,2.0,INR,RTGS,PAID,2025-04-11,HISTORICAL
INV00275,SUP012,COMP001,21627336.08,2025-11-14,1.0,2025-12-04,2.0,INR,IMPS,PENDING,,HISTORICAL
INV00276,SUP003,COMP001,31358712.88,2025-12-01,0.0,,2.0,INR,RTGS,OVERDUE,,HISTORICAL
INV00277,SUP005,COMP001,27717060.92,2025-10-18,0.0,,1.5,INR,NEFT,PAID,2025-12-10,HISTORICAL
INV00278,SUP008,COMP001,44640959.01,2025-05-31,1.5,2025-06-15,1.0,INR,RTGS,PAID,2025-07-12,HISTORICAL
INV00279,SUP001,COMP001,42435799.12,2025-09-10,2.5,2025-09-20,0.0,INR,RTGS,PAID,2025-10-10,HISTORICAL
INV00280,SUP014,COMP001,50181804.25,2025-01-12,1.0,2025-01-27,0.0,INR,CHEQUE,OVERDUE,,HISTORICAL
INV00281,SUP008,COMP001,58979710.36,2025-11-30,0.0,,0.0,INR,NEFT,PENDING,,HISTORICAL
INV00282,SUP010,COMP001,33767112.64,2025-11-11,0.0,,1.5,INR,IMPS,PENDING,,HISTORICAL
INV00283,SUP006,COMP001,34248309.57,2025-07-19,2.0,2025-08-03,2.0,INR,CHEQUE,PAID,2025-09-02,HISTORICAL
INV00284,SUP001,COMP001,54311340.47,2025-01-27,0.0,,1.5,INR,NEFT,PAID,2025-03-09,HISTORICAL
INV00285,SUP010,COMP001,37230373.05,2025-10-06,0.0,,0.0,INR,NEFT,OVERDUE,,HISTORICAL
INV00286,SUP004,COMP001,33305581.83,2025-08-03,1.5,2025-08-13,2.0,INR,IMPS,OVERDUE,,HISTORICAL
INV00287,SUP006,COMP001,9643910.39,2025-09-01,2.0,2025-09-16,0.0,INR,NEFT,PAID,2025-10-16,HISTORICAL
INV00288,SUP014,COMP001,7283263.57,2025-07-07,1.5,2025-07-22,2.0,INR,CHEQUE,PAID,2025-08-19,HISTORICAL
INV00289,SUP006,COMP001,41000565.79,2025-09-28,0.0,,1.5,INR,NEFT,OVERDUE,,HISTORICAL
INV00290,SUP005,COMP001,59346350.75,2025-04-06,2.0,2025-04-21,0.0,INR,RTGS,OVERDUE,,HISTORICAL
INV00291,SUP001,COMP001,6157066.36,2025-07-30,1.5,2025-08-09,0.0,INR,IMPS,PAID,2025-08-29,HISTORICAL
INV00292,SUP011,COMP001,40264157.71,2025-04-30,2.5,2025-05-20,0.0,INR,NEFT,PAID,2025-07-12,HISTORICAL
INV00293,SUP010,COMP001,13687929.93,2025-07-03,2.5,2025-07-23,0.0,INR,NEFT,PAID,2025-08-30,HISTORICAL
INV00294,SUP011,COMP001,52051069.66,2025-07-05,2.5,2025-07-25,1.0,INR,RTGS,PAID,2025-09-17,HISTORICAL
INV00295,SUP003,COMP001,38564840.99,2025-10-16,0.0,,1.5,INR,NEFT,PAID,2025-11-06,HISTORICAL
INV00296,SUP014,COMP001,14627666.35,2025-11-26,1.0,2025-12-11,0.0,INR,NEFT,PENDING,,HISTORICAL
INV00297,SUP005,COMP001,50187759.65,2025-04-25,0.0,,0.0,INR,NEFT,PAID,2025-06-18,HISTORICAL
INV00298,SUP002,COMP001,12758403.4,2025-08-12,0.0,,0.0,INR,NEFT,PAID,2025-09-11,HISTORICAL
INV00299,SUP002,COMP001,58570252.28,2025-02-03,2.5,2025-02-13,2.0,INR,NEFT,OVERDUE,,HISTORICAL
INV00300,SUP011,COMP001,37903576.26,2025-01-21,1.0,2025-02-10,0.0,INR,IMPS,PAID,2025-03-22,HISTORICAL
INV00301,SUP013,COMP001,54355670.93,2025-01-04,2.0,2025-01-24,2.0,INR,RTGS,PAID,2025-03-02,HISTORICAL
INV00302,SUP015,COMP001,54310506.14,2025-08-29,1.0,2025-09-13,0.0,INR,IMPS,PAID,2025-10-20,HISTORICAL
INV00303,SUP015,COMP001,54519518.8,2025-12-16,0.0,,0.0,INR,CHEQUE,PENDING,,HISTORICAL
INV00304,SUP013,COMP001,42108326.78,2025-12-07,2.0,2025-12-27,0.0,INR,IMPS,PENDING,,HISTORICAL
INV00305,SUP010,COMP001,35510072.76,2025-06-28,0.0,,1.0,INR,CHEQUE,PAID,2025-08-26,HISTORICAL
INV00306,SUP011,COMP001,34840968.68,2025-07-05,0.0,,1.0,INR,NEFT,PAID,2025-09-05,HISTORICAL
INV00307,SUP004,COMP001,42536900.61,2025-08-26,2.0,2025-09-05,1.5,INR,NEFT,OVERDUE,,HISTORICAL
INV00308,SUP002,COMP001,12104819.62,2025-11-06,2.0,2025-11-16,1.5,INR,NEFT,PAID,2025-12-04,HISTORICAL
INV00309,SUP003,COMP001,12972774.34,2025-01-11,2.0,2025-01-18,2.0,INR,CHEQUE,PAID,2025-01-28,HISTORICAL
INV00310,SUP013,COMP001,14417488.81,2025-08-20,0.0,,1.0,INR,NEFT,PAID,2025-10-18,HISTORICAL
INV00311,SUP014,COMP001,5947861.62,2025-12-04,0.0,,1.5,INR,IMPS,PENDING,,HISTORICAL
INV00312,SUP015,COMP001,53213449.1,2025-07-15,1.0,2025-07-30,0.0,INR,CHEQUE,PAID,2025-08-29,HISTORICAL
INV00313,SUP013,COMP001,28139005.25,2025-06-17,1.0,2025-07-07,1.5,INR,RTGS,PAID,2025-08-13,HISTORICAL
INV00314,SUP013,COMP001,15818112.68,2025-03-07,2.0,2025-03-27,1.0,INR,RTGS,OVERDUE,,HISTORICAL
INV00315,SUP007,COMP001,33675048.95,2025-08-30,0.0,,0.0,INR,RTGS,PAID,2025-09-29,HISTORICAL
INV00316,SUP015,COMP001,6613478.61,2025-11-22,2.0,2025-12-07,1.5,INR,CHEQUE,PENDING,,HISTORICAL
INV00317,SUP015,COMP001,9138125.19,2025-10-02,1.5,2025-10-17,1.0,INR,NEFT,PAID,2025-11-14,HISTORICAL
INV00318,SUP014,COMP001,8280986.34,2025-08-02,2.0,2025-08-17,1.0,INR,NEFT,PAID,2025-09-13,HISTORICAL
INV00319,SUP006,COMP001,19149019.32,2025-05-31,2.5,2025-06-15,1.5,INR,NEFT,PAID,2025-08-01,HISTORICAL
INV00320,SUP004,COMP001,53531723.09,2025-03-06,2.0,2025-03-16,2.0,INR,IMPS,PAID,2025-04-05,HISTORICAL
INV00321,SUP014,COMP001,44240335.43,2025-10-04,0.0,,0.0,INR,CHEQUE,PAID,2025-11-18,HISTORICAL
INV00322,SUP011,COMP001,20763071.87,2025-07-10,2.0,2025-07-30,1.5,INR,CHEQUE,OVERDUE,,HISTORICAL
INV00323,SUP001,COMP001,20705555.34,2025-07-27,0.0,,0.0,INR,NEFT,PAID,2025-09-01,HISTORICAL
INV00324,SUP006,COMP001,9772049.29,2025-03-19,2.5,2025-04-03,2.0,INR,IMPS,PAID,2025-05-02,HISTORICAL
INV00325,SUP013,COMP001,34548287.1,2025-05-16,0.0,,1.5,INR,RTGS,OVERDUE,,HISTORICAL
INV00326,SUP011,COMP001,32101382.1,2025-10-22,0.0,,2.0,INR,CHEQUE,PAID,2025-12-19,HISTORICAL
INV00327,SUP015,COMP001,3172555.0,2025-09-27,1.0,2025-10-12,0.0,INR,CHEQUE,PAID,2025-11-11,HISTORICAL
INV00328,SUP012,COMP001,6424534.92,2025-10-01,2.0,2025-10-21,1.5,INR,RTGS,PAID,2025-12-13,HISTORICAL
INV00329,SUP005,COMP001,32466236.25,2025-01-22,2.5,2025-02-06,0.0,INR,IMPS,PAID,2025-03-07,HISTORICAL
INV00330,SUP015,COMP001,23086404.14,2025-03-22,2.5,2025-04-06,1.0,INR,CHEQUE,PAID,2025-05-04,HISTORICAL
INV00331,SUP011,COMP001,23599486.73,2025-06-08,1.0,2025-06-28,2.0,INR,IMPS,OVERDUE,,HISTORICAL
INV00332,SUP001,COMP001,31287086.76,2025-08-17,1.0,2025-08-27,1.5,INR,IMPS,PAID,2025-09-16,HISTORICAL
INV00333,SUP013,COMP001,18887407.96,2025-07-17,0.0,,0.0,INR,CHEQUE,PAID,2025-09-13,HISTORICAL
INV00334,SUP006,COMP001,53379126.99,2025-08-10,2.0,2025-08-25,1.0,INR,CHEQUE,PAID,2025-09-22,HISTORICAL
INV00335,SUP002,COMP001,9704618.89,2025-01-10,0.0,,0.0,INR,NEFT,PAID,2025-02-06,HISTORICAL
INV00336,SUP015,COMP001,27688979.44,2025-09-07,1.0,2025-09-22,1.0,INR,IMPS,PAID,2025-10-19,HISTORICAL
INV00337,SUP008,COMP001,11805059.78,2025-05-01,0.0,,2.0,INR,CHEQUE,PAID,2025-06-15,HISTORICAL
INV00338,SUP015,COMP001,14502261.58,2025-11-08,2.5,2025-11-23,2.0,INR,IMPS,PAID,2026-01-06,HISTORICAL
INV00339,SUP010,COMP001,52434196.37,2025-01-27,0.0,,1.0,INR,RTGS,PAID,2025-04-20,HISTORICAL
INV00340,SUP008,COMP001,14664296.0,2025-08-05,0.0,,1.0,INR,CHEQUE,PAID,2025-09-19,HISTORICAL
INV00341,SUP014,COMP001,9243177.67,2025-12-16,1.0,2025-12-31,0.0,INR,CHEQUE,PENDING,,HISTORICAL
INV00342,SUP005,COMP001,43741954.83,2025-02-25,0.0,,2.0,INR,NEFT,PAID,2025-04-09,HISTORICAL
INV00343,SUP003,COMP001,42289437.85,2025-07-29,1.0,2025-08-05,2.0,INR,CHEQUE,PAID,2025-08-10,HISTORICAL
INV00344,SUP010,COMP001,14353734.99,2025-03-01,1.5,2025-03-21,2.0,INR,CHEQUE,PAID,2025-04-28,HISTORICAL
INV00345,SUP010,COMP001,48372468.23,2025-12-08,1.0,2025-12-28,1.5,INR,CHEQUE,PENDING,,HISTORICAL
INV00346,SUP004,COMP001,45529010.63,2025-07-07,0.0,,1.5,INR,RTGS,PAID,2025-08-05,HISTORICAL
INV00347,SUP009,COMP001,47435785.77,2025-06-20,1.0,2025-07-05,2.0,INR,IMPS,PAID,2025-08-04,HISTORICAL
INV00348,SUP003,COMP001,9160209.29,2025-02-23,0.0,,1.0,INR,CHEQUE,PAID,2025-03-08,HISTORICAL
INV00349,SUP014,COMP001,7081949.69,2025-03-04,1.5,2025-03-19,0.0,INR,IMPS,OVERDUE,,HISTORICAL
INV00350,SUP011,COMP001,10744152.07,2025-03-16,0.0,,2.0,INR,IMPS,PAID,2025-05-12,HISTORICAL
INV00351,SUP011,COMP001,3523050.71,2025-05-10,1.5,2025-05-30,0.0,INR,CHEQUE,PAID,2025-08-05,HISTORICAL
INV00352,SUP005,COMP001,19153086.91,2025-01-10,1.5,2025-01-25,1.5,INR,NEFT,PAID,2025-02-22,HISTORICAL
INV00353,SUP003,COMP001,22501357.65,2025-08-16,1.5,2025-08-23,0.0,INR,CHEQUE,PAID,2025-09-07,HISTORICAL
INV00354,SUP001,COMP001,47906712.6,2025-12-21,2.5,2025-12-31,2.0,INR,NEFT,PENDING,,HISTORICAL
INV00355,SUP014,COMP001,44458552.02,2025-05-29,0.0,,0.0,INR,IMPS,OVERDUE,,HISTORICAL
INV00356,SUP002,COMP001,10541347.45,2025-05-21,1.5,2025-05-31,2.0,INR,IMPS,PAID,2025-07-04,HISTORICAL
INV00357,SUP003,COMP001,37205785.08,2025-12-19,1.5,2025-12-26,1.5,INR,CHEQUE,PENDING,,HISTORICAL
INV00358,SUP009,COMP001,14937912.1,2025-09-26,0.0,,2.0,INR,RTGS,PAID,2025-11-07,HISTORICAL
INV00359,SUP007,COMP001,19566017.2,2025-10-19,0.0,,1.5,INR,RTGS,PAID,2025-11-20,HISTORICAL
INV00360,SUP013,COMP001,35950615.28,2025-11-26,0.0,,2.0,INR,NEFT,PENDING,,HISTORICAL
INV00361,SUP007,COMP001,11942035.75,2025-09-20,0.0,,1.0,INR,RTGS,PAID,2025-10-20,HISTORICAL
INV00362,SUP012,COMP001,50100294.58,2025-07-30,2.5,2025-08-19,1.5,INR,NEFT,PAID,2025-09-26,HISTORICAL
INV00363,SUP007,COMP001,56465854.66,2025-12-08,2.0,2025-12-18,1.5,INR,IMPS,PENDING,,HISTORICAL
INV00364,SUP015,COMP001,39850709.23,2025-03-19,1.0,2025-04-03,0.0,INR,NEFT,PAID,2025-05-03,HISTORICAL
INV00365,SUP013,COMP001,28711482.45,2025-08-13,0.0,,2.0,INR,IMPS,PAID,2025-10-15,HISTORICAL
INV00366,SUP004,COMP001,15864788.66,2025-05-05,1.5,2025-05-15,2.0,INR,IMPS,PAID,2025-06-01,HISTORICAL
INV00367,SUP012,COMP001,20733261.71,2025-04-20,1.5,2025-05-10,1.5,INR,IMPS,PAID,2025-06-18,HISTORICAL
INV00368,SUP009,COMP001,26016205.75,2025-11-18,1.5,2025-12-03,1.5,INR,NEFT,PENDING,,HISTORICAL
INV00369,SUP008,COMP001,58531351.73,2025-08-10,0.0,,1.0,INR,RTGS,PAID,2025-10-04,HISTORICAL
INV00370,SUP012,COMP001,16143863.98,2025-09-03,2.0,2025-09-23,2.0,INR,CHEQUE,PAID,2025-11-09,HISTORICAL
INV00371,SUP007,COMP001,5138927.5,2025-01-19,0.0,,0.0,INR,CHEQUE,PAID,2025-02-15,HISTORICAL
INV00372,SUP008,COMP001,54326061.76,2025-06-22,2.5,2025-07-07,1.0,INR,CHEQUE,PAID,2025-08-06,HISTORICAL
INV00373,SUP008,COMP001,4699102.99,2025-09-06,0.0,,2.0,INR,IMPS,PAID,2025-10-19,HISTORICAL
INV00374,SUP010,COMP001,6130619.04,2025-05-07,1.0,2025-05-27,1.5,INR,RTGS,PAID,2025-07-04,HISTORICAL
INV00375,SUP014,COMP001,6349123.43,2025-03-17,0.0,,0.0,INR,NEFT,PAID,2025-04-28,HISTORICAL
INV00376,SUP006,COMP001,36787369.29,2025-05-11,0.0,,1.0,INR,NEFT,PAID,2025-06-25,HISTORICAL
INV00377,SUP002,COMP001,45784551.05,2025-02-02,0.0,,1.0,INR,CHEQUE,PAID,2025-03-03,HISTORICAL
INV00378,SUP002,COMP001,7272370.73,2025-06-07,1.5,2025-06-17,1.5,INR,NEFT,PAID,2025-07-07,HISTORICAL
INV00379,SUP005,COMP001,17914376.92,2025-04-20,1.5,2025-05-05,0.0,INR,NEFT,PAID,2025-06-01,HISTORICAL
INV00380,SUP001,COMP001,5277715.93,2025-07-05,1.0,2025-07-15,1.5,INR,CHEQUE,PAID,2025-08-02,HISTORICAL
INV00381,SUP002,COMP001,38581702.56,2025-03-21,1.5,2025-03-31,1.0,INR,CHEQUE,PAID,2025-04-17,HISTORICAL
INV00382,SUP013,COMP001,9045013.67,2025-02-02,2.5,2025-02-22,2.0,INR,RTGS,PAID,2025-04-18,HISTORICAL
INV00383,SUP011,COMP001,42012904.61,2025-03-27,1.5,2025-04-16,1.0,INR,NEFT,PAID,2025-05-25,HISTORICAL
INV00384,SUP011,COMP001,18030825.07,2025-02-24,2.0,2025-03-16,1.5,INR,CHEQUE,PAID,2025-04-25,HISTORICAL
INV00385,SUP009,COMP001,44036807.24,2025-09-09,2.0,2025-09-24,1.5,INR,RTGS,PAID,2025-10-23,HISTORICAL
INV00386,SUP010,COMP001,11290913.28,2025-03-13,0.0,,2.0,INR,IMPS,PAID,2025-05-28,HISTORICAL
INV00387,SUP005,COMP001,54089859.81,2025-12-09,2.5,2025-12-24,2.0,INR,NEFT,PENDING,,HISTORICAL
INV00388,SUP015,COMP001,48966754.74,2025-11-21,1.5,2025-12-06,2.0,INR,NEFT,PENDING,,HISTORICAL
INV00389,SUP014,COMP001,22618232.3,2025-04-30,0.0,,0.0,INR,RTGS,OVERDUE,,HISTORICAL
INV00390,SUP012,COMP001,10791460.83,2025-07-06,2.0,2025-07-26,1.0,INR,IMPS,OVERDUE,,HISTORICAL
INV00391,SUP010,COMP001,59820417.88,2025-08-22,0.0,,1.5,INR,IMPS,PAID,2025-10-28,HISTORICAL
INV00392,SUP007,COMP001,59959267.91,2025-08-13,0.0,,2.0,INR,NEFT,PAID,2025-09-09,HISTORICAL
INV00393,SUP001,COMP001,34206937.4,2025-06-12,1.5,2025-06-22,1.0,INR,IMPS,PAID,2025-07-12,HISTORICAL
INV00394,SUP006,COMP001,15301386.68,2025-02-22,2.5,2025-03-09,0.0,INR,IMPS,PAID,2025-04-06,HISTORICAL
INV00395,SUP015,COMP001,29870082.52,2025-10-17,2.5,2025-11-01,1.0,INR,IMPS,PAID,2025-11-29,HISTORICAL
INV00396,SUP006,COMP001,55258226.55,2025-10-25,1.0,2025-11-09,0.0,INR,IMPS,PAID,2025-12-07,HISTORICAL
INV00397,SUP011,COMP001,18102669.41,2025-05-29,0.0,,1.5,INR,RTGS,PAID,2025-07-25,HISTORICAL
INV00398,SUP015,COMP001,35102588.15,2025-07-02,0.0,,1.5,INR,IMPS,PAID,2025-08-13,HISTORICAL
INV00399,SUP001,COMP001,14152507.26,2025-10-24,2.5,2025-11-03,1.5,INR,NEFT,PAID,2025-11-21,HISTORICAL
INV00400,SUP001,COMP001,25059669.39,2025-09-25,1.5,2025-10-05,0.0,INR,IMPS,PAID,2025-10-23,HISTORICAL
INV00401,SUP015,COMP001,11074337.92,2025-07-16,2.0,2025-07-31,1.5,INR,RTGS,PAID,2025-09-16,HISTORICAL
INV00402,SUP001,COMP001,55158720.89,2025-09-03,0.0,,0.0,INR,NEFT,PAID,2025-10-11,HISTORICAL
INV00403,SUP009,COMP001,58848843.18,2025-12-14,2.5,2025-12-29,1.5,INR,CHEQUE,PENDING,,HISTORICAL
INV00404,SUP015,COMP001,39097656.97,2025-04-21,1.0,2025-05-06,2.0,INR,CHEQUE,PAID,2025-06-05,HISTORICAL
INV00405,SUP012,COMP001,25024810.43,2025-02-27,0.0,,2.0,INR,CHEQUE,PAID,2025-04-27,HISTORICAL
INV00406,SUP008,COMP001,54792408.89,2025-01-08,1.0,2025-01-23,1.0,INR,NEFT,PAID,2025-02-20,HISTORICAL
INV00407,SUP006,COMP001,13091189.62,2025-04-30,2.5,2025-05-15,1.5,INR,RTGS,OVERDUE,,HISTORICAL
INV00408,SUP010,COMP001,57054483.0,2025-11-02,1.0,2025-11-22,1.0,INR,NEFT,PENDING,,HISTORICAL
INV00409,SUP013,COMP001,15489445.14,2025-04-11,1.5,2025-05-01,1.0,INR,IMPS,OVERDUE,,HISTORICAL
INV00410,SUP003,COMP001,13166187.21,2025-05-23,2.5,2025-05-30,0.0,INR,NEFT,PAID,2025-06-05,HISTORICAL
INV00411,SUP007,COMP001,49130824.51,2025-06-05,0.0,,2.0,INR,NEFT,PAID,2025-07-02,HISTORICAL
INV00412,SUP007,COMP001,59748587.5,2025-09-29,0.0,,0.0,INR,RTGS,PAID,2025-11-09,HISTORICAL
INV00413,SUP013,COMP001,54129739.77,2025-11-11,1.5,2025-12-01,0.0,INR,RTGS,PENDING,,HISTORICAL
INV00414,SUP005,COMP001,32309796.92,2025-01-01,0.0,,1.0,INR,IMPS,PAID,2025-02-12,HISTORICAL
