record_type,entity_id,company_id,supplier_id,customer_id,date,amount,status,data_source,details
RECEIVABLES,RCV00295,COMP001,,CUST011,2025-09-17,41650041.38,PAID,HISTORICAL,"{'receivable_id': 'RCV00295', 'customer_id': 'CUST011', 'company_id': 'COMP001', 'amount': 41650041.38, 'invoice_date': '2025-08-18', 'expected_date': '2025-09-17', 'collection_probability': 0.83, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-09-16', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00296,COMP001,,CUST010,2025-04-04,66939971.58,PAID,HISTORICAL,"{'receivable_id': 'RCV00296', 'customer_id': 'CUST010', 'company_id': 'COMP001', 'amount': 66939971.58, 'invoice_date': '2025-02-03', 'expected_date': '2025-04-04', 'collection_probability': 0.54, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-04-03', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00297,COMP001,,CUST008,2026-01-15,38820107.22,PENDING,HISTORICAL,"{'receivable_id': 'RCV00297', 'customer_id': 'CUST008', 'company_id': 'COMP001', 'amount': 38820107.22, 'invoice_date': '2025-12-16', 'expected_date': '2026-01-15', 'collection_probability': 0.68, 'expected_delay_days': 0, 'status': 'PENDING', 'actual_payment_date': nan, 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00298,COMP001,,CUST001,2025-01-26,71572312.14,PAID,HISTORICAL,"{'receivable_id': 'RCV00298', 'customer_id': 'CUST001', 'company_id': 'COMP001', 'amount': 71572312.14, 'invoice_date': '2025-01-11', 'expected_date': '2025-01-26', 'collection_probability': 0.84, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-01-24', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00299,COMP001,,CUST022,2025-03-05,67055526.41,PAID,HISTORICAL,"{'receivable_id': 'RCV00299', 'customer_id': 'CUST022', 'company_id': 'COMP001', 'amount': 67055526.41, 'invoice_date': '2025-02-03', 'expected_date': '2025-03-05', 'collection_probability': 0.94, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-03-02', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00300,COMP001,,CUST025,2025-04-26,75451023.77,PAID,HISTORICAL,"{'receivable_id': 'RCV00300', 'customer_id': 'CUST025', 'company_id': 'COMP001', 'amount': 75451023.77, 'invoice_date': '2025-03-12', 'expected_date': '2025-04-26', 'collection_probability': 0.58, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-04-24', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00301,COMP001,,CUST024,2025-06-13,25122943.82,PAID,HISTORICAL,"{'receivable_id': 'RCV00301', 'customer_id': 'CUST024', 'company_id': 'COMP001', 'amount': 25122943.82, 'invoice_date': '2025-04-29', 'expected_date': '2025-06-13', 'collection_probability': 0.86, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-06-12', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00302,COMP001,,CUST003,2025-05-11,11856934.22,PAID,HISTORICAL,"{'receivable_id': 'RCV00302', 'customer_id': 'CUST003', 'company_id': 'COMP001', 'amount': 11856934.22, 'invoice_date': '2025-04-26', 'expected_date': '2025-05-11', 'collection_probability': 0.86, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-05-09', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00303,COMP001,,CUST022,2025-11-23,20727435.63,PAID,HISTORICAL,"{'receivable_id': 'RCV00303', 'customer_id': 'CUST022', 'company_id': 'COMP001', 'amount': 20727435.63, 'invoice_date': '2025-10-24', 'expected_date': '2025-11-23', 'collection_probability': 0.97, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-11-21', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00304,COMP001,,CUST007,2025-11-04,61180986.18,PAID,HISTORICAL,"{'receivable_id': 'RCV00304', 'customer_id': 'CUST007', 'company_id': 'COMP001', 'amount': 61180986.18, 'invoice_date': '2025-09-20', 'expected_date': '2025-11-04', 'collection_probability': 0.6, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-11-04', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00305,COMP001,,CUST005,2025-02-18,2132853.37,PAID,HISTORICAL,"{'receivable_id': 'RCV00305', 'customer_id': 'CUST005', 'company_id': 'COMP001', 'amount': 2132853.37, 'invoice_date': '2025-01-19', 'expected_date': '2025-02-18', 'collection_probability': 0.6, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-02-18', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00306,COMP001,,CUST003,2025-11-01,78710136.39,PAID,HISTORICAL,"{'receivable_id': 'RCV00306', 'customer_id': 'CUST003', 'company_id': 'COMP001', 'amount': 78710136.39, 'invoice_date': '2025-10-17', 'expected_date': '2025-11-01', 'collection_probability': 0.86, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-10-30', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00307,COMP001,,CUST013,2025-04-14,65814219.24,PAID,HISTORICAL,"{'receivable_id': 'RCV00307', 'customer_id': 'CUST013', 'company_id': 'COMP001', 'amount': 65814219.24, 'invoice_date': '2025-03-15', 'expected_date': '2025-04-14', 'collection_probability': 0.87, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-04-13', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00308,COMP001,,CUST023,2025-05-23,15207046.12,PAID,HISTORICAL,"{'receivable_id': 'RCV00308', 'customer_id': 'CUST023', 'company_id': 'COMP001', 'amount': 15207046.12, 'invoice_date': '2025-04-23', 'expected_date': '2025-05-23', 'collection_probability': 0.81, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-05-21', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00309,COMP001,,CUST004,2025-12-15,35435064.88,PAID,HISTORICAL,"{'receivable_id': 'RCV00309', 'customer_id': 'CUST004', 'company_id': 'COMP001', 'amount': 35435064.88, 'invoice_date': '2025-10-31', 'expected_date': '2025-12-15', 'collection_probability': 0.6, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-12-13', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00310,COMP001,,CUST016,2025-06-04,29811902.77,PAID,HISTORICAL,"{'receivable_id': 'RCV00310', 'customer_id': 'CUST016', 'company_id': 'COMP001', 'amount': 29811902.77, 'invoice_date': '2025-04-20', 'expected_date': '2025-06-04', 'collection_probability': 0.64, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-06-01', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00311,COMP001,,CUST008,2025-10-13,79258967.43,OVERDUE,HISTORICAL,"{'receivable_id': 'RCV00311', 'customer_id': 'CUST008', 'company_id': 'COMP001', 'amount': 79258967.43, 'invoice_date': '2025-09-13', 'expected_date': '2025-10-13', 'collection_probability': 0.67, 'expected_delay_days': 0, 'status': 'OVERDUE', 'actual_payment_date': nan, 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00312,COMP001,,CUST004,2025-12-14,67147525.96,PAID,HISTORICAL,"{'receivable_id': 'RCV00312', 'customer_id': 'CUST004', 'company_id': 'COMP001', 'amount': 67147525.96, 'invoice_date': '2025-10-30', 'expected_date': '2025-12-14', 'collection_probability': 0.67, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2026-01-03', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00313,COMP001,,CUST019,2025-04-10,47893883.36,PAID,HISTORICAL,"{'receivable_id': 'RCV00313', 'customer_id': 'CUST019', 'company_id': 'COMP001', 'amount': 47893883.36, 'invoice_date': '2025-02-24', 'expected_date': '2025-04-10', 'collection_probability': 0.35, 'expected_delay_days': 1, 'status': 'PAID', 'actual_payment_date': '2025-05-01', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00314,COMP001,,CUST019,2025-12-19,48280589.73,PAID,HISTORICAL,"{'receivable_id': 'RCV00314', 'customer_id': 'CUST019', 'company_id': 'COMP001', 'amount': 48280589.73, 'invoice_date': '2025-11-04', 'expected_date': '2025-12-19', 'collection_probability': 0.42, 'expected_delay_days': 3, 'status': 'PAID', 'actual_payment_date': '2025-12-18', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00315,COMP001,,CUST010,2026-02-02,38307810.44,PENDING,HISTORICAL,"{'receivable_id': 'RCV00315', 'customer_id': 'CUST010', 'company_id': 'COMP001', 'amount': 38307810.44, 'invoice_date': '2025-12-04', 'expected_date': '2026-02-02', 'collection_probability': 0.55, 'expected_delay_days': 0, 'status': 'PENDING', 'actual_payment_date': nan, 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00316,COMP001,,CUST004,2025-02-18,22957251.35,PAID,HISTORICAL,"{'receivable_id': 'RCV00316', 'customer_id': 'CUST004', 'company_id': 'COMP001', 'amount': 22957251.35, 'invoice_date': '2025-01-04', 'expected_date': '2025-02-18', 'collection_probability': 0.59, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-02-16', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00317,COMP001,,CUST025,2026-01-11,6718170.36,PENDING,HISTORICAL,"{'receivable_id': 'RCV00317', 'customer_id': 'CUST025', 'company_id': 'COMP001', 'amount': 6718170.36, 'invoice_date': '2025-11-27', 'expected_date': '2026-01-11', 'collection_probability': 0.63, 'expected_delay_days': 0, 'status': 'PENDING', 'actual_payment_date': nan, 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00318,COMP001,,CUST009,2025-09-02,75217657.69,PAID,HISTORICAL,"{'receivable_id': 'RCV00318', 'customer_id': 'CUST009', 'company_id': 'COMP001', 'amount': 75217657.69, 'invoice_date': '2025-07-04', 'expected_date': '2025-09-02', 'collection_probability': 0.31, 'expected_delay_days': 3, 'status': 'PAID', 'actual_payment_date': '2025-09-23', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00319,COMP001,,CUST016,2025-03-06,8195784.24,PAID,HISTORICAL,"{'receivable_id': 'RCV00319', 'customer_id': 'CUST016', 'company_id': 'COMP001', 'amount': 8195784.24, 'invoice_date': '2025-01-20', 'expected_date': '2025-03-06', 'collection_probability': 0.69, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-03-04', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00320,COMP001,,CUST013,2025-05-29,63745698.77,PAID,HISTORICAL,"{'receivable_id': 'RCV00320', 'customer_id': 'CUST013', 'company_id': 'COMP001', 'amount': 63745698.77, 'invoice_date': '2025-04-29', 'expected_date': '2025-05-29', 'collection_probability': 0.93, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-05-29', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00321,COMP001,,CUST009,2025-07-06,55080958.66,OVERDUE,HISTORICAL,"{'receivable_id': 'RCV00321', 'customer_id': 'CUST009', 'company_id': 'COMP001', 'amount': 55080958.66, 'invoice_date': '2025-05-07', 'expected_date': '2025-07-06', 'collection_probability': 0.35, 'expected_delay_days': 14, 'status': 'OVERDUE', 'actual_payment_date': nan, 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00322,COMP001,,CUST015,2025-06-23,11460930.72,PAID,HISTORICAL,"{'receivable_id': 'RCV00322', 'customer_id': 'CUST015', 'company_id': 'COMP001', 'amount': 11460930.72, 'invoice_date': '2025-05-24', 'expected_date': '2025-06-23', 'collection_probability': 0.78, 'expected_delay_days': 8, 'status': 'PAID', 'actual_payment_date': '2025-06-20', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00323,COMP001,,CUST015,2025-05-06,26859338.55,OVERDUE,HISTORICAL,"{'receivable_id': 'RCV00323', 'customer_id': 'CUST015', 'company_id': 'COMP001', 'amount': 26859338.55, 'invoice_date': '2025-04-06', 'expected_date': '2025-05-06', 'collection_probability': 0.81, 'expected_delay_days': 0, 'status': 'OVERDUE', 'actual_payment_date': nan, 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00324,COMP001,,CUST022,2025-10-08,10795626.05,PAID,HISTORICAL,"{'receivable_id': 'RCV00324', 'customer_id': 'CUST022', 'company_id': 'COMP001', 'amount': 10795626.05, 'invoice_date': '2025-09-08', 'expected_date': '2025-10-08', 'collection_probability': 0.97, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-10-07', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00325,COMP001,,CUST016,2025-12-06,42851704.64,PAID,HISTORICAL,"{'receivable_id': 'RCV00325', 'customer_id': 'CUST016', 'company_id': 'COMP001', 'amount': 42851704.64, 'invoice_date': '2025-10-22', 'expected_date': '2025-12-06', 'collection_probability': 0.65, 'expected_delay_days': 4, 'status': 'PAID', 'actual_payment_date': '2025-12-23', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00326,COMP001,,CUST018,2025-03-07,18292027.26,PAID,HISTORICAL,"{'receivable_id': 'RCV00326', 'customer_id': 'CUST018', 'company_id': 'COMP001', 'amount': 18292027.26, 'invoice_date': '2025-01-21', 'expected_date': '2025-03-07', 'collection_probability': 0.74, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-03-04', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00327,COMP001,,CUST002,2025-06-30,32446752.05,PAID,HISTORICAL,"{'receivable_id': 'RCV00327', 'customer_id': 'CUST002', 'company_id': 'COMP001', 'amount': 32446752.05, 'invoice_date': '2025-05-31', 'expected_date': '2025-06-30', 'collection_probability': 0.84, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-06-27', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00328,COMP001,,CUST012,2025-04-16,4385008.92,PAID,HISTORICAL,"{'receivable_id': 'RCV00328', 'customer_id': 'CUST012', 'company_id': 'COMP001', 'amount': 4385008.92, 'invoice_date': '2025-04-01', 'expected_date': '2025-04-16', 'collection_probability': 0.93, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-04-16', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00329,COMP001,,CUST008,2025-11-09,42425360.14,PAID,HISTORICAL,"{'receivable_id': 'RCV00329', 'customer_id': 'CUST008', 'company_id': 'COMP001', 'amount': 42425360.14, 'invoice_date': '2025-10-10', 'expected_date': '2025-11-09', 'collection_probability': 0.73, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-11-06', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00330,COMP001,,CUST016,2025-11-29,18787653.57,OVERDUE,HISTORICAL,"{'receivable_id': 'RCV00330', 'customer_id': 'CUST016', 'company_id': 'COMP001', 'amount': 18787653.57, 'invoice_date': '2025-10-15', 'expected_date': '2025-11-29', 'collection_probability': 0.66, 'expected_delay_days': 31, 'status': 'OVERDUE', 'actual_payment_date': nan, 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00331,COMP001,,CUST013,2025-11-10,48842441.79,PAID,HISTORICAL,"{'receivable_id': 'RCV00331', 'customer_id': 'CUST013', 'company_id': 'COMP001', 'amount': 48842441.79, 'invoice_date': '2025-10-11', 'expected_date': '2025-11-10', 'collection_probability': 0.87, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-11-09', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00332,COMP001,,CUST014,2025-08-07,38284229.76,PAID,HISTORICAL,"{'receivable_id': 'RCV00332', 'customer_id': 'CUST014', 'company_id': 'COMP001', 'amount': 38284229.76, 'invoice_date': '2025-07-08', 'expected_date': '2025-08-07', 'collection_probability': 0.84, 'expected_delay_days': 18, 'status': 'PAID', 'actual_payment_date': '2025-08-04', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00333,COMP001,,CUST004,2025-02-17,4147402.67,PAID,HISTORICAL,"{'receivable_id': 'RCV00333', 'customer_id': 'CUST004', 'company_id': 'COMP001', 'amount': 4147402.67, 'invoice_date': '2025-01-03', 'expected_date': '2025-02-17', 'collection_probability': 0.65, 'expected_delay_days': 4, 'status': 'PAID', 'actual_payment_date': '2025-03-12', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00334,COMP001,,CUST004,2025-09-18,18217438.82,PAID,HISTORICAL,"{'receivable_id': 'RCV00334', 'customer_id': 'CUST004', 'company_id': 'COMP001', 'amount': 18217438.82, 'invoice_date': '2025-08-04', 'expected_date': '2025-09-18', 'collection_probability': 0.66, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-09-16', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00335,COMP001,,CUST004,2025-07-18,55063942.08,PAID,HISTORICAL,"{'receivable_id': 'RCV00335', 'customer_id': 'CUST004', 'company_id': 'COMP001', 'amount': 55063942.08, 'invoice_date': '2025-06-03', 'expected_date': '2025-07-18', 'collection_probability': 0.65, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-07-17', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00336,COMP001,,CUST018,2026-01-25,15225315.86,PENDING,HISTORICAL,"{'receivable_id': 'RCV00336', 'customer_id': 'CUST018', 'company_id': 'COMP001', 'amount': 15225315.86, 'invoice_date': '2025-12-11', 'expected_date': '2026-01-25', 'collection_probability': 0.78, 'expected_delay_days': 0, 'status': 'PENDING', 'actual_payment_date': nan, 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00337,COMP001,,CUST008,2025-03-02,19373153.0,PAID,HISTORICAL,"{'receivable_id': 'RCV00337', 'customer_id': 'CUST008', 'company_id': 'COMP001', 'amount': 19373153.0, 'invoice_date': '2025-01-31', 'expected_date': '2025-03-02', 'collection_probability': 0.69, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-02-27', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00338,COMP001,,CUST017,2025-04-03,31684885.01,PAID,HISTORICAL,"{'receivable_id': 'RCV00338', 'customer_id': 'CUST017', 'company_id': 'COMP001', 'amount': 31684885.01, 'invoice_date': '2025-02-17', 'expected_date': '2025-04-03', 'collection_probability': 0.76, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-04-01', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00339,COMP001,,CUST006,2025-02-26,73217220.65,PAID,HISTORICAL,"{'receivable_id': 'RCV00339', 'customer_id': 'CUST006', 'company_id': 'COMP001', 'amount': 73217220.65, 'invoice_date': '2025-01-12', 'expected_date': '2025-02-26', 'collection_probability': 0.61, 'expected_delay_days': 13, 'status': 'PAID', 'actual_payment_date': '2025-03-05', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00340,COMP001,,CUST007,2025-05-04,71064127.47,PAID,HISTORICAL,"{'receivable_id': 'RCV00340', 'customer_id': 'CUST007', 'company_id': 'COMP001', 'amount': 71064127.47, 'invoice_date': '2025-03-20', 'expected_date': '2025-05-04', 'collection_probability': 0.63, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-05-09', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00341,COMP001,,CUST018,2025-06-21,20713837.5,OVERDUE,HISTORICAL,"{'receivable_id': 'RCV00341', 'customer_id': 'CUST018', 'company_id': 'COMP001', 'amount': 20713837.5, 'invoice_date': '2025-05-07', 'expected_date': '2025-06-21', 'collection_probability': 0.76, 'expected_delay_days': 0, 'status': 'OVERDUE', 'actual_payment_date': nan, 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00342,COMP001,,CUST008,2025-04-27,61865555.75,PAID,HISTORICAL,"{'receivable_id': 'RCV00342', 'customer_id': 'CUST008', 'company_id': 'COMP001', 'amount': 61865555.75, 'invoice_date': '2025-03-28', 'expected_date': '2025-04-27', 'collection_probability': 0.74, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-04-25', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00343,COMP001,,CUST021,2025-10-02,37630810.09,PAID,HISTORICAL,"{'receivable_id': 'RCV00343', 'customer_id': 'CUST021', 'company_id': 'COMP001', 'amount': 37630810.09, 'invoice_date': '2025-09-17', 'expected_date': '2025-10-02', 'collection_probability': 0.82, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-09-30', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00344,COMP001,,CUST020,2025-04-02,73306718.18,PAID,HISTORICAL,"{'receivable_id': 'RCV00344', 'customer_id': 'CUST020', 'company_id': 'COMP001', 'amount': 73306718.18, 'invoice_date': '2025-02-01', 'expected_date': '2025-04-02', 'collection_probability': 0.53, 'expected_delay_days': 3, 'status': 'PAID', 'actual_payment_date': '2025-04-02', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00345,COMP001,,CUST002,2025-12-09,36948767.66,PAID,HISTORICAL,"{'receivable_id': 'RCV00345', 'customer_id': 'CUST002', 'company_id': 'COMP001', 'amount': 36948767.66, 'invoice_date': '2025-11-09', 'expected_date': '2025-12-09', 'collection_probability': 0.9, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-12-09', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00346,COMP001,,CUST021,2025-03-23,24890184.39,PAID,HISTORICAL,"{'receivable_id': 'RCV00346', 'customer_id': 'CUST021', 'company_id': 'COMP001', 'amount': 24890184.39, 'invoice_date': '2025-03-08', 'expected_date': '2025-03-23', 'collection_probability': 0.86, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-03-20', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00347,COMP001,,CUST017,2025-09-23,73651485.1,PAID,HISTORICAL,"{'receivable_id': 'RCV00347', 'customer_id': 'CUST017', 'company_id': 'COMP001', 'amount': 73651485.1, 'invoice_date': '2025-08-09', 'expected_date': '2025-09-23', 'collection_probability': 0.79, 'expected_delay_days': 20, 'status': 'PAID', 'actual_payment_date': '2025-10-10', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00348,COMP001,,CUST005,2026-01-14,30792205.7,PENDING,HISTORICAL,"{'receivable_id': 'RCV00348', 'customer_id': 'CUST005', 'company_id': 'COMP001', 'amount': 30792205.7, 'invoice_date': '2025-12-15', 'expected_date': '2026-01-14', 'collection_probability': 0.6, 'expected_delay_days': 0, 'status': 'PENDING', 'actual_payment_date': nan, 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00349,COMP001,,CUST010,2025-08-06,74051287.64,PAID,HISTORICAL,"{'receivable_id': 'RCV00349', 'customer_id': 'CUST010', 'company_id': 'COMP001', 'amount': 74051287.64, 'invoice_date': '2025-06-07', 'expected_date': '2025-08-06', 'collection_probability': 0.54, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-08-20', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00350,COMP001,,CUST012,2025-07-26,29653005.87,PAID,HISTORICAL,"{'receivable_id': 'RCV00350', 'customer_id': 'CUST012', 'company_id': 'COMP001', 'amount': 29653005.87, 'invoice_date': '2025-07-11', 'expected_date': '2025-07-26', 'collection_probability': 0.94, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-07-24', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00351,COMP001,,CUST024,2025-08-04,8853570.01,PAID,HISTORICAL,"{'receivable_id': 'RCV00351', 'customer_id': 'CUST024', 'company_id': 'COMP001', 'amount': 8853570.01, 'invoice_date': '2025-06-20', 'expected_date': '2025-08-04', 'collection_probability': 0.85, 'expected_delay_days': 13, 'status': 'PAID', 'actual_payment_date': '2025-08-01', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00352,COMP001,,CUST018,2025-04-05,79122505.89,PAID,HISTORICAL,"{'receivable_id': 'RCV00352', 'customer_id': 'CUST018', 'company_id': 'COMP001', 'amount': 79122505.89, 'invoice_date': '2025-02-19', 'expected_date': '2025-04-05', 'collection_probability': 0.75, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-04-03', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00353,COMP001,,CUST012,2025-08-08,36318888.63,PAID,HISTORICAL,"{'receivable_id': 'RCV00353', 'customer_id': 'CUST012', 'company_id': 'COMP001', 'amount': 36318888.63, 'invoice_date': '2025-07-24', 'expected_date': '2025-08-08', 'collection_probability': 0.93, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-08-05', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00354,COMP001,,CUST011,2025-04-19,5215974.8,OVERDUE,HISTORICAL,"{'receivable_id': 'RCV00354', 'customer_id': 'CUST011', 'company_id': 'COMP001', 'amount': 5215974.8, 'invoice_date': '2025-03-20', 'expected_date': '2025-04-19', 'collection_probability': 0.87, 'expected_delay_days': 0, 'status': 'OVERDUE', 'actual_payment_date': nan, 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00355,COMP001,,CUST023,2025-03-04,62306730.82,PAID,HISTORICAL,"{'receivable_id': 'RCV00355', 'customer_id': 'CUST023', 'company_id': 'COMP001', 'amount': 62306730.82, 'invoice_date': '2025-02-02', 'expected_date': '2025-03-04', 'collection_probability': 0.89, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-03-12', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00356,COMP001,,CUST012,2025-12-01,54743481.66,PAID,HISTORICAL,"{'receivable_id': 'RCV00356', 'customer_id': 'CUST012', 'company_id': 'COMP001', 'amount': 54743481.66, 'invoice_date': '2025-11-16', 'expected_date': '2025-12-01', 'collection_probability': 0.93, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-12-01', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00357,COMP001,,CUST006,2025-05-10,57410486.2,PAID,HISTORICAL,"{'receivable_id': 'RCV00357', 'customer_id': 'CUST006', 'company_id': 'COMP001', 'amount': 57410486.2, 'invoice_date': '2025-03-26', 'expected_date': '2025-05-10', 'collection_probability': 0.63, 'expected_delay_days': 0, 'status': 'PAID', 'actual_payment_date': '2025-05-10', 'data_source': 'HISTORICAL'}"
RECEIVABLES,RCV00358,COMP001,,CUST019,2025-11-24,43932969.26,PAID,HISTORICAL,"{'receivable_id': 'RCV00358', 'customer_id': 'CUST019', 'company_id': 'COMP001', 'amount': 43932969.26, 'invoice_date': '2025-10-10', 'expected_date': '2025-11-24', 'collection_probability': 0.4, 'expected_delay_days': 11, 'status': 'PAID', 'actual_payment_date': '2025-12-03', 'data_source': 'HISTORICAL'}"
RECEIVABLES,REC_FUT_0365,TATA001,,CUST011,2026-09-28,31760.96,PAID,FUTURE_STREAMING,"{'receivable_id': 'REC_FUT_0365', 'customer_id': 'CUST011', 'company_id': 'TATA001', 'amount': 31760.96, 'invoice_date': '2026-08-28', 'expected_date': '2026-09-28', 'collection_probability': 0.87, 'expected_delay_days': 1, 'status': 'PAID', 'actual_payment_date': '2026-09-22', 'data_source': 'FUTURE_STREAMING'}"
RECEIVABLES,REC_FUT_0366,TATA001,,CUST001,2026-10-18,243018.94,PAID,FUTURE_STREAMING,"{'receivable_id': 'REC_FUT_0366', 'customer_id': 'CUST001', 'company_id': 'TATA001', 'amount': 243018.94, 'invoice_date': '2026-08-28', 'expected_date': '2026-10-18', 'collection_probability': 0.66, 'expected_delay_days': 6, 'status': 'PAID', 'actual_payment_date': '2026-10-13', 'data_source': 'FUTURE_STREAMING'}"
