transaction_id,company_id,type,amount,date,category,description,reference_type,reference_id,status,data_source
TXNAB15A3CB,COMP001,SUPPLIER_PAYMENT,-9366595.43,2025-04-20,PAYABLE,Payment to SUP008 – INV00204,INVOICE,INV00204,COMPLETED,HISTORICAL
TXN7232B04D,COMP001,OPERATING_EXPENSE,-3796221.99,2025-04-21,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN6CA6E9A1,COMP001,CUSTOMER_PAYMENT,10197324.76,2025-04-21,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN021486D4,COMP001,CUSTOMER_PAYMENT,30983769.7,2025-04-21,RECEIVABLE,Collection from CUST008 – RCV00162,RECEIVABLE,RCV00162,COMPLETED,HISTORICAL
TXNB8E1953A,COMP001,CUSTOMER_PAYMENT,68332949.81,2025-04-22,RECEIVABLE,Collection from CUST008 – RCV00172,RECEIVABLE,RCV00172,COMPLETED,HISTORICAL
TXN65227F7A,COMP001,OPERATING_EXPENSE,-8052590.11,2025-04-22,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN16BFB864,COMP001,SUPPLIER_PAYMENT,-53902948.36,2025-04-22,PAYABLE,Payment to SUP006 – INV00418,INVOICE,INV00418,COMPLETED,HISTORICAL
TXN5526FF18,COMP001,CUSTOMER_PAYMENT,27094166.35,2025-04-22,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXNAB0BEEEC,COMP001,OPERATING_EXPENSE,-3577443.15,2025-04-23,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN7A148B0F,COMP001,SUPPLIER_PAYMENT,-42840483.27,2025-04-23,PAYABLE,Payment to SUP014 – INV00238,INVOICE,INV00238,COMPLETED,HISTORICAL
TXND5AF0241,COMP001,CUSTOMER_PAYMENT,8540292.38,2025-04-23,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN1BA126B7,COMP001,CUSTOMER_PAYMENT,75451023.77,2025-04-24,RECEIVABLE,Collection from CUST025 – RCV00300,RECEIVABLE,RCV00300,COMPLETED,HISTORICAL
TXNA99170E5,COMP001,CUSTOMER_PAYMENT,17809380.33,2025-04-24,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN66122FBB,COMP001,CUSTOMER_PAYMENT,72602567.21,2025-04-24,RECEIVABLE,Collection from CUST008 – RCV00067,RECEIVABLE,RCV00067,COMPLETED,HISTORICAL
TXND9330F1F,COMP001,OPERATING_EXPENSE,-7425654.95,2025-04-24,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN966A5691,COMP001,CUSTOMER_PAYMENT,37375061.8,2025-04-24,RECEIVABLE,Collection from CUST010 – RCV00232,RECEIVABLE,RCV00232,COMPLETED,HISTORICAL
TXN822D7CD1,COMP001,SUPPLIER_PAYMENT,-58874414.83,2025-04-25,PAYABLE,Payment to SUP008 – INV00457,INVOICE,INV00457,COMPLETED,HISTORICAL
TXN5A4774D4,COMP001,SUPPLIER_PAYMENT,-18030825.07,2025-04-25,PAYABLE,Payment to SUP011 – INV00384,INVOICE,INV00384,COMPLETED,HISTORICAL
TXND0146184,COMP001,CUSTOMER_PAYMENT,61865555.75,2025-04-25,RECEIVABLE,Collection from CUST008 – RCV00342,RECEIVABLE,RCV00342,COMPLETED,HISTORICAL
TXN65D3BF27,COMP001,CUSTOMER_PAYMENT,23403671.92,2025-04-25,RECEIVABLE,Collection from CUST010 – RCV00025,RECEIVABLE,RCV00025,COMPLETED,HISTORICAL
TXN47488392,COMP001,CUSTOMER_PAYMENT,75477601.06,2025-04-25,RECEIVABLE,Collection from CUST001 – RCV00058,RECEIVABLE,RCV00058,COMPLETED,HISTORICAL
TXNDED648F7,COMP001,CUSTOMER_PAYMENT,22235938.3,2025-04-25,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXNEDC6EDCF,COMP001,SUPPLIER_PAYMENT,-28651573.91,2025-04-25,PAYABLE,Payment to SUP002 – INV00441,INVOICE,INV00441,COMPLETED,HISTORICAL
TXNDAFCEB93,COMP001,OPERATING_EXPENSE,-7805086.28,2025-04-25,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN5DB8AF09,COMP001,CUSTOMER_PAYMENT,1777603.96,2025-04-26,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXNB9EDF37C,COMP001,OPERATING_EXPENSE,-1669159.5,2025-04-26,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXNE2A4E4AC,COMP001,SUPPLIER_PAYMENT,-25024810.43,2025-04-27,PAYABLE,Payment to SUP012 – INV00405,INVOICE,INV00405,COMPLETED,HISTORICAL
TXND45FFCB2,COMP001,CUSTOMER_PAYMENT,2743809.92,2025-04-27,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXNB7BD1750,COMP001,CUSTOMER_PAYMENT,62077709.57,2025-04-27,RECEIVABLE,Collection from CUST007 – RCV00161,RECEIVABLE,RCV00161,COMPLETED,HISTORICAL
TXN8A35F50A,COMP001,OPERATING_EXPENSE,-1946218.87,2025-04-27,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN0F1945BF,COMP001,SUPPLIER_PAYMENT,-6349123.43,2025-04-28,PAYABLE,Payment to SUP014 – INV00375,INVOICE,INV00375,COMPLETED,HISTORICAL
TXN5625E973,COMP001,SUPPLIER_PAYMENT,-14353734.99,2025-04-28,PAYABLE,Payment to SUP010 – INV00344,INVOICE,INV00344,COMPLETED,HISTORICAL
TXN5B5DC541,COMP001,OPERATING_EXPENSE,-4708730.77,2025-04-28,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXNDD5C4BF8,COMP001,CUSTOMER_PAYMENT,19877138.96,2025-04-28,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN3FC812BF,COMP001,OPERATING_EXPENSE,-4046328.24,2025-04-29,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN506C12AF,COMP001,SUPPLIER_PAYMENT,-29532749.24,2025-04-29,PAYABLE,Payment to SUP010 – INV00421,INVOICE,INV00421,COMPLETED,HISTORICAL
TXN3F7D8D3A,COMP001,SUPPLIER_PAYMENT,-5660649.9,2025-04-29,PAYABLE,Payment to SUP001 – INV00474,INVOICE,INV00474,COMPLETED,HISTORICAL
TXNFED5E264,COMP001,UNEXPECTED_EXPENSE,-41546564.83,2025-04-29,EXCEPTIONAL,Regulatory fine,COMPANY,COMP001,COMPLETED,HISTORICAL
TXNBA1A80AF,COMP001,CUSTOMER_PAYMENT,18591614.26,2025-04-29,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN3AFBE5A6,COMP001,OPERATING_EXPENSE,-10976088.87,2025-04-30,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXNEC6CC5E8,COMP001,CUSTOMER_PAYMENT,47843568.0,2025-04-30,RECEIVABLE,Collection from CUST019 – RCV00207,RECEIVABLE,RCV00207,COMPLETED,HISTORICAL
TXNB413FF84,COMP001,CUSTOMER_PAYMENT,20214905.77,2025-04-30,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXNFFD204CB,COMP001,CUSTOMER_PAYMENT,9878597.46,2025-05-01,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN007FDBAE,COMP001,CUSTOMER_PAYMENT,47893883.36,2025-05-01,RECEIVABLE,Collection from CUST019 – RCV00313,RECEIVABLE,RCV00313,COMPLETED,HISTORICAL
TXN4D9E610A,COMP001,OPERATING_EXPENSE,-6826974.81,2025-05-01,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN839237B6,COMP001,SUPPLIER_PAYMENT,-22664229.38,2025-05-01,PAYABLE,Payment to SUP013 – INV00162,INVOICE,INV00162,COMPLETED,HISTORICAL
TXN979190A6,COMP001,OPERATING_EXPENSE,-8942431.93,2025-05-02,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXNA8463782,COMP001,SUPPLIER_PAYMENT,-50029147.26,2025-05-02,PAYABLE,Payment to SUP012 – INV00007,INVOICE,INV00007,COMPLETED,HISTORICAL
TXN45BF5A34,COMP001,CUSTOMER_PAYMENT,18050451.63,2025-05-02,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN4F7F3D9F,COMP001,CUSTOMER_PAYMENT,31489269.41,2025-05-02,RECEIVABLE,Collection from CUST018 – RCV00220,RECEIVABLE,RCV00220,COMPLETED,HISTORICAL
TXN5957EA74,COMP001,SUPPLIER_PAYMENT,-9772049.29,2025-05-02,PAYABLE,Payment to SUP006 – INV00324,INVOICE,INV00324,COMPLETED,HISTORICAL
TXN8478EAB8,COMP001,SUPPLIER_PAYMENT,-39850709.23,2025-05-03,PAYABLE,Payment to SUP015 – INV00364,INVOICE,INV00364,COMPLETED,HISTORICAL
TXN236105F1,COMP001,CUSTOMER_PAYMENT,29555302.85,2025-05-03,RECEIVABLE,Collection from CUST015 – RCV00027,RECEIVABLE,RCV00027,COMPLETED,HISTORICAL
TXN3A0259BF,COMP001,OPERATING_EXPENSE,-788745.0,2025-05-03,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN7C8FC01C,COMP001,CUSTOMER_PAYMENT,1766837.15,2025-05-03,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN613FD1CA,COMP001,CUSTOMER_PAYMENT,23484744.54,2025-05-03,RECEIVABLE,Collection from CUST002 – RCV00251,RECEIVABLE,RCV00251,COMPLETED,HISTORICAL
TXNAB9A61E3,COMP001,CUSTOMER_PAYMENT,3017787.43,2025-05-04,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN97B3D18E,COMP001,SUPPLIER_PAYMENT,-21158221.35,2025-05-04,PAYABLE,Payment to SUP013 – INV00160,INVOICE,INV00160,COMPLETED,HISTORICAL
TXN3BB160B1,COMP001,CUSTOMER_PAYMENT,73903188.1,2025-05-04,RECEIVABLE,Collection from CUST005 – RCV00113,RECEIVABLE,RCV00113,COMPLETED,HISTORICAL
TXN6F6E4B19,COMP001,SUPPLIER_PAYMENT,-23086404.14,2025-05-04,PAYABLE,Payment to SUP015 – INV00330,INVOICE,INV00330,COMPLETED,HISTORICAL
TXND7223C11,COMP001,OPERATING_EXPENSE,-1571583.69,2025-05-04,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN74F01699,COMP001,SUPPLIER_PAYMENT,-26744604.15,2025-05-05,PAYABLE,Payment to SUP014 – INV00455,INVOICE,INV00455,COMPLETED,HISTORICAL
TXNDE3E2827,COMP001,OPERATING_EXPENSE,-7926830.32,2025-05-05,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN69DCD486,COMP001,CUSTOMER_PAYMENT,17046274.37,2025-05-05,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN209C2808,COMP001,SUPPLIER_PAYMENT,-6046468.77,2025-05-06,PAYABLE,Payment to SUP013 – INV00228,INVOICE,INV00228,COMPLETED,HISTORICAL
TXN41FA0E8D,COMP001,CUSTOMER_PAYMENT,2746088.74,2025-05-06,RECEIVABLE,Collection from CUST002 – RCV00144,RECEIVABLE,RCV00144,COMPLETED,HISTORICAL
TXN9E4AA276,COMP001,CUSTOMER_PAYMENT,35265610.6,2025-05-06,RECEIVABLE,Collection from CUST016 – RCV00289,RECEIVABLE,RCV00289,COMPLETED,HISTORICAL
TXNF20E7F6F,COMP001,OPERATING_EXPENSE,-6048921.62,2025-05-06,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN3B68DF48,COMP001,CUSTOMER_PAYMENT,22840741.67,2025-05-06,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN097A923E,COMP001,OPERATING_EXPENSE,-4716206.34,2025-05-07,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN712BF5C9,COMP001,CUSTOMER_PAYMENT,16317545.43,2025-05-07,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXNBE07C5F8,COMP001,SUPPLIER_PAYMENT,-3344718.31,2025-05-07,PAYABLE,Payment to SUP006 – INV00079,INVOICE,INV00079,COMPLETED,HISTORICAL
TXN9588FF0D,COMP001,CUSTOMER_PAYMENT,68771752.81,2025-05-07,RECEIVABLE,Collection from CUST021 – RCV00111,RECEIVABLE,RCV00111,COMPLETED,HISTORICAL
TXN38F7A9DC,COMP001,SUPPLIER_PAYMENT,-59118384.12,2025-05-07,PAYABLE,Payment to SUP007 – INV00205,INVOICE,INV00205,COMPLETED,HISTORICAL
TXN9CB566B1,COMP001,CUSTOMER_PAYMENT,12093053.36,2025-05-08,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXNC95EFF36,COMP001,CUSTOMER_PAYMENT,44173442.02,2025-05-08,RECEIVABLE,Collection from CUST011 – RCV00064,RECEIVABLE,RCV00064,COMPLETED,HISTORICAL
TXN0A5E2621,COMP001,CUSTOMER_PAYMENT,15354392.79,2025-05-08,RECEIVABLE,Collection from CUST001 – RCV00277,RECEIVABLE,RCV00277,COMPLETED,HISTORICAL
TXNA2EF46E5,COMP001,OPERATING_EXPENSE,-8509917.53,2025-05-08,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXND57E0F94,COMP001,CUSTOMER_PAYMENT,11856934.22,2025-05-09,RECEIVABLE,Collection from CUST003 – RCV00302,RECEIVABLE,RCV00302,COMPLETED,HISTORICAL
TXN2969D84E,COMP001,SUPPLIER_PAYMENT,-46969708.86,2025-05-09,PAYABLE,Payment to SUP003 – INV00092,INVOICE,INV00092,COMPLETED,HISTORICAL
TXNB50C27C5,COMP001,CUSTOMER_PAYMENT,71064127.47,2025-05-09,RECEIVABLE,Collection from CUST007 – RCV00340,RECEIVABLE,RCV00340,COMPLETED,HISTORICAL
TXN6BE9F5EF,COMP001,OPERATING_EXPENSE,-5120073.29,2025-05-09,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN2B730DC7,COMP001,CUSTOMER_PAYMENT,28574719.66,2025-05-09,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN815A4651,COMP001,CUSTOMER_PAYMENT,2920108.05,2025-05-10,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN71EEBDF9,COMP001,OPERATING_EXPENSE,-983590.87,2025-05-10,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN0BC6A30C,COMP001,SUPPLIER_PAYMENT,-48519338.88,2025-05-10,PAYABLE,Payment to SUP005 – INV00196,INVOICE,INV00196,COMPLETED,HISTORICAL
TXN5F44C572,COMP001,SUPPLIER_PAYMENT,-25682013.21,2025-05-10,PAYABLE,Payment to SUP003 – INV00472,INVOICE,INV00472,COMPLETED,HISTORICAL
TXNCEBD58F4,COMP001,CUSTOMER_PAYMENT,57410486.2,2025-05-10,RECEIVABLE,Collection from CUST006 – RCV00357,RECEIVABLE,RCV00357,COMPLETED,HISTORICAL
TXND270B452,COMP001,SUPPLIER_PAYMENT,-45917034.35,2025-05-10,PAYABLE,Payment to SUP005 – INV00045,INVOICE,INV00045,COMPLETED,HISTORICAL
TXN31ED02CA,COMP001,CUSTOMER_PAYMENT,1892417.64,2025-05-11,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN9E9DA5C2,COMP001,OPERATING_EXPENSE,-645897.18,2025-05-11,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN69C38871,COMP001,CUSTOMER_PAYMENT,31042802.7,2025-05-11,RECEIVABLE,Collection from CUST007 – RCV00263,RECEIVABLE,RCV00263,COMPLETED,HISTORICAL
TXN8CECBABB,COMP001,CUSTOMER_PAYMENT,16573304.36,2025-05-12,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN1C51839D,COMP001,SUPPLIER_PAYMENT,-15257690.11,2025-05-12,PAYABLE,Payment to SUP015 – INV00130,INVOICE,INV00130,COMPLETED,HISTORICAL
TXNF409677D,COMP001,SUPPLIER_PAYMENT,-10744152.07,2025-05-12,PAYABLE,Payment to SUP011 – INV00350,INVOICE,INV00350,COMPLETED,HISTORICAL
TXNC5771408,COMP001,OPERATING_EXPENSE,-3786190.87,2025-05-12,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN6144CB15,COMP001,OPERATING_EXPENSE,-7099962.85,2025-05-13,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXNA0E45FE0,COMP001,CUSTOMER_PAYMENT,16036169.81,2025-05-13,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN0154B9A2,COMP001,SUPPLIER_PAYMENT,-5221748.37,2025-05-13,PAYABLE,Payment to SUP001 – INV00093,INVOICE,INV00093,COMPLETED,HISTORICAL
TXNC5DC2AB3,COMP001,CUSTOMER_PAYMENT,12955242.14,2025-05-14,RECEIVABLE,Collection from CUST017 – RCV00069,RECEIVABLE,RCV00069,COMPLETED,HISTORICAL
TXN04884C29,COMP001,CUSTOMER_PAYMENT,28445007.54,2025-05-14,RECEIVABLE,Collection from CUST023 – RCV00045,RECEIVABLE,RCV00045,COMPLETED,HISTORICAL
TXND0624508,COMP001,OPERATING_EXPENSE,-4298197.37,2025-05-14,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN5498E416,COMP001,SUPPLIER_PAYMENT,-57421370.89,2025-05-14,PAYABLE,Payment to SUP004 – INV00469,INVOICE,INV00469,COMPLETED,HISTORICAL
TXNC2531475,COMP001,CUSTOMER_PAYMENT,21894011.74,2025-05-14,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN7156850C,COMP001,CUSTOMER_PAYMENT,9716920.24,2025-05-15,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXNEDFC578D,COMP001,SUPPLIER_PAYMENT,-38867845.39,2025-05-15,PAYABLE,Payment to SUP015 – INV00019,INVOICE,INV00019,COMPLETED,HISTORICAL
TXNF13A270D,COMP001,OPERATING_EXPENSE,-9003683.75,2025-05-15,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXNB5FD79C5,COMP001,CUSTOMER_PAYMENT,54297812.53,2025-05-15,RECEIVABLE,Collection from CUST013 – RCV00218,RECEIVABLE,RCV00218,COMPLETED,HISTORICAL
TXN9A3507D4,COMP001,SUPPLIER_PAYMENT,-28914358.47,2025-05-16,PAYABLE,Payment to SUP008 – INV00088,INVOICE,INV00088,COMPLETED,HISTORICAL
TXNF754C0EB,COMP001,CUSTOMER_PAYMENT,17217386.21,2025-05-16,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN0C8F73D1,COMP001,OPERATING_EXPENSE,-4209685.38,2025-05-16,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXNA85EDBF2,COMP001,CUSTOMER_PAYMENT,57678686.48,2025-05-17,RECEIVABLE,Collection from CUST011 – RCV00183,RECEIVABLE,RCV00183,COMPLETED,HISTORICAL
TXNE7FFE56B,COMP001,CUSTOMER_PAYMENT,42472425.62,2025-05-17,RECEIVABLE,Collection from CUST011 – RCV00290,RECEIVABLE,RCV00290,COMPLETED,HISTORICAL
TXNA658BB88,COMP001,OPERATING_EXPENSE,-1444729.51,2025-05-17,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN96D617F9,COMP001,CUSTOMER_PAYMENT,1809405.51,2025-05-17,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN008B179E,COMP001,CUSTOMER_PAYMENT,66705213.46,2025-05-17,RECEIVABLE,Collection from CUST013 – RCV00240,RECEIVABLE,RCV00240,COMPLETED,HISTORICAL
TXN6FB10D3E,COMP001,SUPPLIER_PAYMENT,-45850148.1,2025-05-18,PAYABLE,Payment to SUP005 – INV00044,INVOICE,INV00044,COMPLETED,HISTORICAL
TXN8A1ABF99,COMP001,CUSTOMER_PAYMENT,3089082.64,2025-05-18,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN6BB6E300,COMP001,OPERATING_EXPENSE,-1433349.14,2025-05-18,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXNA322D9EE,COMP001,CUSTOMER_PAYMENT,16317997.48,2025-05-19,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXNE6BB643B,COMP001,OPERATING_EXPENSE,-5061377.95,2025-05-19,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN5450FE06,COMP001,CUSTOMER_PAYMENT,78738212.54,2025-05-20,RECEIVABLE,Collection from CUST009 – RCV00131,RECEIVABLE,RCV00131,COMPLETED,HISTORICAL
TXN2A18E2F2,COMP001,CUSTOMER_PAYMENT,23467850.83,2025-05-20,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN10684394,COMP001,OPERATING_EXPENSE,-8614790.45,2025-05-20,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXNBBE4F688,COMP001,SUPPLIER_PAYMENT,-19972961.58,2025-05-20,PAYABLE,Payment to SUP001 – INV00053,INVOICE,INV00053,COMPLETED,HISTORICAL
TXNE91939B4,COMP001,CUSTOMER_PAYMENT,8844799.42,2025-05-20,RECEIVABLE,Collection from CUST003 – RCV00097,RECEIVABLE,RCV00097,COMPLETED,HISTORICAL
TXN9FFC5260,COMP001,OPERATING_EXPENSE,-4037938.77,2025-05-21,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN5A07AD46,COMP001,CUSTOMER_PAYMENT,15207046.12,2025-05-21,RECEIVABLE,Collection from CUST023 – RCV00308,RECEIVABLE,RCV00308,COMPLETED,HISTORICAL
TXN3E1D5906,COMP001,SUPPLIER_PAYMENT,-6438952.86,2025-05-21,PAYABLE,Payment to SUP008 – INV00467,INVOICE,INV00467,COMPLETED,HISTORICAL
TXN714DDF0D,COMP001,CUSTOMER_PAYMENT,59358879.7,2025-05-21,RECEIVABLE,Collection from CUST010 – RCV00254,RECEIVABLE,RCV00254,COMPLETED,HISTORICAL
TXN282B10BE,COMP001,CUSTOMER_PAYMENT,21954760.07,2025-05-21,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN83DC22A4,COMP001,OPERATING_EXPENSE,-6415845.44,2025-05-22,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXNB74FE377,COMP001,CUSTOMER_PAYMENT,20237134.1,2025-05-22,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN9E5DE07D,COMP001,CUSTOMER_PAYMENT,19193295.83,2025-05-22,RECEIVABLE,Collection from CUST017 – RCV00117,RECEIVABLE,RCV00117,COMPLETED,HISTORICAL
TXNCCCF247C,COMP001,SUPPLIER_PAYMENT,-50760615.05,2025-05-23,PAYABLE,Payment to SUP005 – INV00043,INVOICE,INV00043,COMPLETED,HISTORICAL
TXN3CD1026E,COMP001,OPERATING_EXPENSE,-3764223.22,2025-05-23,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXNDDACA05B,COMP001,SUPPLIER_PAYMENT,-18705927.22,2025-05-23,PAYABLE,Payment to SUP007 – INV00447,INVOICE,INV00447,COMPLETED,HISTORICAL
TXN5202798C,COMP001,CUSTOMER_PAYMENT,37065735.41,2025-05-23,RECEIVABLE,Collection from CUST021 – RCV00210,RECEIVABLE,RCV00210,COMPLETED,HISTORICAL
TXN934C2525,COMP001,CUSTOMER_PAYMENT,56405066.04,2025-05-23,RECEIVABLE,Collection from CUST024 – RCV00168,RECEIVABLE,RCV00168,COMPLETED,HISTORICAL
TXN953F843C,COMP001,CUSTOMER_PAYMENT,22768205.82,2025-05-23,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN24DBC944,COMP001,CUSTOMER_PAYMENT,2938870.28,2025-05-24,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN6ACA35B2,COMP001,OPERATING_EXPENSE,-974830.48,2025-05-24,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN9A260B79,COMP001,SUPPLIER_PAYMENT,-42012904.61,2025-05-25,PAYABLE,Payment to SUP011 – INV00383,INVOICE,INV00383,COMPLETED,HISTORICAL
TXNDC5483A5,COMP001,OPERATING_EXPENSE,-1850369.26,2025-05-25,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN1FC81182,COMP001,CUSTOMER_PAYMENT,2020892.66,2025-05-25,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXN7C3BB59A,COMP001,SUPPLIER_PAYMENT,-35274439.15,2025-05-25,PAYABLE,Payment to SUP004 – INV00137,INVOICE,INV00137,COMPLETED,HISTORICAL
TXNFE947B0F,COMP001,SUPPLIER_PAYMENT,-34697110.81,2025-05-25,PAYABLE,Payment to SUP008 – INV00266,INVOICE,INV00266,COMPLETED,HISTORICAL
TXNA0E40E21,COMP001,OPERATING_EXPENSE,-8313220.09,2025-05-26,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
TXND4F6744E,COMP001,SUPPLIER_PAYMENT,-34761151.86,2025-05-26,PAYABLE,Payment to SUP013 – INV00259,INVOICE,INV00259,COMPLETED,HISTORICAL
TXN789890B3,COMP001,SUPPLIER_PAYMENT,-49445617.01,2025-05-26,PAYABLE,Payment to SUP007 – INV00157,INVOICE,INV00157,COMPLETED,HISTORICAL
TXND2B646E6,COMP001,CUSTOMER_PAYMENT,19910340.83,2025-05-26,SALES_RECEIPTS,Daily dealership & fleet sales collection,COMPANY,COMP001,COMPLETED,HISTORICAL
TXNF053ED16,COMP001,OPERATING_EXPENSE,-8226146.05,2025-05-27,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED,HISTORICAL
