date,company_id,cash_account_id,opening_balance,daily_inflow,daily_outflow,balance,available_balance,reserved_balance,deployable_cash,invoices_created_count,invoices_created_amount,obligations_created_count,obligations_created_amount,customer_payment_amount,customer_payment_count,operating_expense_amount,operating_expense_count,supplier_payment_amount,supplier_payment_count,unexpected_expense_amount,unexpected_expense_count,loan_draw_amount,loan_draw_count,loan_repayment_amount,loan_repayment_count,interest_payment_amount,interest_payment_count,events_logged_count
2025-04-19,COMP001,CASH001,2282838060.5,78453753.22,1534596.92,2359757216.8,2309757216.8,50000000.0,2309757216.8,1,30980097.84,2,61115103.830000006,78453753.22,3,1534596.92,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-04-20,COMP001,CASH001,2359757216.8,1361204.91,63355232.8,2297763188.91,2247763188.91,50000000.0,2247763188.91,3,87157833.65,1,12812279.86,1361204.91,1,1554441.0,1,61800791.8,2,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-04-21,COMP001,CASH001,2297763188.91,41181094.46,3796221.99,2335148061.38,2285148061.38,50000000.0,2285148061.38,1,39097656.97,0,0.0,41181094.46,2,3796221.99,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-04-22,COMP001,CASH001,2335148061.38,95427116.16,61955538.47,2368619639.07,2318619639.07,50000000.0,2318619639.07,3,99064821.47,0,0.0,95427116.16,2,8052590.11,1,53902948.36,1,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-04-23,COMP001,CASH001,2368619639.07,8540292.38,46417926.42,2330742005.03,2280742005.03,50000000.0,2280742005.03,3,157057552.25,1,21809053.34,8540292.38,1,3577443.15,1,42840483.27,1,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-04-24,COMP001,CASH001,2330742005.03,203238033.11,7425654.95,2526554383.19,2476554383.19,50000000.0,2476554383.19,1,18705927.22,1,28513820.46,203238033.10999998,4,7425654.95,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-04-25,COMP001,CASH001,2526554383.19,182982767.03,113361900.09,2596175250.13,2546175250.13,50000000.0,2546175250.13,2,97539565.50999999,0,0.0,182982767.03,4,7805086.28,1,105556813.81,3,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-04-26,COMP001,CASH001,2596175250.13,1777603.96,1669159.5,2596283694.59,2546283694.59,50000000.0,2546283694.59,1,52290221.02,1,29913201.01,1777603.96,1,1669159.5,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-04-27,COMP001,CASH001,2596283694.59,64821519.49,26971029.3,2634134184.78,2584134184.78,50000000.0,2584134184.78,2,55091374.85,2,60407848.25,64821519.49,2,1946218.87,1,25024810.43,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-04-28,COMP001,CASH001,2634134184.78,19877138.96,25411589.19,2628599734.55,2578599734.55,50000000.0,2578599734.55,4,154099682.47,1,58269382.62,19877138.96,1,4708730.77,1,20702858.42,2,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-04-29,COMP001,CASH001,2628599734.55,18591614.26,80786292.21,2566405056.6,2516405056.6,50000000.0,2516405056.6,0,0.0,2,55689812.449999996,18591614.26,1,4046328.24,1,35193399.14,2,41546564.83,1,0.0,0,0.0,0,0.0,0,0
2025-04-30,COMP001,CASH001,2566405056.6,68058473.77,10976088.87,2623487441.5,2573487441.5,50000000.0,2573487441.5,3,75973579.63,0,0.0,68058473.77,2,10976088.87,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-05-01,COMP001,CASH001,2623487441.5,57772480.82,29491204.19,2651768718.13,2601768718.13,50000000.0,2601768718.13,2,47109705.35,2,73831953.74,57772480.82,2,6826974.81,1,22664229.38,1,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-05-02,COMP001,CASH001,2651768718.13,49539721.04,68743628.48,2632564810.69,2582564810.69,50000000.0,2582564810.69,1,36835476.8,2,81253057.65,49539721.04,2,8942431.93,1,59801196.55,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-05-03,COMP001,CASH001,2632564810.69,54806884.54,40639454.23,2646732241.0,2596732241.0,50000000.0,2596732241.0,0,0.0,1,7869478.29,54806884.54,3,788745.0,1,39850709.23,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-05-04,COMP001,CASH001,2646732241.0,76920975.53,45816209.18,2677837007.35,2627837007.35,50000000.0,2627837007.35,1,14905740.33,1,58565845.26,76920975.53,2,1571583.69,1,44244625.49,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-05-05,COMP001,CASH001,2677837007.35,17046274.37,34671434.47,2660211847.25,2610211847.25,50000000.0,2610211847.25,3,52196821.43,1,13668063.43,17046274.37,1,7926830.32,1,26744604.15,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-05-06,COMP001,CASH001,2660211847.25,60852441.01,12095390.39,2708968897.87,2658968897.87,50000000.0,2658968897.87,2,14360537.85,1,51402325.62,60852441.010000005,3,6048921.62,1,6046468.77,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-05-07,COMP001,CASH001,2708968897.87,85089298.24,67179308.77,2726878887.34,2676878887.34,50000000.0,2676878887.34,3,77935212.42,1,8709332.78,85089298.24000001,2,4716206.34,1,62463102.43,2,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-05-08,COMP001,CASH001,2726878887.34,71620888.17,8509917.53,2789989857.98,2739989857.98,50000000.0,2739989857.98,1,22904550.26,0,0.0,71620888.17,3,8509917.53,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-05-09,COMP001,CASH001,2789989857.98,111495781.35,52089782.15,2849395857.18,2799395857.18,50000000.0,2799395857.18,1,26539830.82,0,0.0,111495781.35,3,5120073.29,1,46969708.86,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-05-10,COMP001,CASH001,2849395857.18,60330594.25,121101977.31,2788624474.12,2738624474.12,50000000.0,2738624474.12,3,105558715.03,0,0.0,60330594.25,2,983590.87,1,120118386.44,3,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-05-11,COMP001,CASH001,2788624474.12,32935220.34,645897.18,2820913797.28,2770913797.28,50000000.0,2770913797.28,6,179177024.59,0,0.0,32935220.34,2,645897.18,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-05-12,COMP001,CASH001,2820913797.28,16573304.36,29788033.05,2807699068.59,2757699068.59,50000000.0,2757699068.59,1,52301825.59,0,0.0,16573304.36,1,3786190.87,1,26001842.18,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-05-13,COMP001,CASH001,2807699068.59,16036169.81,12321711.22,2811413527.18,2761413527.18,50000000.0,2761413527.18,1,17093060.62,1,23802403.2,16036169.81,1,7099962.85,1,5221748.37,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-05-14,COMP001,CASH001,2811413527.18,63294261.42,61719568.26,2812988220.34,2762988220.34,50000000.0,2762988220.34,0,0.0,0,0.0,63294261.42,3,4298197.37,1,57421370.89,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-05-15,COMP001,CASH001,2812988220.34,64014732.77,47871529.14,2829131423.97,2779131423.97,50000000.0,2779131423.97,1,53973092.95,3,104032204.54,64014732.77,2,9003683.75,1,38867845.39,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-05-16,COMP001,CASH001,2829131423.97,17217386.21,33124043.85,2813224766.33,2763224766.33,50000000.0,2763224766.33,2,61529842.16,0,0.0,17217386.21,1,4209685.38,1,28914358.47,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-05-17,COMP001,CASH001,2813224766.33,168665731.07,1444729.51,2980445767.89,2930445767.89,50000000.0,2930445767.89,0,0.0,0,0.0,168665731.07,4,1444729.51,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-05-18,COMP001,CASH001,2980445767.89,3089082.64,47283497.24,2936251353.29,2886251353.29,50000000.0,2886251353.29,1,35588666.42,2,63511102.41,3089082.64,1,1433349.14,1,45850148.1,1,0.0,0,0.0,0,0.0,0,0.0,0,2
2025-05-19,COMP001,CASH001,2936251353.29,16317997.48,5061377.95,2947507972.82,2897507972.82,50000000.0,2897507972.82,0,0.0,0,0.0,16317997.48,1,5061377.95,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-05-20,COMP001,CASH001,2947507972.82,111050862.79,28587752.03,3029971083.58,2979971083.58,50000000.0,2979971083.58,1,37350356.53,0,0.0,111050862.79,3,8614790.45,1,19972961.58,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-05-21,COMP001,CASH001,3029971083.58,96520685.89,10476891.63,3116014877.84,3066014877.84,50000000.0,3066014877.84,3,118532823.44,0,0.0,96520685.89,3,4037938.77,1,6438952.86,1,0.0,0,0.0,0,0.0,0,0.0,0,2
2025-05-22,COMP001,CASH001,3116014877.84,39430429.93,6415845.44,3149029462.33,3099029462.33,50000000.0,3099029462.33,0,0.0,1,14493590.48,39430429.93,2,6415845.44,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-05-23,COMP001,CASH001,3149029462.33,116239007.27,73230765.49,3192037704.11,3142037704.11,50000000.0,3142037704.11,2,25381332.58,0,0.0,116239007.27,3,3764223.22,1,69466542.27,2,0.0,0,0.0,0,0.0,0,0.0,0,2
2025-05-24,COMP001,CASH001,3192037704.11,2938870.28,974830.48,3194001743.91,3144001743.91,50000000.0,3144001743.91,1,34012388.6,0,0.0,2938870.28,1,974830.48,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2
2025-05-25,COMP001,CASH001,3194001743.91,2020892.66,113834823.83,3082187812.74,3032187812.74,50000000.0,3032187812.74,1,32559113.79,0,0.0,2020892.66,1,1850369.26,1,111984454.57,3,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-05-26,COMP001,CASH001,3082187812.74,19910340.83,92519988.96,3009578164.61,2959578164.61,50000000.0,2959578164.61,0,0.0,1,48216197.48,19910340.83,1,8313220.09,1,84206768.87,2,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-05-27,COMP001,CASH001,3009578164.61,22494596.28,54849236.04,2977223524.85,2927223524.85,50000000.0,2927223524.85,2,36316214.06,0,0.0,22494596.28,1,8226146.05,1,46623089.99,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-05-28,COMP001,CASH001,2977223524.85,10058756.41,16675337.96,2970606943.3,2920606943.3,50000000.0,2920606943.3,0,0.0,0,0.0,10058756.41,1,5384424.68,1,11290913.28,1,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-05-29,COMP001,CASH001,2970606943.3,85068935.03,29312180.56,3026363697.77,2976363697.77,50000000.0,2976363697.77,2,62561221.43000001,1,32009718.31,85068935.03,2,10110806.52,1,19201374.04,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-05-30,COMP001,CASH001,3026363697.77,65155467.25,52451901.9,3039067263.12,2989067263.12,50000000.0,2989067263.12,2,62573862.03,2,48354652.0,65155467.25,3,11389201.13,1,41062700.77,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-05-31,COMP001,CASH001,3039067263.12,2684885.39,2388494.83,3039363653.68,2989363653.68,50000000.0,2989363653.68,2,63789978.33,0,0.0,2684885.39,1,2388494.83,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-06-01,COMP001,CASH001,3039363653.68,121462709.91,179573880.32,2981252483.27,2931252483.27,50000000.0,2931252483.27,1,32664679.04,1,31009612.64,121462709.91,4,1736581.16,1,177837299.16,6,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-06-02,COMP001,CASH001,2981252483.27,121497736.96,14764130.85,3087986089.38,3037986089.38,50000000.0,3037986089.38,3,123676032.6,2,73566485.23,121497736.96,3,4546007.16,1,10218123.69,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-06-03,COMP001,CASH001,3087986089.38,65475221.89,59988500.95,3093472810.32,3043472810.32,50000000.0,3043472810.32,3,123472538.85,1,9741055.0,65475221.89,3,5160785.62,1,54827715.33,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-06-04,COMP001,CASH001,3093472810.32,34905340.4,33426854.4,3094951296.32,3044951296.32,50000000.0,3044951296.32,0,0.0,1,35531551.92,34905340.4,2,6858196.92,1,26568657.48,1,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-06-05,COMP001,CASH001,3094951296.32,132289671.78,101544360.48,3125696607.62,3075696607.62,50000000.0,3075696607.62,3,121192767.92999999,2,19415058.810000002,132289671.78,3,4044580.4,1,97499780.08,3,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-06-06,COMP001,CASH001,3125696607.62,27807093.15,85431724.37,3068071976.4,3018071976.4,50000000.0,3018071976.4,2,92521491.78,0,0.0,27807093.15,1,4160629.01,1,81271095.36,3,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-06-07,COMP001,CASH001,3068071976.4,18463377.21,35671590.36,3050863763.25,3000863763.25,50000000.0,3000863763.25,4,103182872.38,0,0.0,18463377.21,2,1659201.76,1,34012388.6,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-06-08,COMP001,CASH001,3050863763.25,125203126.62,24002473.19,3152064416.68,3102064416.68,50000000.0,3102064416.68,3,87078935.15,1,33916818.62,125203126.62,3,1320623.78,1,22681849.41,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-06-09,COMP001,CASH001,3152064416.68,19516680.35,73517604.26,3098063492.77,3048063492.77,50000000.0,3048063492.77,0,0.0,1,45431954.18,19516680.35,1,5073210.14,1,68444394.12,3,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-06-10,COMP001,CASH001,3098063492.77,27314600.18,60582340.82,3064795752.13,3014795752.13,50000000.0,3014795752.13,0,0.0,0,0.0,27314600.18,1,8292119.8,1,52290221.02,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-06-11,COMP001,CASH001,3064795752.13,77761617.14,22127001.85,3120430367.42,3070430367.42,50000000.0,3070430367.42,0,0.0,0,0.0,77761617.14,2,7221261.52,1,14905740.33,1,0.0,0,0.0,0,0.0,0,0.0,0,2
2025-06-12,COMP001,CASH001,3120430367.42,37435586.49,20766412.1,3137099541.81,3087099541.81,50000000.0,3087099541.81,2,65759334.3,3,141153156.05,37435586.49,2,9166213.67,1,11600198.43,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-06-13,COMP001,CASH001,3137099541.81,20786690.24,5634329.15,3152251902.9,3102251902.9,50000000.0,3102251902.9,4,116606335.66,0,0.0,20786690.24,1,5634329.15,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-06-14,COMP001,CASH001,3152251902.9,93176465.48,69696218.79,3175732149.59,3125732149.59,50000000.0,3125732149.59,1,14111910.56,2,106042607.35,93176465.47999999,3,1740202.42,1,67956016.37,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-06-15,COMP001,CASH001,3175732149.59,248459242.45,13117488.73,3411073903.31,3361073903.31,50000000.0,3361073903.31,0,0.0,1,43101329.7,1396542.6,1,1312428.95,1,11805059.78,1,0.0,0,247062699.85,1,0.0,0,0.0,0,1
2025-06-16,COMP001,CASH001,3411073903.31,15705007.26,22864703.99,3403914206.58,3353914206.58,50000000.0,3353914206.58,1,44742748.6,0,0.0,15705007.26,1,6192151.11,1,16672552.88,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-06-17,COMP001,CASH001,3403914206.58,17438775.17,8463749.12,3412889232.63,3362889232.63,50000000.0,3362889232.63,2,68654774.39,0,0.0,17438775.17,1,8463749.12,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-06-18,COMP001,CASH001,3412889232.63,110419094.34,77097438.91,3446210888.06,3396210888.06,50000000.0,3396210888.06,0,0.0,0,0.0,110419094.34,3,6176417.55,1,70921021.36,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-06-19,COMP001,CASH001,3446210888.06,89074204.96,130749533.16,3404535559.86,3354535559.86,50000000.0,3354535559.86,1,6410592.77,2,86490929.81,89074204.96,2,3036132.08,1,127713401.08,3,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-06-20,COMP001,CASH001,3404535559.86,135743846.21,63021552.74,3477257853.33,3427257853.33,50000000.0,3427257853.33,1,47435785.77,0,0.0,135743846.21,4,9990257.04,1,53031295.7,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-06-21,COMP001,CASH001,3477257853.33,2155419.39,1743080.47,3477670192.25,3427670192.25,50000000.0,3427670192.25,3,133061883.24000001,0,0.0,2155419.39,1,1743080.47,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-06-22,COMP001,CASH001,3477670192.25,1957282.59,1578655.51,3478048819.33,3428048819.33,50000000.0,3428048819.33,1,54326061.76,1,58645838.54,1957282.59,1,1578655.51,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-06-23,COMP001,CASH001,3478048819.33,19431748.71,9711235.03,3487769333.01,3437769333.01,50000000.0,3437769333.01,1,41424310.62,1,10512656.94,19431748.71,1,9711235.03,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-06-24,COMP001,CASH001,3487769333.01,31396457.0,71278702.03,3447887087.98,3397887087.98,50000000.0,3397887087.98,0,0.0,0,0.0,31396457.0,1,5777881.58,1,65500820.449999996,2,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-06-25,COMP001,CASH001,3447887087.98,21814108.87,153018585.54,3316682611.31,3266682611.31,50000000.0,3266682611.31,2,87519047.8,0,0.0,21814108.869999997,2,8813756.77,1,144204828.77,3,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-06-26,COMP001,CASH001,3316682611.31,27405854.94,62059221.02,3282029245.23,3232029245.23,50000000.0,3232029245.23,1,11560634.11,0,0.0,27405854.939999998,2,8086128.07,1,53973092.95,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-06-27,COMP001,CASH001,3282029245.23,199831946.78,4869667.22,3476991524.79,3426991524.79,50000000.0,3426991524.79,2,51664841.22,0,0.0,199831946.78,5,4869667.22,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-06-28,COMP001,CASH001,3476991524.79,69488946.97,1135493.76,3545344978.0,3495344978.0,50000000.0,3495344978.0,3,57815791.95999999,1,14201948.17,69488946.97,2,1135493.76,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-06-29,COMP001,CASH001,3545344978.0,1467575.34,1846468.53,3544966084.81,3494966084.81,50000000.0,3494966084.81,2,50184704.82,0,0.0,1467575.34,1,1846468.53,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-06-30,COMP001,CASH001,3544966084.81,99424882.55,55682493.41,3588708473.95,3538708473.95,50000000.0,3538708473.95,1,10672995.8,0,0.0,99424882.55000001,3,5971986.45,1,36835476.8,1,0.0,0,0.0,0,0.0,0,12875030.16,1,0
2025-07-01,COMP001,CASH001,3588708473.95,19923867.69,39777183.68,3568855157.96,3518855157.96,50000000.0,3518855157.96,4,126967427.6,0,0.0,19923867.689999998,2,7112504.64,1,32664679.04,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-07-02,COMP001,CASH001,3568855157.96,15857955.12,62212258.88,3522500854.2,3472500854.2,50000000.0,3472500854.2,1,35102588.15,0,0.0,15857955.12,1,4782441.12,1,57429817.76,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-07-03,COMP001,CASH001,3522500854.2,31423577.54,9128494.1,3544795937.64,3494795937.64,50000000.0,3494795937.64,3,67532524.67,1,57638313.08,31423577.54,3,9128494.1,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-07-04,COMP001,CASH001,3544795937.64,31413108.41,80578583.49,3495630462.56,3445630462.56,50000000.0,3445630462.56,1,42155109.89,0,0.0,31413108.41,1,4643928.28,1,75934655.21,3,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-07-05,COMP001,CASH001,3495630462.56,54215352.51,1510441.83,3548335373.24,3498335373.24,50000000.0,3498335373.24,3,92169754.27,1,9595618.57,54215352.510000005,2,1510441.83,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3
2025-07-06,COMP001,CASH001,3548335373.24,65203599.29,24670462.37,3588868510.16,3538868510.16,50000000.0,3538868510.16,2,14604294.83,0,0.0,65203599.29,4,1765912.11,1,22904550.26,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-07-07,COMP001,CASH001,3588868510.16,18717276.24,39356606.64,3568229179.76,3518229179.76,50000000.0,3518229179.76,2,52812274.2,0,0.0,18717276.24,1,8227729.17,1,31128877.47,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-07-08,COMP001,CASH001,3568229179.76,127039265.93,88046252.46,3607222193.23,3557222193.23,50000000.0,3557222193.23,0,0.0,1,30394038.01,127039265.92999999,3,5269185.48,1,82777066.97999999,2,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-07-09,COMP001,CASH001,3607222193.23,8578883.59,24381647.46,3591419429.36,3541419429.36,50000000.0,3541419429.36,0,0.0,1,23043282.33,8578883.59,1,5250511.77,1,19131135.689999998,2,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-07-10,COMP001,CASH001,3591419429.36,40175731.32,6529635.1,3625065525.58,3575065525.58,50000000.0,3575065525.58,3,77641159.02000001,1,32425274.58,40175731.32,2,6529635.1,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-07-11,COMP001,CASH001,3625065525.58,108391271.14,5899358.58,3727557438.14,3677557438.14,50000000.0,3677557438.14,0,0.0,0,0.0,108391271.14,4,5899358.58,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-07-12,COMP001,CASH001,3727557438.14,2222184.14,137589113.13,3592190509.15,3542190509.15,50000000.0,3542190509.15,2,63719998.42,1,57148200.53,2222184.14,1,1383998.39,1,136205114.74,4,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-07-13,COMP001,CASH001,3592190509.15,27976170.27,12782015.55,3607384663.87,3557384663.87,50000000.0,3557384663.87,0,0.0,2,38577662.96,27976170.27,2,746561.73,1,12035453.82,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-07-14,COMP001,CASH001,3607384663.87,53969747.17,61664144.14,3599690266.9,3549690266.9,50000000.0,3549690266.9,3,132820141.56,2,80984365.66,53969747.17,2,9772338.18,1,51891805.96,1,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-07-15,COMP001,CASH001,3599690266.9,103312147.89,9859107.11,3693143307.68,3643143307.68,50000000.0,3643143307.68,3,94559518.7,3,91023938.61,103312147.89,2,9859107.11,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2
2025-07-16,COMP001,CASH001,3693143307.68,10393836.18,63523589.03,3640013554.83,3590013554.83,50000000.0,3590013554.83,3,95466292.41,1,33811563.99,10393836.18,1,6744697.38,1,56778891.65,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-07-17,COMP001,CASH001,3640013554.83,133900383.78,108236786.35,3665677152.26,3615677152.26,50000000.0,3615677152.26,2,56060439.84,2,23050432.310000002,133900383.78,3,5630992.29,1,102605794.06,3,0.0,0,0.0,0,0.0,0,0.0,0,3
2025-07-18,COMP001,CASH001,3665677152.26,26923816.09,170799885.21,3521801083.14,3471801083.14,50000000.0,3471801083.14,1,4433867.0,0,0.0,26923816.09,1,7713196.32,1,163086688.89,4,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-07-19,COMP001,CASH001,3521801083.14,47159658.87,732009.54,3568228732.47,3518228732.47,50000000.0,3518228732.47,2,81793014.83,0,0.0,47159658.87,2,732009.54,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-07-20,COMP001,CASH001,3568228732.47,43319067.88,1550891.22,3609996909.13,3559996909.13,50000000.0,3559996909.13,1,40814430.41,0,0.0,43319067.88,2,1550891.22,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-07-21,COMP001,CASH001,3609996909.13,15456798.04,33299380.93,3592154326.24,3542154326.24,50000000.0,3542154326.24,3,101870706.18,0,0.0,15456798.04,1,8471011.15,1,24828369.78,1,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-07-22,COMP001,CASH001,3592154326.24,23877408.27,93242943.44,3522788791.07,3472788791.07,50000000.0,3472788791.07,1,18428136.38,0,0.0,23877408.27,1,5709615.89,1,87533327.55,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-07-23,COMP001,CASH001,3522788791.07,74209315.93,86224972.46,3510773134.54,3460773134.54,50000000.0,3460773134.54,0,0.0,0,0.0,74209315.93,3,3314231.26,1,0.0,0,82910741.2,1,0.0,0,0.0,0,0.0,0,1
2025-07-24,COMP001,CASH001,3510773134.54,85219683.43,6260233.84,3589732584.13,3539732584.13,50000000.0,3539732584.13,2,59929971.349999994,0,0.0,85219683.43,3,6260233.84,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-07-25,COMP001,CASH001,3589732584.13,28563748.43,23508449.54,3594787883.02,3544787883.02,50000000.0,3544787883.02,0,0.0,1,34821581.88,28563748.43,1,5405780.13,1,18102669.41,1,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-07-26,COMP001,CASH001,3594787883.02,6580317.59,15616022.28,3585752178.33,3535752178.33,50000000.0,3535752178.33,1,9293077.16,0,0.0,6580317.59,2,1504111.72,1,14111910.56,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-07-27,COMP001,CASH001,3585752178.33,3728351.56,88697021.42,3500783508.47,3450783508.47,50000000.0,3450783508.47,1,20705555.34,0,0.0,3728351.56,1,768000.72,1,87929020.7,2,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-07-28,COMP001,CASH001,3500783508.47,27198551.92,12620460.57,3515361599.82,3465361599.82,50000000.0,3465361599.82,3,113718202.01,3,100076814.52000001,27198551.92,2,7600401.95,1,5020058.62,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-07-29,COMP001,CASH001,3515361599.82,22495295.88,22280050.23,3515576845.47,3465576845.47,50000000.0,3465576845.47,1,42289437.85,0,0.0,22495295.88,1,6078860.28,1,16201189.95,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-07-30,COMP001,CASH001,3515576845.47,30993040.3,8793254.51,3537776631.26,3487776631.26,50000000.0,3487776631.26,2,56257360.94,4,138486372.19,30993040.3,2,8793254.51,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-07-31,COMP001,CASH001,3537776631.26,11699711.06,42568997.55,3506907344.77,3456907344.77,50000000.0,3456907344.77,0,0.0,1,37833566.97,11699711.06,1,13561560.56,1,29007436.99,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-08-01,COMP001,CASH001,3506907344.77,81528482.96,68051754.25,3520384073.48,3470384073.48,50000000.0,3470384073.48,0,0.0,1,36740928.19,81528482.96000001,3,8568541.94,1,59483212.31,2,0.0,0,0.0,0,0.0,0,0.0,0,1
2025-08-02,COMP001,CASH001,3520384073.48,39200637.5,7189662.92,3552395048.06,3502395048.06,50000000.0,3502395048.06,1,8280986.34,1,42483577.38,39200637.5,2,1911946.99,1,5277715.93,1,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-08-03,COMP001,CASH001,3552395048.06,2211478.5,634429.11,3553972097.45,3503972097.45,50000000.0,3503972097.45,1,33305581.83,1,37867610.5,2211478.5,1,634429.11,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
2025-08-04,COMP001,CASH001,3553972097.45,167497908.49,54696070.25,3666773935.69,3616773935.69,50000000.0,3616773935.69,0,0.0,0,0.0,167497908.49,4,3447450.48,1,51248619.77,2,0.0,0,0.0,0,0.0,0,0.0,0,0
