receivable_id,customer_id,company_id,amount,invoice_date,expected_date,collection_probability,expected_delay_days,status,actual_payment_date
RCV00266,CUST013,COMP001,6920659.28,2025-08-17,2025-09-16,0.89,0,PAID,2025-09-16
RCV00267,CUST007,COMP001,4890269.67,2025-02-09,2025-03-26,0.61,6,PAID,2025-03-26
RCV00268,CUST011,COMP001,48024740.64,2025-08-26,2025-09-25,0.86,0,PAID,2025-10-04
RCV00269,CUST022,COMP001,31296988.99,2025-02-06,2025-03-08,0.94,0,PAID,2025-03-05
RCV00270,CUST017,COMP001,8720234.94,2025-09-10,2025-10-25,0.85,0,PAID,2025-10-23
RCV00271,CUST021,COMP001,42509588.38,2025-03-14,2025-03-29,0.87,0,PAID,2025-03-29
RCV00272,CUST025,COMP001,40163546.82,2025-09-10,2025-10-25,0.59,0,PAID,2025-10-25
RCV00273,CUST008,COMP001,35897002.5,2025-06-01,2025-07-01,0.66,0,PAID,2025-06-30
RCV00274,CUST016,COMP001,28996873.58,2025-06-07,2025-07-22,0.73,0,PAID,2025-07-19
RCV00275,CUST012,COMP001,14849713.0,2025-02-16,2025-03-03,0.95,0,PAID,2025-03-09
RCV00276,CUST016,COMP001,28995710.54,2025-08-10,2025-09-24,0.66,0,PAID,2025-09-24
RCV00277,CUST001,COMP001,10218087.87,2025-04-24,2025-05-09,0.86,0,PAID,2025-05-08
RCV00278,CUST010,COMP001,28587298.07,2025-07-26,2025-09-24,0.56,0,OVERDUE,
RCV00279,CUST013,COMP001,39654645.52,2025-07-25,2025-08-24,0.96,0,PAID,2025-08-23
RCV00280,CUST011,COMP001,27023442.42,2025-07-07,2025-08-06,0.86,0,PAID,2025-08-04
RCV00281,CUST016,COMP001,24624975.57,2025-10-28,2025-12-12,0.69,0,PAID,2025-12-11
RCV00282,CUST024,COMP001,42844935.45,2025-10-21,2025-12-05,0.85,0,OVERDUE,
RCV00283,CUST021,COMP001,4435083.46,2025-06-28,2025-07-13,0.87,0,OVERDUE,
RCV00284,CUST018,COMP001,8981415.48,2025-05-22,2025-07-06,0.73,12,PAID,2025-07-03
RCV00285,CUST012,COMP001,17424222.78,2025-05-20,2025-06-04,0.89,0,PAID,2025-06-02
RCV00286,CUST022,COMP001,33614374.37,2025-02-24,2025-03-26,0.92,0,PAID,2025-03-26
RCV00287,CUST004,COMP001,13243386.77,2025-01-17,2025-03-03,0.65,0,PAID,2025-03-01
RCV00288,CUST021,COMP001,18857660.18,2025-08-15,2025-08-30,0.85,0,PAID,2025-08-30
RCV00289,CUST016,COMP001,22471144.98,2025-02-28,2025-04-14,0.65,0,PAID,2025-05-06
RCV00290,CUST011,COMP001,26906108.08,2025-04-20,2025-05-20,0.83,0,PAID,2025-05-17
RCV00291,CUST022,COMP001,32046895.58,2025-07-27,2025-08-26,0.97,0,PAID,2025-08-25
RCV00292,CUST005,COMP001,3961211.95,2025-10-19,2025-11-18,0.55,0,PAID,2025-11-18
RCV00293,CUST021,COMP001,47305142.04,2025-06-05,2025-06-20,0.88,0,PAID,2025-06-18
RCV00294,CUST006,COMP001,13556105.0,2025-07-15,2025-08-29,0.65,16,PAID,2025-08-26
RCV00295,CUST011,COMP001,26400025.46,2025-08-18,2025-09-17,0.83,0,PAID,2025-09-16
RCV00296,CUST010,COMP001,41963059.44,2025-02-03,2025-04-04,0.54,0,PAID,2025-04-03
RCV00297,CUST008,COMP001,24658527.52,2025-12-16,2026-01-15,0.68,0,PENDING,
RCV00298,CUST001,COMP001,44813730.55,2025-01-11,2025-01-26,0.84,0,PAID,2025-01-24
RCV00299,CUST022,COMP001,42034170.1,2025-02-03,2025-03-05,0.94,0,PAID,2025-03-02
RCV00300,CUST025,COMP001,47200630.01,2025-03-12,2025-04-26,0.58,0,PAID,2025-04-24
RCV00301,CUST024,COMP001,16229503.89,2025-04-29,2025-06-13,0.86,0,PAID,2025-06-12
RCV00302,CUST003,COMP001,8065805.67,2025-04-26,2025-05-11,0.86,0,PAID,2025-05-09
RCV00303,CUST022,COMP001,13524575.77,2025-10-24,2025-11-23,0.97,0,PAID,2025-11-21
RCV00304,CUST007,COMP001,38419068.42,2025-09-20,2025-11-04,0.6,0,PAID,2025-11-04
RCV00305,CUST005,COMP001,2081755.92,2025-01-19,2025-02-18,0.6,0,PAID,2025-02-18
RCV00306,CUST003,COMP001,49206237.78,2025-10-17,2025-11-01,0.86,0,PAID,2025-10-30
RCV00307,CUST013,COMP001,41270288.76,2025-03-15,2025-04-14,0.87,0,PAID,2025-04-13
RCV00308,CUST023,COMP001,10127413.0,2025-04-23,2025-05-23,0.81,0,PAID,2025-05-21
RCV00309,CUST004,COMP001,22575424.54,2025-10-31,2025-12-15,0.6,0,PAID,2025-12-13
RCV00310,CUST016,COMP001,19115017.09,2025-04-20,2025-06-04,0.64,0,PAID,2025-06-01
RCV00311,CUST008,COMP001,49543979.96,2025-09-13,2025-10-13,0.67,0,OVERDUE,
RCV00312,CUST004,COMP001,42090785.21,2025-10-30,2025-12-14,0.67,0,PAID,2026-01-03
RCV00313,CUST019,COMP001,30242389.76,2025-02-24,2025-04-10,0.35,1,PAID,2025-05-01
RCV00314,CUST019,COMP001,30480362.91,2025-11-04,2025-12-19,0.42,3,PAID,2025-12-18
RCV00315,CUST010,COMP001,24343267.96,2025-12-04,2026-02-02,0.55,0,PENDING,
RCV00316,CUST004,COMP001,14896770.06,2025-01-04,2025-02-18,0.59,0,PAID,2025-02-16
RCV00317,CUST025,COMP001,4903489.45,2025-11-27,2026-01-11,0.63,0,PENDING,
RCV00318,CUST009,COMP001,47057020.12,2025-07-04,2025-09-02,0.31,3,PAID,2025-09-23
RCV00319,CUST016,COMP001,5812790.3,2025-01-20,2025-03-06,0.69,0,PAID,2025-03-04
RCV00320,CUST013,COMP001,39997353.09,2025-04-29,2025-05-29,0.93,0,PAID,2025-05-29
RCV00321,CUST009,COMP001,34665205.33,2025-05-07,2025-07-06,0.35,14,OVERDUE,
RCV00322,CUST015,COMP001,7822111.21,2025-05-24,2025-06-23,0.78,8,PAID,2025-06-20
RCV00323,CUST015,COMP001,17298054.49,2025-04-06,2025-05-06,0.81,0,OVERDUE,
RCV00324,CUST022,COMP001,7412692.96,2025-09-08,2025-10-08,0.97,0,PAID,2025-10-07
RCV00325,CUST016,COMP001,27139510.55,2025-10-22,2025-12-06,0.65,4,PAID,2025-12-23
RCV00326,CUST018,COMP001,12025862.93,2025-01-21,2025-03-07,0.74,0,PAID,2025-03-04
RCV00327,CUST002,COMP001,20736462.8,2025-05-31,2025-06-30,0.84,0,PAID,2025-06-27
RCV00328,CUST012,COMP001,3467697.8,2025-04-01,2025-04-16,0.93,0,PAID,2025-04-16
RCV00329,CUST008,COMP001,26877144.7,2025-10-10,2025-11-09,0.73,0,PAID,2025-11-06
RCV00330,CUST016,COMP001,12330863.73,2025-10-15,2025-11-29,0.66,31,OVERDUE,
RCV00331,CUST013,COMP001,30826118.02,2025-10-11,2025-11-10,0.87,0,PAID,2025-11-09
RCV00332,CUST014,COMP001,24328756.78,2025-07-08,2025-08-07,0.84,18,PAID,2025-08-04
RCV00333,CUST004,COMP001,3321478.57,2025-01-03,2025-02-17,0.65,4,PAID,2025-03-12
RCV00334,CUST004,COMP001,11979962.35,2025-08-04,2025-09-18,0.66,0,PAID,2025-09-16
RCV00335,CUST004,COMP001,34654733.59,2025-06-03,2025-07-18,0.65,0,PAID,2025-07-17
RCV00336,CUST018,COMP001,10138655.91,2025-12-11,2026-01-25,0.78,0,PENDING,
RCV00337,CUST008,COMP001,12691171.08,2025-01-31,2025-03-02,0.69,0,PAID,2025-02-27
RCV00338,CUST017,COMP001,20267621.54,2025-02-17,2025-04-03,0.76,0,PAID,2025-04-01
RCV00339,CUST006,COMP001,45825981.94,2025-01-12,2025-02-26,0.61,13,PAID,2025-03-05
RCV00340,CUST007,COMP001,44501001.52,2025-03-20,2025-05-04,0.63,0,PAID,2025-05-09
RCV00341,CUST018,COMP001,13516207.69,2025-05-07,2025-06-21,0.76,0,OVERDUE,
RCV00342,CUST008,COMP001,38840342.0,2025-03-28,2025-04-27,0.74,0,PAID,2025-04-25
RCV00343,CUST021,COMP001,23926652.36,2025-09-17,2025-10-02,0.82,0,PAID,2025-09-30
RCV00344,CUST020,COMP001,45881057.34,2025-02-01,2025-04-02,0.53,3,PAID,2025-04-02
RCV00345,CUST002,COMP001,23506933.95,2025-11-09,2025-12-09,0.9,0,PAID,2025-12-09
RCV00346,CUST021,COMP001,16086267.32,2025-03-08,2025-03-23,0.86,0,PAID,2025-03-20
RCV00347,CUST017,COMP001,46093221.6,2025-08-09,2025-09-23,0.79,20,PAID,2025-10-10
RCV00348,CUST005,COMP001,19718280.43,2025-12-15,2026-01-14,0.6,0,PENDING,
RCV00349,CUST010,COMP001,46339253.93,2025-06-07,2025-08-06,0.54,0,PAID,2025-08-20
RCV00350,CUST012,COMP001,19017234.38,2025-07-11,2025-07-26,0.94,0,PAID,2025-07-24
RCV00351,CUST024,COMP001,6217581.54,2025-06-20,2025-08-04,0.85,13,PAID,2025-08-01
RCV00352,CUST018,COMP001,49460003.63,2025-02-19,2025-04-05,0.75,0,PAID,2025-04-03
RCV00353,CUST012,COMP001,23119316.08,2025-07-24,2025-08-08,0.93,0,PAID,2025-08-05
RCV00354,CUST011,COMP001,3979061.42,2025-03-20,2025-04-19,0.87,0,OVERDUE,
RCV00355,CUST023,COMP001,39111834.35,2025-02-02,2025-03-04,0.89,0,PAID,2025-03-12
RCV00356,CUST012,COMP001,34457527.17,2025-11-16,2025-12-01,0.93,0,PAID,2025-12-01
RCV00357,CUST006,COMP001,36098760.74,2025-03-26,2025-05-10,0.63,0,PAID,2025-05-10
RCV00358,CUST019,COMP001,27804904.16,2025-10-10,2025-11-24,0.4,11,PAID,2025-12-03
