transaction_id,company_id,type,amount,date,category,description,reference_type,reference_id,status
TXN853E413B,COMP001,SUPPLIER_PAYMENT,-36524146.21,2025-03-25,PAYABLE,Payment to SUP003 – INV00003,INVOICE,INV00003,COMPLETED
TXN1FF049F3,COMP001,SUPPLIER_PAYMENT,-25182057.86,2025-03-26,PAYABLE,Payment to SUP008 – INV00076,INVOICE,INV00076,COMPLETED
TXN3999A083,COMP001,OPERATING_EXPENSE,-3243198.91,2025-03-26,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN6CBE2FBD,COMP001,SUPPLIER_PAYMENT,-22184789.5,2025-03-26,PAYABLE,Payment to SUP004 – INV00176,INVOICE,INV00176,COMPLETED
TXN94B7B552,COMP001,CUSTOMER_PAYMENT,53373358.35,2025-03-26,RECEIVABLE,Collection from CUST022 – RCV00286,RECEIVABLE,RCV00286,COMPLETED
TXN0992FD49,COMP001,CUSTOMER_PAYMENT,55961964.47,2025-03-26,RECEIVABLE,Collection from CUST005 – RCV00122,RECEIVABLE,RCV00122,COMPLETED
TXNE53A366C,COMP001,CUSTOMER_PAYMENT,6696688.22,2025-03-26,RECEIVABLE,Collection from CUST007 – RCV00267,RECEIVABLE,RCV00267,COMPLETED
TXNCA9A743C,COMP001,SUPPLIER_PAYMENT,-41810715.79,2025-03-27,PAYABLE,Payment to SUP003 – INV00449,INVOICE,INV00449,COMPLETED
TXNA1B381CA,COMP001,CUSTOMER_PAYMENT,61572796.45,2025-03-27,RECEIVABLE,Collection from CUST004 – RCV00151,RECEIVABLE,RCV00151,COMPLETED
TXN987EA4F4,COMP001,CUSTOMER_PAYMENT,10973159.39,2025-03-27,RECEIVABLE,Collection from CUST009 – RCV00010,RECEIVABLE,RCV00010,COMPLETED
TXN4AD7C54B,COMP001,OPERATING_EXPENSE,-7675579.22,2025-03-27,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN72160F98,COMP001,OPERATING_EXPENSE,-6762789.14,2025-03-28,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN42D6E493,COMP001,OPERATING_EXPENSE,-1679248.32,2025-03-29,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN4E002C62,COMP001,CUSTOMER_PAYMENT,67828081.12,2025-03-29,RECEIVABLE,Collection from CUST021 – RCV00271,RECEIVABLE,RCV00271,COMPLETED
TXNA9C48589,COMP001,CUSTOMER_PAYMENT,48294167.81,2025-03-29,RECEIVABLE,Collection from CUST019 – RCV00215,RECEIVABLE,RCV00215,COMPLETED
TXN73FBFA82,COMP001,CUSTOMER_PAYMENT,63592906.76,2025-03-30,RECEIVABLE,Collection from CUST009 – RCV00090,RECEIVABLE,RCV00090,COMPLETED
TXN2B5DA78F,COMP001,OPERATING_EXPENSE,-2097415.82,2025-03-30,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNB1A4939A,COMP001,OPERATING_EXPENSE,-19558032.22,2025-03-31,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN6D624830,COMP001,CUSTOMER_PAYMENT,28369615.49,2025-03-31,RECEIVABLE,Collection from CUST004 – RCV00051,RECEIVABLE,RCV00051,COMPLETED
TXN879CCBA3,COMP001,SUPPLIER_PAYMENT,-38636448.2,2025-03-31,PAYABLE,Payment to SUP005 – INV00073,INVOICE,INV00073,COMPLETED
TXN7461A96D,COMP001,OPERATING_EXPENSE,-4672654.24,2025-04-01,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN0F0A294E,COMP001,INTEREST_PAYMENT,-6208724.34,2025-04-01,FINANCING,Quarterly interest payment,FINANCING_OPTION,FIN001,COMPLETED
TXN3239EC75,COMP001,CUSTOMER_PAYMENT,31684885.01,2025-04-01,RECEIVABLE,Collection from CUST017 – RCV00338,RECEIVABLE,RCV00338,COMPLETED
TXN1653FC63,COMP001,OPERATING_EXPENSE,-4402835.89,2025-04-02,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN236F8222,COMP001,CUSTOMER_PAYMENT,73306718.18,2025-04-02,RECEIVABLE,Collection from CUST020 – RCV00344,RECEIVABLE,RCV00344,COMPLETED
TXNC53FFD64,COMP001,OPERATING_EXPENSE,-5437441.96,2025-04-03,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN1518F5A6,COMP001,CUSTOMER_PAYMENT,79122505.89,2025-04-03,RECEIVABLE,Collection from CUST018 – RCV00352,RECEIVABLE,RCV00352,COMPLETED
TXNE6F1B4C8,COMP001,CUSTOMER_PAYMENT,39151063.5,2025-04-03,RECEIVABLE,Collection from CUST001 – RCV00180,RECEIVABLE,RCV00180,COMPLETED
TXN6EA99692,COMP001,CUSTOMER_PAYMENT,66939971.58,2025-04-03,RECEIVABLE,Collection from CUST010 – RCV00296,RECEIVABLE,RCV00296,COMPLETED
TXNEDA46CBE,COMP001,CUSTOMER_PAYMENT,43040986.27,2025-04-04,RECEIVABLE,Collection from CUST025 – RCV00085,RECEIVABLE,RCV00085,COMPLETED
TXN65EE61FF,COMP001,CUSTOMER_PAYMENT,49749743.14,2025-04-04,RECEIVABLE,Collection from CUST008 – RCV00261,RECEIVABLE,RCV00261,COMPLETED
TXN7D004A82,COMP001,OPERATING_EXPENSE,-7313766.63,2025-04-04,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN9EBE64EA,COMP001,SUPPLIER_PAYMENT,-53531723.09,2025-04-05,PAYABLE,Payment to SUP004 – INV00320,INVOICE,INV00320,COMPLETED
TXN40AC66AA,COMP001,OPERATING_EXPENSE,-1806417.03,2025-04-05,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN2D46CF0C,COMP001,OPERATING_EXPENSE,-1380865.53,2025-04-06,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN111F44B7,COMP001,SUPPLIER_PAYMENT,-15301386.68,2025-04-06,PAYABLE,Payment to SUP006 – INV00394,INVOICE,INV00394,COMPLETED
TXNC98AA495,COMP001,SUPPLIER_PAYMENT,-19707219.96,2025-04-06,PAYABLE,Payment to SUP002 – INV00212,INVOICE,INV00212,COMPLETED
TXN269E7DFB,COMP001,OPERATING_EXPENSE,-4377656.38,2025-04-07,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN7864DDCE,COMP001,CUSTOMER_PAYMENT,19486923.51,2025-04-07,RECEIVABLE,Collection from CUST013 – RCV00195,RECEIVABLE,RCV00195,COMPLETED
TXN30FBD78E,COMP001,SUPPLIER_PAYMENT,-47120570.17,2025-04-08,PAYABLE,Payment to SUP003 – INV00012,INVOICE,INV00012,COMPLETED
TXNF7C1729B,COMP001,OPERATING_EXPENSE,-8693926.12,2025-04-08,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN9B26A6C5,COMP001,CUSTOMER_PAYMENT,51356220.94,2025-04-09,RECEIVABLE,Collection from CUST020 – RCV00236,RECEIVABLE,RCV00236,COMPLETED
TXNF7DAB4E6,COMP001,SUPPLIER_PAYMENT,-27428039.96,2025-04-09,PAYABLE,Payment to SUP012 – INV00479,INVOICE,INV00479,COMPLETED
TXNC1060379,COMP001,OPERATING_EXPENSE,-10878782.92,2025-04-09,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNC62169C5,COMP001,SUPPLIER_PAYMENT,-20169572.05,2025-04-09,PAYABLE,Payment to SUP009 – INV00165,INVOICE,INV00165,COMPLETED
TXNBBFF453D,COMP001,SUPPLIER_PAYMENT,-43741954.83,2025-04-09,PAYABLE,Payment to SUP005 – INV00342,INVOICE,INV00342,COMPLETED
TXN407E3D2A,COMP001,OPERATING_EXPENSE,-6272325.64,2025-04-10,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN4B20F5BE,COMP001,OPERATING_EXPENSE,-3681969.47,2025-04-11,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN7D694ECF,COMP001,SUPPLIER_PAYMENT,-11949768.6,2025-04-11,PAYABLE,Payment to SUP002 – INV00274,INVOICE,INV00274,COMPLETED
TXN030CE00C,COMP001,UNEXPECTED_EXPENSE,-47903207.21,2025-04-11,EXCEPTIONAL,Product recall,COMPANY,COMP001,COMPLETED
TXN88CEC84E,COMP001,CUSTOMER_PAYMENT,61519968.26,2025-04-12,RECEIVABLE,Collection from CUST009 – RCV00029,RECEIVABLE,RCV00029,COMPLETED
TXND07CB09A,COMP001,OPERATING_EXPENSE,-1261696.99,2025-04-12,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN79021005,COMP001,CUSTOMER_PAYMENT,65814219.24,2025-04-13,RECEIVABLE,Collection from CUST013 – RCV00307,RECEIVABLE,RCV00307,COMPLETED
TXN97D445D7,COMP001,SUPPLIER_PAYMENT,-31188745.12,2025-04-13,PAYABLE,Payment to SUP011 – INV00267,INVOICE,INV00267,COMPLETED
TXN9EA8AE7D,COMP001,OPERATING_EXPENSE,-1928333.59,2025-04-13,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN071955FE,COMP001,SUPPLIER_PAYMENT,-3600999.38,2025-04-13,PAYABLE,Payment to SUP010 – INV00050,INVOICE,INV00050,COMPLETED
TXNE6E851C3,COMP001,CUSTOMER_PAYMENT,13144311.74,2025-04-13,RECEIVABLE,Collection from CUST011 – RCV00053,RECEIVABLE,RCV00053,COMPLETED
TXN62C24F09,COMP001,OPERATING_EXPENSE,-5098671.57,2025-04-14,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN43BD5265,COMP001,SUPPLIER_PAYMENT,-46399359.6,2025-04-15,PAYABLE,Payment to SUP008 – INV00431,INVOICE,INV00431,COMPLETED
TXNB955B35E,COMP001,OPERATING_EXPENSE,-6985246.21,2025-04-15,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN5C7550F5,COMP001,OPERATING_EXPENSE,-10984008.45,2025-04-16,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNB08DDB5A,COMP001,SUPPLIER_PAYMENT,-11463836.4,2025-04-16,PAYABLE,Payment to SUP012 – INV00234,INVOICE,INV00234,COMPLETED
TXN972D8642,COMP001,CUSTOMER_PAYMENT,4385008.92,2025-04-16,RECEIVABLE,Collection from CUST012 – RCV00328,RECEIVABLE,RCV00328,COMPLETED
TXN3A232C0A,COMP001,OPERATING_EXPENSE,-8716176.95,2025-04-17,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNCD498DF8,COMP001,SUPPLIER_PAYMENT,-31069272.15,2025-04-17,PAYABLE,Payment to SUP005 – INV00014,INVOICE,INV00014,COMPLETED
TXN91126760,COMP001,SUPPLIER_PAYMENT,-3049418.23,2025-04-17,PAYABLE,Payment to SUP014 – INV00171,INVOICE,INV00171,COMPLETED
TXNF69ACD92,COMP001,SUPPLIER_PAYMENT,-38581702.56,2025-04-17,PAYABLE,Payment to SUP002 – INV00381,INVOICE,INV00381,COMPLETED
TXN12D392EA,COMP001,OPERATING_EXPENSE,-7685534.91,2025-04-18,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN54D8E220,COMP001,CUSTOMER_PAYMENT,58240244.36,2025-04-18,RECEIVABLE,Collection from CUST021 – RCV00123,RECEIVABLE,RCV00123,COMPLETED
TXNA851EA84,COMP001,SUPPLIER_PAYMENT,-9045013.67,2025-04-18,PAYABLE,Payment to SUP013 – INV00382,INVOICE,INV00382,COMPLETED
TXNA616549B,COMP001,SUPPLIER_PAYMENT,-30582012.26,2025-04-18,PAYABLE,Payment to SUP013 – INV00089,INVOICE,INV00089,COMPLETED
TXN4F90CBC0,COMP001,OPERATING_EXPENSE,-1534596.92,2025-04-19,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN271DB98D,COMP001,CUSTOMER_PAYMENT,62542143.39,2025-04-19,RECEIVABLE,Collection from CUST007 – RCV00130,RECEIVABLE,RCV00130,COMPLETED
TXN0E7561C1,COMP001,CUSTOMER_PAYMENT,14792069.45,2025-04-19,RECEIVABLE,Collection from CUST020 – RCV00230,RECEIVABLE,RCV00230,COMPLETED
TXNC1690CB1,COMP001,SUPPLIER_PAYMENT,-52434196.37,2025-04-20,PAYABLE,Payment to SUP010 – INV00339,INVOICE,INV00339,COMPLETED
TXN21F2F8C1,COMP001,OPERATING_EXPENSE,-1554441.0,2025-04-20,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNC646690C,COMP001,SUPPLIER_PAYMENT,-9366595.43,2025-04-20,PAYABLE,Payment to SUP008 – INV00204,INVOICE,INV00204,COMPLETED
TXNDBE11D01,COMP001,CUSTOMER_PAYMENT,30983769.7,2025-04-21,RECEIVABLE,Collection from CUST008 – RCV00162,RECEIVABLE,RCV00162,COMPLETED
TXNC62B5F68,COMP001,OPERATING_EXPENSE,-4023713.99,2025-04-21,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN0CAEC736,COMP001,SUPPLIER_PAYMENT,-53902948.36,2025-04-22,PAYABLE,Payment to SUP006 – INV00418,INVOICE,INV00418,COMPLETED
TXNE321F3C6,COMP001,OPERATING_EXPENSE,-9496187.29,2025-04-22,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN47611037,COMP001,CUSTOMER_PAYMENT,68332949.81,2025-04-22,RECEIVABLE,Collection from CUST008 – RCV00172,RECEIVABLE,RCV00172,COMPLETED
TXN36F05B7C,COMP001,SUPPLIER_PAYMENT,-42840483.27,2025-04-23,PAYABLE,Payment to SUP014 – INV00238,INVOICE,INV00238,COMPLETED
TXN73750CCF,COMP001,OPERATING_EXPENSE,-3742426.91,2025-04-23,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN12964FB0,COMP001,CUSTOMER_PAYMENT,37375061.8,2025-04-24,RECEIVABLE,Collection from CUST010 – RCV00232,RECEIVABLE,RCV00232,COMPLETED
TXNCCA73F1E,COMP001,CUSTOMER_PAYMENT,72602567.21,2025-04-24,RECEIVABLE,Collection from CUST008 – RCV00067,RECEIVABLE,RCV00067,COMPLETED
TXNEDCB76AB,COMP001,CUSTOMER_PAYMENT,75451023.77,2025-04-24,RECEIVABLE,Collection from CUST025 – RCV00300,RECEIVABLE,RCV00300,COMPLETED
TXN3C9502DB,COMP001,OPERATING_EXPENSE,-8690127.79,2025-04-24,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNE72EDE4C,COMP001,SUPPLIER_PAYMENT,-58874414.83,2025-04-25,PAYABLE,Payment to SUP008 – INV00457,INVOICE,INV00457,COMPLETED
TXN53980FA1,COMP001,SUPPLIER_PAYMENT,-18030825.07,2025-04-25,PAYABLE,Payment to SUP011 – INV00384,INVOICE,INV00384,COMPLETED
TXNAFB99F30,COMP001,CUSTOMER_PAYMENT,61865555.75,2025-04-25,RECEIVABLE,Collection from CUST008 – RCV00342,RECEIVABLE,RCV00342,COMPLETED
TXN9BC33A6B,COMP001,CUSTOMER_PAYMENT,75477601.06,2025-04-25,RECEIVABLE,Collection from CUST001 – RCV00058,RECEIVABLE,RCV00058,COMPLETED
TXN7CE657A5,COMP001,OPERATING_EXPENSE,-9177968.08,2025-04-25,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNC3638373,COMP001,CUSTOMER_PAYMENT,23403671.92,2025-04-25,RECEIVABLE,Collection from CUST010 – RCV00025,RECEIVABLE,RCV00025,COMPLETED
TXN25D687EB,COMP001,SUPPLIER_PAYMENT,-28651573.91,2025-04-25,PAYABLE,Payment to SUP002 – INV00441,INVOICE,INV00441,COMPLETED
TXNF1B0D267,COMP001,OPERATING_EXPENSE,-1669159.5,2025-04-26,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNA850A382,COMP001,OPERATING_EXPENSE,-1946218.87,2025-04-27,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN57418CB6,COMP001,CUSTOMER_PAYMENT,62077709.57,2025-04-27,RECEIVABLE,Collection from CUST007 – RCV00161,RECEIVABLE,RCV00161,COMPLETED
TXN064EED29,COMP001,SUPPLIER_PAYMENT,-25024810.43,2025-04-27,PAYABLE,Payment to SUP012 – INV00405,INVOICE,INV00405,COMPLETED
TXN0D06B07D,COMP001,OPERATING_EXPENSE,-5682977.82,2025-04-28,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNB4975428,COMP001,SUPPLIER_PAYMENT,-6349123.43,2025-04-28,PAYABLE,Payment to SUP014 – INV00375,INVOICE,INV00375,COMPLETED
TXN61403094,COMP001,SUPPLIER_PAYMENT,-14353734.99,2025-04-28,PAYABLE,Payment to SUP010 – INV00344,INVOICE,INV00344,COMPLETED
TXN4E0FF43D,COMP001,SUPPLIER_PAYMENT,-5660649.9,2025-04-29,PAYABLE,Payment to SUP001 – INV00474,INVOICE,INV00474,COMPLETED
TXNE6B88251,COMP001,SUPPLIER_PAYMENT,-29532749.24,2025-04-29,PAYABLE,Payment to SUP010 – INV00421,INVOICE,INV00421,COMPLETED
TXN7C906DC5,COMP001,OPERATING_EXPENSE,-4620824.15,2025-04-29,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNC542B4DF,COMP001,CUSTOMER_PAYMENT,47843568.0,2025-04-30,RECEIVABLE,Collection from CUST019 – RCV00207,RECEIVABLE,RCV00207,COMPLETED
TXN5718E647,COMP001,OPERATING_EXPENSE,-14831153.87,2025-04-30,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN090B971F,COMP001,OPERATING_EXPENSE,-7920396.18,2025-05-01,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN2477E23F,COMP001,SUPPLIER_PAYMENT,-22664229.38,2025-05-01,PAYABLE,Payment to SUP013 – INV00162,INVOICE,INV00162,COMPLETED
TXN97A54894,COMP001,CUSTOMER_PAYMENT,47893883.36,2025-05-01,RECEIVABLE,Collection from CUST019 – RCV00313,RECEIVABLE,RCV00313,COMPLETED
TXN1A8916BA,COMP001,CUSTOMER_PAYMENT,31489269.41,2025-05-02,RECEIVABLE,Collection from CUST018 – RCV00220,RECEIVABLE,RCV00220,COMPLETED
TXN441815E3,COMP001,OPERATING_EXPENSE,-10640269.63,2025-05-02,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN1DD35F87,COMP001,SUPPLIER_PAYMENT,-50029147.26,2025-05-02,PAYABLE,Payment to SUP012 – INV00007,INVOICE,INV00007,COMPLETED
TXN34DDB386,COMP001,SUPPLIER_PAYMENT,-9772049.29,2025-05-02,PAYABLE,Payment to SUP006 – INV00324,INVOICE,INV00324,COMPLETED
TXN1EBA3BD9,COMP001,CUSTOMER_PAYMENT,29555302.85,2025-05-03,RECEIVABLE,Collection from CUST015 – RCV00027,RECEIVABLE,RCV00027,COMPLETED
TXN26B9999B,COMP001,OPERATING_EXPENSE,-788745.0,2025-05-03,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN3D22C082,COMP001,CUSTOMER_PAYMENT,23484744.54,2025-05-03,RECEIVABLE,Collection from CUST002 – RCV00251,RECEIVABLE,RCV00251,COMPLETED
TXND4F37CA4,COMP001,SUPPLIER_PAYMENT,-39850709.23,2025-05-03,PAYABLE,Payment to SUP015 – INV00364,INVOICE,INV00364,COMPLETED
TXNC503C762,COMP001,OPERATING_EXPENSE,-1571583.69,2025-05-04,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNC655DC78,COMP001,SUPPLIER_PAYMENT,-23086404.14,2025-05-04,PAYABLE,Payment to SUP015 – INV00330,INVOICE,INV00330,COMPLETED
TXN2E10A0A6,COMP001,CUSTOMER_PAYMENT,73903188.1,2025-05-04,RECEIVABLE,Collection from CUST005 – RCV00113,RECEIVABLE,RCV00113,COMPLETED
TXN7C4027F1,COMP001,SUPPLIER_PAYMENT,-21158221.35,2025-05-04,PAYABLE,Payment to SUP013 – INV00160,INVOICE,INV00160,COMPLETED
TXNCA74E311,COMP001,SUPPLIER_PAYMENT,-26744604.15,2025-05-05,PAYABLE,Payment to SUP014 – INV00455,INVOICE,INV00455,COMPLETED
TXN8625B20D,COMP001,OPERATING_EXPENSE,-9334496.12,2025-05-05,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN4204E5FF,COMP001,OPERATING_EXPENSE,-6920042.09,2025-05-06,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNCF402C28,COMP001,CUSTOMER_PAYMENT,2746088.74,2025-05-06,RECEIVABLE,Collection from CUST002 – RCV00144,RECEIVABLE,RCV00144,COMPLETED
TXN02464C33,COMP001,SUPPLIER_PAYMENT,-6046468.77,2025-05-06,PAYABLE,Payment to SUP013 – INV00228,INVOICE,INV00228,COMPLETED
TXNA12ADE4C,COMP001,CUSTOMER_PAYMENT,35265610.6,2025-05-06,RECEIVABLE,Collection from CUST016 – RCV00289,RECEIVABLE,RCV00289,COMPLETED
TXN67E606D7,COMP001,SUPPLIER_PAYMENT,-3344718.31,2025-05-07,PAYABLE,Payment to SUP006 – INV00079,INVOICE,INV00079,COMPLETED
TXNBBC22F07,COMP001,OPERATING_EXPENSE,-5206551.0,2025-05-07,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN50A52670,COMP001,SUPPLIER_PAYMENT,-59118384.12,2025-05-07,PAYABLE,Payment to SUP007 – INV00205,INVOICE,INV00205,COMPLETED
TXN4D2BD5C7,COMP001,CUSTOMER_PAYMENT,68771752.81,2025-05-07,RECEIVABLE,Collection from CUST021 – RCV00111,RECEIVABLE,RCV00111,COMPLETED
TXN8EA6B685,COMP001,CUSTOMER_PAYMENT,44173442.02,2025-05-08,RECEIVABLE,Collection from CUST011 – RCV00064,RECEIVABLE,RCV00064,COMPLETED
TXN8FFF7A43,COMP001,CUSTOMER_PAYMENT,15354392.79,2025-05-08,RECEIVABLE,Collection from CUST001 – RCV00277,RECEIVABLE,RCV00277,COMPLETED
TXN8FE5E2AC,COMP001,OPERATING_EXPENSE,-10084179.68,2025-05-08,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNEE738F3D,COMP001,SUPPLIER_PAYMENT,-46969708.86,2025-05-09,PAYABLE,Payment to SUP003 – INV00092,INVOICE,INV00092,COMPLETED
TXN1255F4B6,COMP001,OPERATING_EXPENSE,-5725808.52,2025-05-09,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNABEC497D,COMP001,CUSTOMER_PAYMENT,71064127.47,2025-05-09,RECEIVABLE,Collection from CUST007 – RCV00340,RECEIVABLE,RCV00340,COMPLETED
TXN3D7EF2C8,COMP001,CUSTOMER_PAYMENT,11856934.22,2025-05-09,RECEIVABLE,Collection from CUST003 – RCV00302,RECEIVABLE,RCV00302,COMPLETED
TXNEA06A226,COMP001,CUSTOMER_PAYMENT,57410486.2,2025-05-10,RECEIVABLE,Collection from CUST006 – RCV00357,RECEIVABLE,RCV00357,COMPLETED
TXN415A091F,COMP001,SUPPLIER_PAYMENT,-25682013.21,2025-05-10,PAYABLE,Payment to SUP003 – INV00472,INVOICE,INV00472,COMPLETED
TXN9B6735EB,COMP001,OPERATING_EXPENSE,-983590.87,2025-05-10,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNFDF157D3,COMP001,SUPPLIER_PAYMENT,-48519338.88,2025-05-10,PAYABLE,Payment to SUP005 – INV00196,INVOICE,INV00196,COMPLETED
TXN431A97A0,COMP001,SUPPLIER_PAYMENT,-45917034.35,2025-05-10,PAYABLE,Payment to SUP005 – INV00045,INVOICE,INV00045,COMPLETED
TXN95A05C0A,COMP001,CUSTOMER_PAYMENT,31042802.7,2025-05-11,RECEIVABLE,Collection from CUST007 – RCV00263,RECEIVABLE,RCV00263,COMPLETED
TXNFD5F8198,COMP001,OPERATING_EXPENSE,-645897.18,2025-05-11,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN607835E3,COMP001,SUPPLIER_PAYMENT,-10744152.07,2025-05-12,PAYABLE,Payment to SUP011 – INV00350,INVOICE,INV00350,COMPLETED
TXN39110029,COMP001,OPERATING_EXPENSE,-4010816.84,2025-05-12,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNE6B2F65E,COMP001,SUPPLIER_PAYMENT,-15257690.11,2025-05-12,PAYABLE,Payment to SUP015 – INV00130,INVOICE,INV00130,COMPLETED
TXND5D6B22B,COMP001,SUPPLIER_PAYMENT,-5221748.37,2025-05-13,PAYABLE,Payment to SUP001 – INV00093,INVOICE,INV00093,COMPLETED
TXN6621CAB8,COMP001,OPERATING_EXPENSE,-8271380.8,2025-05-13,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNDD4F0D80,COMP001,CUSTOMER_PAYMENT,28445007.54,2025-05-14,RECEIVABLE,Collection from CUST023 – RCV00045,RECEIVABLE,RCV00045,COMPLETED
TXNE20D1CE2,COMP001,SUPPLIER_PAYMENT,-57421370.89,2025-05-14,PAYABLE,Payment to SUP004 – INV00469,INVOICE,INV00469,COMPLETED
TXN9FFB8757,COMP001,OPERATING_EXPENSE,-4669110.9,2025-05-14,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNB26C4F13,COMP001,CUSTOMER_PAYMENT,12955242.14,2025-05-14,RECEIVABLE,Collection from CUST017 – RCV00069,RECEIVABLE,RCV00069,COMPLETED
TXN601309E9,COMP001,SUPPLIER_PAYMENT,-38867845.39,2025-05-15,PAYABLE,Payment to SUP015 – INV00019,INVOICE,INV00019,COMPLETED
TXN3F2DCC92,COMP001,CUSTOMER_PAYMENT,54297812.53,2025-05-15,RECEIVABLE,Collection from CUST013 – RCV00218,RECEIVABLE,RCV00218,COMPLETED
TXN9DC6455B,COMP001,OPERATING_EXPENSE,-10719021.97,2025-05-15,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXNCD4CDC0B,COMP001,OPERATING_EXPENSE,-4555309.77,2025-05-16,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXND88EDFB7,COMP001,SUPPLIER_PAYMENT,-28914358.47,2025-05-16,PAYABLE,Payment to SUP008 – INV00088,INVOICE,INV00088,COMPLETED
TXN9EEA04C3,COMP001,CUSTOMER_PAYMENT,42472425.62,2025-05-17,RECEIVABLE,Collection from CUST011 – RCV00290,RECEIVABLE,RCV00290,COMPLETED
TXNA8494962,COMP001,CUSTOMER_PAYMENT,57678686.48,2025-05-17,RECEIVABLE,Collection from CUST011 – RCV00183,RECEIVABLE,RCV00183,COMPLETED
TXN8CEEE3B2,COMP001,OPERATING_EXPENSE,-1444729.51,2025-05-17,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN38EB1173,COMP001,CUSTOMER_PAYMENT,66705213.46,2025-05-17,RECEIVABLE,Collection from CUST013 – RCV00240,RECEIVABLE,RCV00240,COMPLETED
TXN19CDC16E,COMP001,OPERATING_EXPENSE,-1433349.14,2025-05-18,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN6399F78C,COMP001,SUPPLIER_PAYMENT,-45850148.1,2025-05-18,PAYABLE,Payment to SUP005 – INV00044,INVOICE,INV00044,COMPLETED
TXN5C028EB5,COMP001,OPERATING_EXPENSE,-5650343.08,2025-05-19,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
TXN485BA7DE,COMP001,CUSTOMER_PAYMENT,78738212.54,2025-05-20,RECEIVABLE,Collection from CUST009 – RCV00131,RECEIVABLE,RCV00131,COMPLETED
TXN033F1067,COMP001,OPERATING_EXPENSE,-10219016.29,2025-05-20,OPEX,Daily operating expenses,COMPANY,COMP001,COMPLETED
