alternative_id,decision_id,action,score,cost,benefit,liquidity_impact,risk
DA1E54BDF7,DEC0AED67C2,RETAIN_CASH,0.53,861231.33,612523.24,0.19,0.76
DA218F3BF9,DECBD53BB94,PAY_NOW,0.94,353306.31,443717.86,0.27,0.16
DA478EC1EC,DECBD53BB94,PAY_AT_MATURITY,0.17,259159.27,467816.17,0.04,0.36
DA8513DB90,DECBD53BB94,DELAY_PAYMENT,0.33,986645.73,389372.99,-0.26,0.55
DADDE3179F,DECBD53BB94,CAPTURE_DISCOUNT,0.56,665671.21,446518.42,0.03,0.63
DA9CBD6FAD,DECBD53BB94,BANK_FINANCE,0.64,208018.47,78593.7,-0.05,0.11
DAE75DC97D,DECBD53BB94,SUPPLIER_FINANCE,0.87,273767.17,414299.99,-0.09,0.79
DAEF5FAD1C,DECBD53BB94,RETAIN_CASH,0.14,334452.17,330073.76,-0.3,0.2
DABB96DEFA,DECB43638A3,PAY_NOW,0.85,711134.01,345939.65,-0.01,0.83
DAED9B2ACC,DECB43638A3,PAY_AT_MATURITY,0.81,724671.14,384972.68,0.3,0.66
DAD2D36E02,DECB43638A3,DELAY_PAYMENT,0.77,863455.35,132759.86,-0.19,0.37
DA04CC0629,DECB43638A3,CAPTURE_DISCOUNT,0.39,493870.24,423559.65,-0.3,0.28
DAF6DB99FA,DECB43638A3,BANK_FINANCE,0.76,1457634.23,379866.2,-0.07,0.27
DAB2C562CF,DECB43638A3,SUPPLIER_FINANCE,0.11,440399.23,676389.31,0.04,0.84
DA6777E86E,DECB43638A3,RETAIN_CASH,0.62,1968783.27,788905.77,0.17,0.83
DAA8527CC8,DEC1386E8D3,PAY_NOW,0.86,1070267.48,732677.0,-0.24,0.43
DA81454A1F,DEC1386E8D3,PAY_AT_MATURITY,0.13,1227255.6,665598.13,0.3,0.84
DA9ABDE1A6,DEC1386E8D3,DELAY_PAYMENT,0.52,679905.87,240487.18,0.12,0.22
DAE577F2F2,DEC1386E8D3,CAPTURE_DISCOUNT,0.79,2978507.6,575439.02,-0.23,0.51
DA949BE68E,DEC1386E8D3,BANK_FINANCE,0.31,1521232.51,861991.58,0.01,0.1
DA9FF18EBC,DEC1386E8D3,SUPPLIER_FINANCE,0.4,1670238.45,290493.19,0.1,0.6
DA206066C4,DEC1386E8D3,RETAIN_CASH,0.7,1825430.92,950442.61,0.23,0.24
DA7B84479C,DEC4FEF25CC,PAY_NOW,0.81,740691.38,1198487.5,0.04,0.47
DA42E84562,DEC4FEF25CC,PAY_AT_MATURITY,0.33,1140817.0,547173.23,-0.28,0.75
DABBB057C6,DEC4FEF25CC,DELAY_PAYMENT,0.77,838130.02,265221.65,0.02,0.13
DA0CD434E1,DEC4FEF25CC,CAPTURE_DISCOUNT,0.3,1692981.76,1386395.83,0.11,0.71
DABD19E3FE,DEC4FEF25CC,BANK_FINANCE,0.81,1484354.0,1029936.64,-0.27,0.28
DAFA96A981,DEC4FEF25CC,SUPPLIER_FINANCE,0.27,1915749.62,310775.32,0.17,0.2
DAF8837820,DEC4FEF25CC,RETAIN_CASH,0.59,2023396.51,544940.15,-0.02,0.83
DA2B572CDB,DEC537CDB70,PAY_NOW,0.95,296000.48,221090.3,-0.07,0.53
DA5604B5EC,DEC537CDB70,PAY_AT_MATURITY,0.29,417335.15,111019.53,-0.16,0.77
DA14FE21BF,DEC537CDB70,DELAY_PAYMENT,0.31,659817.14,458708.51,-0.24,0.82
DAAB5075D2,DEC537CDB70,CAPTURE_DISCOUNT,0.41,500011.39,458672.42,-0.05,0.63
DA8BCBC10B,DEC537CDB70,BANK_FINANCE,0.24,828051.64,344340.36,0.11,0.63
DA37EB6C71,DEC537CDB70,SUPPLIER_FINANCE,0.74,282228.48,430536.04,-0.13,0.82
DA81171746,DEC537CDB70,RETAIN_CASH,0.66,589026.69,508447.3,-0.22,0.34
DA29E1FD97,DEC104FE5EC,PAY_NOW,0.8,1102741.42,654647.2,-0.09,0.11
DA604A70F1,DEC104FE5EC,PAY_AT_MATURITY,0.39,1734628.11,214732.28,0.28,0.76
DA08D1F265,DEC104FE5EC,DELAY_PAYMENT,0.28,293275.96,851502.79,-0.09,0.74
DAE326FF9D,DEC104FE5EC,CAPTURE_DISCOUNT,0.59,473821.13,325362.63,-0.21,0.67
DAE6D0835F,DEC104FE5EC,BANK_FINANCE,0.25,1450845.68,557231.3,-0.3,0.34
DADB0A2E61,DEC104FE5EC,SUPPLIER_FINANCE,0.24,1872345.91,608474.56,0.05,0.44
DA3F1E16D0,DEC104FE5EC,RETAIN_CASH,0.83,451530.38,130019.34,-0.27,0.32
DA9997C234,DECA8E9DBF3,PAY_NOW,0.89,2126830.44,1314457.87,0.27,0.51
DA7E4D1694,DECA8E9DBF3,PAY_AT_MATURITY,0.19,1516440.88,786522.43,0.03,0.64
DA5D7FE625,DECA8E9DBF3,DELAY_PAYMENT,0.24,441755.12,1132316.85,0.29,0.42
DAC0181255,DECA8E9DBF3,CAPTURE_DISCOUNT,0.71,2048393.96,554610.57,-0.25,0.27
DAF312FD6A,DECA8E9DBF3,BANK_FINANCE,0.53,2478889.81,566683.03,0.3,0.44
DAF07E433A,DECA8E9DBF3,SUPPLIER_FINANCE,0.84,355232.29,335818.46,0.23,0.79
DAD1A58AF1,DECA8E9DBF3,RETAIN_CASH,0.8,610163.62,1178271.2,-0.15,0.42
DA87899444,DEC6E01168F,PAY_NOW,0.91,2577517.24,1073904.9,-0.06,0.12
DA5F294767,DEC6E01168F,PAY_AT_MATURITY,0.34,2068352.28,213230.52,0.23,0.39
DA185C9DDE,DEC6E01168F,DELAY_PAYMENT,0.44,1737612.57,1257404.05,-0.08,0.63
DAD3EDB374,DEC6E01168F,CAPTURE_DISCOUNT,0.74,359823.28,682094.48,0.29,0.62
DA71182823,DEC6E01168F,BANK_FINANCE,0.49,1292162.5,945908.92,0.06,0.13
DAEEE5D10E,DEC6E01168F,SUPPLIER_FINANCE,0.74,1540258.57,892798.95,0.08,0.11
DA63E29DC0,DEC6E01168F,RETAIN_CASH,0.76,823815.95,796239.94,-0.16,0.51
DA9289A7F7,DEC69DBF99C,PAY_NOW,0.48,659895.55,202100.26,-0.26,0.44
DA35352668,DEC69DBF99C,PAY_AT_MATURITY,0.77,358104.81,376937.55,-0.1,0.56
DA6008B623,DEC69DBF99C,DELAY_PAYMENT,0.25,530392.19,126873.95,-0.03,0.7
DAF9740178,DEC69DBF99C,CAPTURE_DISCOUNT,0.87,703522.55,406089.68,-0.12,0.43
DAB995EA0B,DEC69DBF99C,BANK_FINANCE,0.77,391805.31,361965.79,0.17,0.16
DAA998FA80,DEC69DBF99C,SUPPLIER_FINANCE,0.69,469447.9,366863.62,0.12,0.27
DA18BD3BAD,DEC69DBF99C,RETAIN_CASH,0.35,724419.8,179490.49,-0.28,0.17
DAC05407C9,DEC045111FA,PAY_NOW,0.86,807621.78,238372.37,-0.05,0.66
DAACA2EC93,DEC045111FA,PAY_AT_MATURITY,0.23,570029.29,153252.46,0.14,0.61
DA415931EA,DEC045111FA,DELAY_PAYMENT,0.28,627440.99,322242.22,0.27,0.82
DA87D4E039,DEC045111FA,CAPTURE_DISCOUNT,0.52,896749.19,239147.39,0.04,0.43
DA4922C4CB,DEC045111FA,BANK_FINANCE,0.71,148242.77,142175.57,-0.18,0.84
DACB1E3910,DEC045111FA,SUPPLIER_FINANCE,0.83,523897.77,124270.57,-0.03,0.55
DAE1C2A6BE,DEC045111FA,RETAIN_CASH,0.89,718432.78,210854.42,0.05,0.47
DA0E934432,DEC9CEABEDA,PAY_NOW,0.88,1455690.62,576651.12,0.24,0.34
DA254DF84E,DEC9CEABEDA,PAY_AT_MATURITY,0.23,781830.15,801765.55,-0.26,0.79
DA386FE146,DEC9CEABEDA,DELAY_PAYMENT,0.35,1244013.29,482943.76,0.03,0.66
DA547CE3A2,DEC9CEABEDA,CAPTURE_DISCOUNT,0.29,1755688.05,618570.51,0.12,0.74
DABFCDD35D,DEC9CEABEDA,BANK_FINANCE,0.39,1115674.89,178578.93,0.11,0.54
DAD488D1FD,DEC9CEABEDA,SUPPLIER_FINANCE,0.82,1779233.74,1036995.84,0.22,0.4
DA5997A732,DEC9CEABEDA,RETAIN_CASH,0.13,964178.32,1145672.91,-0.15,0.43
DAAB5FE425,DECEF0527E3,PAY_NOW,0.9,2089155.06,234880.1,-0.01,0.64
DA9B76EB10,DECEF0527E3,PAY_AT_MATURITY,0.77,1068143.23,808858.71,-0.24,0.38
DA57E5FED2,DECEF0527E3,DELAY_PAYMENT,0.47,1777940.4,309562.92,-0.16,0.53
DA8CDF3D7F,DECEF0527E3,CAPTURE_DISCOUNT,0.69,1387898.4,1160459.0,-0.18,0.36
DA2C753900,DECEF0527E3,BANK_FINANCE,0.56,3068122.88,362870.87,0.17,0.71
DA2F6E1A45,DECEF0527E3,SUPPLIER_FINANCE,0.41,1115160.26,624342.46,0.14,0.41
DA817B4BCB,DECEF0527E3,RETAIN_CASH,0.42,1440508.61,198892.71,0.22,0.33
DA5E526736,DECA1010581,PAY_NOW,0.88,980619.69,1140502.54,0.1,0.37
DA1DE953E6,DECA1010581,PAY_AT_MATURITY,0.72,813530.44,1114001.24,-0.13,0.29
DAF6C3EC22,DECA1010581,DELAY_PAYMENT,0.22,2652198.63,1348417.85,0.15,0.64
DA4DA6BA3B,DECA1010581,CAPTURE_DISCOUNT,0.78,891685.1,889758.75,0.12,0.59
DA21D8370A,DECA1010581,BANK_FINANCE,0.87,1398193.38,481855.1,0.17,0.86
DA5EDA70A8,DECA1010581,SUPPLIER_FINANCE,0.62,1466131.47,1085873.41,0.05,0.4
DAE1A7178D,DECA1010581,RETAIN_CASH,0.68,1796017.63,1000669.4,0.1,0.71
DA9C34C7A8,DEC1A91A281,PAY_NOW,0.89,1390228.81,856894.26,-0.18,0.53
DA90F7E32F,DEC1A91A281,PAY_AT_MATURITY,0.8,1985064.71,286812.43,0.13,0.65
DAE98B26FF,DEC1A91A281,DELAY_PAYMENT,0.15,631956.3,683019.51,-0.22,0.65
DA5A9C2C01,DEC1A91A281,CAPTURE_DISCOUNT,0.18,1331038.77,759517.51,-0.18,0.88
DA3436BD57,DEC1A91A281,BANK_FINANCE,0.47,422458.66,286814.95,0.09,0.7
DA6A985649,DEC1A91A281,SUPPLIER_FINANCE,0.61,1846281.09,397393.14,-0.23,0.13
DACCD5AFB7,DEC1A91A281,RETAIN_CASH,0.7,1685514.85,899202.14,0.06,0.33
DAD65C0882,DECC235E54E,PAY_NOW,0.87,499579.11,62297.23,-0.18,0.25
DAB1117BED,DECC235E54E,PAY_AT_MATURITY,0.72,546682.79,153741.13,0.03,0.52
DA2EF4F339,DECC235E54E,DELAY_PAYMENT,0.36,537495.16,170422.44,0.16,0.63
DAAD402C45,DECC235E54E,CAPTURE_DISCOUNT,0.35,381206.23,156316.51,-0.16,0.56
DA1B3F5BF0,DECC235E54E,BANK_FINANCE,0.9,666907.24,326950.2,-0.0,0.81
DAE414A9A2,DECC235E54E,SUPPLIER_FINANCE,0.75,383718.34,94557.73,0.29,0.19
DAED89714D,DECC235E54E,RETAIN_CASH,0.34,190633.14,428587.03,0.23,0.47
DA8A352B69,DECFA222DE9,PAY_NOW,0.66,173416.6,217340.05,-0.29,0.52
DA1339FEAD,DECFA222DE9,PAY_AT_MATURITY,0.73,700025.41,60608.61,-0.12,0.26
DA7565873B,DECFA222DE9,DELAY_PAYMENT,0.54,754711.73,84568.06,-0.26,0.84
DA9670AAEC,DECFA222DE9,CAPTURE_DISCOUNT,0.82,649350.64,429672.63,0.1,0.82
DA4976708A,DECFA222DE9,BANK_FINANCE,0.22,593008.7,80949.78,0.1,0.29
DAEE3B57BA,DECFA222DE9,SUPPLIER_FINANCE,0.12,119579.34,360322.67,0.26,0.34
DA543E6FD4,DECFA222DE9,RETAIN_CASH,0.83,638204.85,242996.96,0.23,0.44
DA13D6692B,DEC979A7FBE,PAY_NOW,0.86,863569.49,598543.74,0.27,0.16
DAF7C09E7D,DEC979A7FBE,PAY_AT_MATURITY,0.35,1604286.88,762841.25,-0.04,0.75
DA935505D2,DEC979A7FBE,DELAY_PAYMENT,0.67,414405.5,155519.43,-0.12,0.83
DA3D30546F,DEC979A7FBE,CAPTURE_DISCOUNT,0.65,665124.19,358454.01,0.13,0.23
DA076878CB,DEC979A7FBE,BANK_FINANCE,0.21,843441.09,748988.19,0.07,0.31
DAE6CB4151,DEC979A7FBE,SUPPLIER_FINANCE,0.69,225898.98,689715.13,0.25,0.11
DA66EF8032,DEC979A7FBE,RETAIN_CASH,0.29,793986.17,125064.78,0.21,0.81
DA833186A4,DEC4EE46F66,PAY_NOW,0.82,389043.22,546308.2,0.15,0.68
DA7E1670C0,DEC4EE46F66,PAY_AT_MATURITY,0.43,2382176.44,1035404.78,0.01,0.63
DA2DFD61D4,DEC4EE46F66,DELAY_PAYMENT,0.61,2215322.16,1403183.08,-0.03,0.6
DA3C6C6CC7,DEC4EE46F66,CAPTURE_DISCOUNT,0.18,1654876.34,1206724.45,0.12,0.45
DA848C0B8E,DEC4EE46F66,BANK_FINANCE,0.15,387879.91,1279285.78,0.29,0.36
DA9584A6D4,DEC4EE46F66,SUPPLIER_FINANCE,0.44,2614959.18,1024418.95,0.13,0.71
DA38139D99,DEC4EE46F66,RETAIN_CASH,0.63,1328498.58,1343300.53,0.24,0.24
DA32622877,DEC9686433D,PAY_NOW,0.67,527564.07,266817.25,-0.28,0.33
DACBF25856,DEC9686433D,PAY_AT_MATURITY,0.79,554305.53,309996.56,-0.11,0.36
DA3DDD7717,DEC9686433D,DELAY_PAYMENT,0.44,456636.86,245985.09,0.12,0.27
DAC9BCD348,DEC9686433D,CAPTURE_DISCOUNT,0.3,346481.96,270459.54,0.03,0.85
DAEE49A796,DEC9686433D,BANK_FINANCE,0.52,588596.23,226918.69,0.02,0.55
DA62BD7B9B,DEC9686433D,SUPPLIER_FINANCE,0.77,580843.66,83332.14,0.03,0.79
DA916622CB,DEC9686433D,RETAIN_CASH,0.13,462594.05,98228.01,0.14,0.89
DA7BB57CBB,DEC10FAE86C,PAY_NOW,0.9,906069.98,213801.8,0.28,0.21
DADD9DB8A7,DEC10FAE86C,PAY_AT_MATURITY,0.19,1301289.05,359749.23,0.18,0.54
DAB922AF64,DEC10FAE86C,DELAY_PAYMENT,0.72,1242248.41,267626.18,-0.19,0.77
DAF5EF4F26,DEC10FAE86C,CAPTURE_DISCOUNT,0.39,1865600.31,983653.67,-0.29,0.18
DA9BA9B39D,DEC10FAE86C,BANK_FINANCE,0.46,1504449.49,263421.52,0.09,0.71
DA057B594E,DEC10FAE86C,SUPPLIER_FINANCE,0.78,1499138.85,228707.57,0.04,0.57
DA71FE2D37,DEC10FAE86C,RETAIN_CASH,0.53,1168560.65,780457.94,-0.07,0.2
DA26D86271,DEC077EFC6F,PAY_NOW,0.95,925182.4,603781.83,-0.04,0.68
DA38802586,DEC077EFC6F,PAY_AT_MATURITY,0.23,2308186.41,1262598.07,-0.23,0.62
DA6A3F7D70,DEC077EFC6F,DELAY_PAYMENT,0.82,2289722.26,890817.47,-0.02,0.44
DA09E34D81,DEC077EFC6F,CAPTURE_DISCOUNT,0.73,1076989.28,1128059.4,-0.23,0.12
DABE70EDB0,DEC077EFC6F,BANK_FINANCE,0.4,1225784.97,970156.12,-0.1,0.68
DACFA084A9,DEC077EFC6F,SUPPLIER_FINANCE,0.43,2264545.62,360091.47,-0.11,0.75
DAC0E7FBD0,DEC077EFC6F,RETAIN_CASH,0.84,1544361.83,721893.14,-0.09,0.33
DA4D079464,DECA5ABACB7,PAY_NOW,0.84,479639.73,163074.84,0.23,0.44
DAB06753F2,DECA5ABACB7,PAY_AT_MATURITY,0.63,712773.51,326110.45,-0.04,0.77
DA80429575,DECA5ABACB7,DELAY_PAYMENT,0.66,181004.53,271355.78,0.25,0.66
DA8FD5E7E1,DECA5ABACB7,CAPTURE_DISCOUNT,0.86,220868.7,123340.24,0.11,0.48
DACB6CC001,DECA5ABACB7,BANK_FINANCE,0.34,494426.93,357640.25,0.18,0.2
DA23A08838,DECA5ABACB7,SUPPLIER_FINANCE,0.65,744314.47,212195.14,-0.04,0.47
DA936DCC88,DECA5ABACB7,RETAIN_CASH,0.67,415449.67,64145.78,-0.15,0.84
DADF20820F,DECD6A590B8,PAY_NOW,0.92,516119.6,708014.58,0.11,0.76
DA30EE4581,DECD6A590B8,PAY_AT_MATURITY,0.64,1856043.89,1116241.18,-0.03,0.65
DA4D47B0FA,DECD6A590B8,DELAY_PAYMENT,0.37,324634.3,880037.79,-0.03,0.58
DA2019A3B5,DECD6A590B8,CAPTURE_DISCOUNT,0.79,1434221.22,290552.98,0.26,0.55
DA23A23B0D,DECD6A590B8,BANK_FINANCE,0.56,599865.85,179323.74,-0.19,0.41
DA430E512A,DECD6A590B8,SUPPLIER_FINANCE,0.72,2116655.38,534215.1,-0.06,0.11
DAD08AA6D8,DECD6A590B8,RETAIN_CASH,0.69,1836973.75,1210669.08,0.1,0.29
DA2B024599,DEC715D59BD,PAY_NOW,0.38,62891.17,107632.34,-0.12,0.71
DA64F13723,DEC715D59BD,PAY_AT_MATURITY,0.75,199700.9,70407.19,0.08,0.48
DA74AE02CB,DEC715D59BD,DELAY_PAYMENT,0.82,177300.67,82050.65,0.15,0.11
DAD7C00433,DEC715D59BD,CAPTURE_DISCOUNT,0.48,111030.65,78909.17,0.01,0.45
DAF4FC9432,DEC715D59BD,BANK_FINANCE,0.2,122117.91,25525.0,-0.01,0.32
DAE1F1C9D8,DEC715D59BD,SUPPLIER_FINANCE,0.59,216790.87,67307.34,-0.26,0.75
DA9ECCD4C6,DEC715D59BD,RETAIN_CASH,0.33,193808.76,36628.78,-0.07,0.11
DA12E7F13F,DECE5C3C7E7,PAY_NOW,0.94,1191638.0,539181.06,-0.1,0.81
DA63FB3DB6,DECE5C3C7E7,PAY_AT_MATURITY,0.61,1040484.26,197292.01,-0.28,0.33
DA574BEA0E,DECE5C3C7E7,DELAY_PAYMENT,0.86,1226001.57,350053.94,-0.0,0.7
DA7EB22671,DECE5C3C7E7,CAPTURE_DISCOUNT,0.71,1041504.04,106367.9,0.18,0.74
DA32FB1923,DECE5C3C7E7,BANK_FINANCE,0.2,501406.18,415233.44,-0.14,0.13
DA43BEDBB3,DECE5C3C7E7,SUPPLIER_FINANCE,0.49,963999.63,438540.91,0.02,0.3
DA379E72EA,DECE5C3C7E7,RETAIN_CASH,0.67,998762.04,201272.04,-0.1,0.15
DA902A10C4,DECDF1200F7,PAY_NOW,0.87,600221.72,166405.89,-0.15,0.86
DADD18A4D4,DECDF1200F7,PAY_AT_MATURITY,0.29,103486.42,233201.81,0.1,0.31
DA85889857,DECDF1200F7,DELAY_PAYMENT,0.13,182382.4,277031.88,-0.16,0.34
DA6B1E321E,DECDF1200F7,CAPTURE_DISCOUNT,0.83,465523.6,277379.21,0.18,0.36
DAF9518D7E,DECDF1200F7,BANK_FINANCE,0.85,243546.48,126959.75,0.22,0.43
DA57B5FC7C,DECDF1200F7,SUPPLIER_FINANCE,0.68,226576.24,233825.96,0.23,0.81
DA2F46C896,DECDF1200F7,RETAIN_CASH,0.77,169947.11,323300.63,0.03,0.51
DA198D4612,DEC59811C4D,PAY_NOW,0.54,986335.33,635966.34,0.27,0.73
DA621FD88D,DEC59811C4D,PAY_AT_MATURITY,0.79,955811.8,458682.81,0.16,0.15
DA5E9D6C38,DEC59811C4D,DELAY_PAYMENT,0.42,1050457.18,349873.26,-0.03,0.37
DA1AE79EC1,DEC59811C4D,CAPTURE_DISCOUNT,0.54,1023590.64,569032.32,-0.28,0.49
DA4178E58E,DEC59811C4D,BANK_FINANCE,0.76,1220978.18,123017.82,-0.28,0.74
DA88401484,DEC59811C4D,SUPPLIER_FINANCE,0.74,1225976.09,358490.66,0.25,0.67
DAE800B36C,DEC59811C4D,RETAIN_CASH,0.25,753124.45,620748.56,0.04,0.53
DA89EB1C49,DEC8A4E1FD5,PAY_NOW,0.9,1524464.18,288759.19,0.21,0.67
DAC49E2285,DEC8A4E1FD5,PAY_AT_MATURITY,0.4,1473644.04,443557.29,0.24,0.75
DA686D1EB5,DEC8A4E1FD5,DELAY_PAYMENT,0.67,277477.04,853252.99,-0.22,0.5
DAC3D7A196,DEC8A4E1FD5,CAPTURE_DISCOUNT,0.74,1441537.77,529878.93,0.18,0.12
DAF941A06C,DEC8A4E1FD5,BANK_FINANCE,0.72,593616.15,756827.59,-0.04,0.67
DAA07E741F,DEC8A4E1FD5,SUPPLIER_FINANCE,0.61,1469218.54,123419.36,-0.14,0.73
DA9E873B4C,DEC8A4E1FD5,RETAIN_CASH,0.21,1619643.59,651075.23,-0.22,0.65
DAA38811DD,DEC80C19FDC,PAY_NOW,0.92,1386652.3,662574.47,0.22,0.33
DAD1BB1967,DEC80C19FDC,PAY_AT_MATURITY,0.35,284967.22,1017811.57,0.16,0.56
DAF01F4E1B,DEC80C19FDC,DELAY_PAYMENT,0.57,1603736.15,357287.33,-0.04,0.55
DA0C6247BC,DEC80C19FDC,CAPTURE_DISCOUNT,0.7,2132374.2,914611.49,-0.04,0.25
DAF99CE195,DEC80C19FDC,BANK_FINANCE,0.53,674280.83,239564.93,-0.09,0.64
DA4F14D933,DEC80C19FDC,SUPPLIER_FINANCE,0.43,1388867.74,705744.46,0.18,0.49
DA76136B9B,DEC80C19FDC,RETAIN_CASH,0.74,920090.6,206485.89,0.26,0.75
DA8F06BF8B,DEC7D1D2DD7,PAY_NOW,0.83,932597.4,1312822.95,-0.26,0.13
DACBF2668E,DEC7D1D2DD7,PAY_AT_MATURITY,0.55,446732.77,297579.03,0.19,0.44
DAA52CF7B3,DEC7D1D2DD7,DELAY_PAYMENT,0.56,2764188.23,507041.61,0.12,0.14
DADCB050C3,DEC7D1D2DD7,CAPTURE_DISCOUNT,0.28,2712212.05,408113.37,-0.05,0.19
DA6CC79CCE,DEC7D1D2DD7,BANK_FINANCE,0.74,922413.39,652128.41,-0.09,0.68
DAF8FCDE36,DEC7D1D2DD7,SUPPLIER_FINANCE,0.2,1045085.26,1053647.49,-0.03,0.57
DA63EE9511,DEC7D1D2DD7,RETAIN_CASH,0.15,638169.27,1192210.14,-0.13,0.85
DA1B29DC2C,DECB274ABEE,PAY_NOW,0.94,457039.45,395261.28,0.11,0.42
DAA9E14A55,DECB274ABEE,PAY_AT_MATURITY,0.21,363418.8,945864.97,0.21,0.32
DA39D8C107,DECB274ABEE,DELAY_PAYMENT,0.61,1405133.77,164919.66,-0.07,0.69
DA751AA22D,DECB274ABEE,CAPTURE_DISCOUNT,0.59,1750458.51,740378.75,-0.16,0.58
DAF94B8C58,DECB274ABEE,BANK_FINANCE,0.65,344521.13,303538.81,-0.22,0.68
DACF58979C,DECB274ABEE,SUPPLIER_FINANCE,0.12,1086497.21,966313.84,-0.24,0.55
DA5A8488A4,DECB274ABEE,RETAIN_CASH,0.42,302628.92,182379.56,0.08,0.27
DAB1C80593,DEC879AA394,PAY_NOW,0.87,634597.62,192569.17,0.2,0.15
DAE369F456,DEC879AA394,PAY_AT_MATURITY,0.33,704294.17,384928.69,0.04,0.51
DA0B986C80,DEC879AA394,DELAY_PAYMENT,0.87,618889.63,355173.82,-0.24,0.6
DA5304CC9E,DEC879AA394,CAPTURE_DISCOUNT,0.88,719728.2,190854.74,-0.16,0.15
DAF469776E,DEC879AA394,BANK_FINANCE,0.67,715150.74,99991.97,0.05,0.54
DA029C93EF,DEC879AA394,SUPPLIER_FINANCE,0.38,879784.21,160418.62,0.09,0.2
DABFEAD505,DEC879AA394,RETAIN_CASH,0.16,1035567.65,495447.5,-0.15,0.31
DA29280465,DEC8C230617,PAY_NOW,0.82,473079.49,200076.04,0.29,0.34
DA15ED523C,DEC8C230617,PAY_AT_MATURITY,0.84,348459.34,153035.69,-0.11,0.31
DAAF456AD7,DEC8C230617,DELAY_PAYMENT,0.42,233011.95,67744.77,-0.24,0.67
DA0E44D738,DEC8C230617,CAPTURE_DISCOUNT,0.57,515722.68,87155.34,-0.17,0.56
DA0F82B276,DEC8C230617,BANK_FINANCE,0.62,257281.15,226319.44,0.2,0.6
DAE94BD592,DEC8C230617,SUPPLIER_FINANCE,0.2,399073.61,94369.36,0.21,0.23
DA1004E62F,DEC8C230617,RETAIN_CASH,0.13,515979.6,216304.94,-0.03,0.39
DAAEBE349D,DEC4CF28844,PAY_NOW,0.88,675468.65,336652.34,0.12,0.18
DA554CDF05,DEC4CF28844,PAY_AT_MATURITY,0.71,257106.68,174761.13,-0.27,0.28
DA4C9E6554,DEC4CF28844,DELAY_PAYMENT,0.36,352612.83,143819.3,0.0,0.38
DA533E5A65,DEC4CF28844,CAPTURE_DISCOUNT,0.36,358597.08,361528.99,0.09,0.7
DAEE849BA4,DEC4CF28844,BANK_FINANCE,0.43,305283.25,247514.67,0.16,0.11
DAE1721986,DEC4CF28844,SUPPLIER_FINANCE,0.18,554978.93,228528.04,-0.2,0.85
DAB0050290,DEC4CF28844,RETAIN_CASH,0.47,631479.19,296680.48,-0.1,0.29
DA0E927F04,DECB646B6F8,PAY_NOW,0.84,428310.11,177498.15,0.29,0.46
DA0FA437A8,DECB646B6F8,PAY_AT_MATURITY,0.3,213333.35,180693.83,-0.13,0.65
DAA5FAD7A4,DECB646B6F8,DELAY_PAYMENT,0.18,160895.2,196405.21,-0.09,0.28
DA45F3A72C,DECB646B6F8,CAPTURE_DISCOUNT,0.66,194373.06,219251.44,0.15,0.68
DA3EDED8E8,DECB646B6F8,BANK_FINANCE,0.62,306907.6,75649.52,-0.22,0.49
DA604F03C4,DECB646B6F8,SUPPLIER_FINANCE,0.75,447600.37,142509.05,0.16,0.3
DAE14A58B6,DECB646B6F8,RETAIN_CASH,0.3,386489.05,144235.39,-0.29,0.57
DA0F894489,DEC1E7982B5,PAY_NOW,0.91,2779122.03,565612.64,-0.12,0.7
DA979A653C,DEC1E7982B5,PAY_AT_MATURITY,0.29,846556.43,727716.82,-0.12,0.63
DA1702C6F8,DEC1E7982B5,DELAY_PAYMENT,0.72,2017769.78,793312.1,0.1,0.47
DA7C2E148D,DEC1E7982B5,CAPTURE_DISCOUNT,0.31,652383.64,1425557.28,-0.07,0.82
DAFA25C25C,DEC1E7982B5,BANK_FINANCE,0.53,1954960.27,1150005.03,-0.01,0.12
DA3B4E0257,DEC1E7982B5,SUPPLIER_FINANCE,0.78,1162298.65,762923.68,0.08,0.19
DA95867422,DEC1E7982B5,RETAIN_CASH,0.8,2030377.22,401468.94,-0.21,0.45
DAEFB57B6A,DEC889215C0,PAY_NOW,0.81,1802513.7,332278.94,-0.07,0.9
DAB5CC2EFF,DEC889215C0,PAY_AT_MATURITY,0.17,1458192.79,1191085.65,0.06,0.44
DAB1532C27,DEC889215C0,DELAY_PAYMENT,0.9,2351679.93,436835.25,-0.08,0.41
DAF90EB186,DEC889215C0,CAPTURE_DISCOUNT,0.4,755265.48,798457.07,0.19,0.48
DAAFADD401,DEC889215C0,BANK_FINANCE,0.74,1110174.83,476946.51,0.19,0.56
DA9E1F29DD,DEC889215C0,SUPPLIER_FINANCE,0.78,1003197.59,305361.84,-0.17,0.47
DAAAD70F4C,DEC889215C0,RETAIN_CASH,0.73,549774.66,1193077.7,0.0,0.35
DAA2604E7B,DECE5CFE738,PAY_NOW,0.83,733896.38,452136.52,0.03,0.79
DA37A70A3F,DECE5CFE738,PAY_AT_MATURITY,0.69,712493.87,401092.66,0.11,0.45
DA83221F8F,DECE5CFE738,DELAY_PAYMENT,0.46,623389.6,371092.4,-0.28,0.48
DA48A91A55,DECE5CFE738,CAPTURE_DISCOUNT,0.7,510564.46,120310.97,-0.07,0.42
DA4FD8763F,DECE5CFE738,BANK_FINANCE,0.45,729492.44,322045.48,-0.12,0.89
