source_table,date,company_id,cash_account_id,opening_balance,daily_inflow,daily_outflow,balance,available_balance,reserved_balance,deployable_cash,customer_id,customer_name,industry,payment_terms,risk_category,total_historical_payments,on_time_payments,late_payments,on_time_probability,average_delay_days,payment_history_tier,alternative_id,decision_id,action,score,cost,benefit,liquidity_impact,risk,decision_item_id,invoice_id,amount,expected_cost,expected_benefit,risk_score,created_at,decision_type,chosen_action,confidence,reasoning,status,event_id,event_type,payload,processed_at,financing_option_id,provider,type,interest_rate,credit_limit,available_amount,minimum_amount,processing_fee,repayment_terms,snapshot_id,forecast_horizon_days,projected_cash,minimum_projected_cash,liquidity_risk,expected_inflows,expected_outflows,reserve_requirement,risk_probability,supplier_id,issue_date,discount_percentage,discount_deadline,late_penalty_percentage,currency,payment_method,actual_payment_date,obligation_id,description,category,due_date,priority,receivable_id,invoice_date,expected_date,collection_probability,expected_delay_days,scenario_id,name,parameters,result,strategic_importance,strategic_importance_score,liquidity_risk_score,payment_terms_days,financing_available,financing_rate,transaction_id,reference_type,reference_id
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA288D1E60,DEC0CC3BE30,RETAIN_CASH,0.88,3699615.64,1217667.75,-0.13,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DACB34E169,DEC9B9B4978,PAY_NOW,0.92,1177832.55,2051325.69,-0.24,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA0AB719D8,DEC9B9B4978,PAY_AT_MATURITY,0.6,4024852.91,1253610.02,-0.19,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAD835F4A6,DEC9B9B4978,DELAY_PAYMENT,0.84,3979423.12,805080.06,-0.05,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA3A3AEC37,DEC9B9B4978,CAPTURE_DISCOUNT,0.25,4333044.6,2172528.91,0.19,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA15ACAB48,DEC9B9B4978,BANK_FINANCE,0.49,732397.6,1369920.2,0.19,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAE373848E,DEC9B9B4978,SUPPLIER_FINANCE,0.82,3969975.31,1614388.56,0.14,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA8EB162DE,DEC9B9B4978,RETAIN_CASH,0.21,3197662.2,1301632.8,-0.3,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAFD2A64FD,DECE331C7EF,PAY_NOW,0.93,448326.46,598411.35,-0.25,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA56D81754,DECE331C7EF,PAY_AT_MATURITY,0.25,350698.09,615676.89,-0.1,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA42266803,DECE331C7EF,DELAY_PAYMENT,0.19,462580.92,275451.1,-0.24,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA0D04970A,DECE331C7EF,CAPTURE_DISCOUNT,0.7,1122117.87,355988.73,0.28,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DADB7E4004,DECE331C7EF,BANK_FINANCE,0.56,1300764.53,516149.41,-0.19,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DADC870790,DECE331C7EF,SUPPLIER_FINANCE,0.4,885031.0,104622.66,0.05,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAFFBB4F94,DECE331C7EF,RETAIN_CASH,0.8,1280221.9,572974.46,0.27,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA68222D3F,DECA73D8B1B,PAY_NOW,0.81,3323514.2,694617.68,0.3,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAE4F726F6,DECA73D8B1B,PAY_AT_MATURITY,0.26,553019.69,1004000.18,-0.19,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA0E325034,DECA73D8B1B,DELAY_PAYMENT,0.19,3536316.32,1523893.93,0.22,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAA8F6EB1D,DECA73D8B1B,CAPTURE_DISCOUNT,0.74,3594438.45,1999729.44,0.25,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA09E2E66B,DECA73D8B1B,BANK_FINANCE,0.8,557220.84,877933.16,-0.16,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAEB43473C,DECA73D8B1B,SUPPLIER_FINANCE,0.2,1473574.35,598913.17,-0.28,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA042FDD2E,DECA73D8B1B,RETAIN_CASH,0.58,1279296.9,1091252.18,0.05,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA6C7AB94E,DEC907A3FC7,PAY_NOW,0.92,1787757.45,2038396.43,-0.15,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA5FE77A8C,DEC907A3FC7,PAY_AT_MATURITY,0.14,572242.35,967466.9,0.01,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA3C422121,DEC907A3FC7,DELAY_PAYMENT,0.2,4174367.57,615959.59,0.06,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA57E02490,DEC907A3FC7,CAPTURE_DISCOUNT,0.22,1995525.25,1485972.7,0.16,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAFD2FA39D,DEC907A3FC7,BANK_FINANCE,0.4,2686750.13,1744789.62,0.28,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAA3323D71,DEC907A3FC7,SUPPLIER_FINANCE,0.3,1974452.41,1959758.28,-0.11,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA84321E50,DEC907A3FC7,RETAIN_CASH,0.82,4396654.72,2214134.56,0.2,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA7452623D,DECC033E377,PAY_NOW,0.81,1405638.8,816012.49,0.29,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA3B2626B0,DECC033E377,PAY_AT_MATURITY,0.62,814392.1,692696.37,0.15,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA6E3EE217,DECC033E377,DELAY_PAYMENT,0.65,1400242.65,243379.04,0.17,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA8BE43E0C,DECC033E377,CAPTURE_DISCOUNT,0.16,1005979.84,229637.32,-0.26,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA24225967,DECC033E377,BANK_FINANCE,0.17,2065155.04,450779.63,-0.02,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAA9F3DA80,DECC033E377,SUPPLIER_FINANCE,0.63,1607636.57,924665.3,-0.04,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA30F9EDC1,DECC033E377,RETAIN_CASH,0.6,1416409.09,1034572.24,0.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAE1F725F6,DEC18ABA2AB,PAY_NOW,0.89,601039.41,293449.46,-0.15,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA188CA9D4,DEC18ABA2AB,PAY_AT_MATURITY,0.24,1192380.25,148663.96,-0.08,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAAF6B539E,DEC18ABA2AB,DELAY_PAYMENT,0.24,996604.06,167214.74,0.21,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA42861DA0,DEC18ABA2AB,CAPTURE_DISCOUNT,0.15,1224852.81,127717.77,-0.1,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAA4FE4687,DEC18ABA2AB,BANK_FINANCE,0.88,255748.57,340686.01,0.08,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA5E660FB8,DEC18ABA2AB,SUPPLIER_FINANCE,0.4,766147.07,280625.88,0.13,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DADF4B312D,DEC18ABA2AB,RETAIN_CASH,0.35,1573524.21,500022.01,0.02,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA848CD15E,DEC7D2FD67C,PAY_NOW,0.87,609637.92,313220.55,-0.04,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAD0BCA9F8,DEC7D2FD67C,PAY_AT_MATURITY,0.34,579994.01,346248.4,0.12,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAF7071379,DEC7D2FD67C,DELAY_PAYMENT,0.86,785557.79,278334.24,-0.24,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA33BA40FF,DEC7D2FD67C,CAPTURE_DISCOUNT,0.35,560373.91,197448.26,0.13,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA4ED930B0,DEC7D2FD67C,BANK_FINANCE,0.51,825580.86,233078.86,0.19,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DABCD3A029,DEC7D2FD67C,SUPPLIER_FINANCE,0.16,747487.49,386981.93,0.2,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA8F0EADE7,DEC7D2FD67C,RETAIN_CASH,0.87,511610.72,243986.16,0.04,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA33ACEC8E,DEC384CCBFD,PAY_NOW,0.81,2227019.11,1202027.5,0.15,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAAECB5AAD,DEC384CCBFD,PAY_AT_MATURITY,0.14,1001099.12,1138274.44,-0.12,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAAEB7FC7F,DEC384CCBFD,DELAY_PAYMENT,0.22,2688355.27,804766.21,-0.07,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA24FFE631,DEC384CCBFD,CAPTURE_DISCOUNT,0.4,1929118.66,288254.28,0.28,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA584F231A,DEC384CCBFD,BANK_FINANCE,0.55,1730435.0,1142987.77,0.18,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA669E94FD,DEC384CCBFD,SUPPLIER_FINANCE,0.32,1286443.45,1674691.65,-0.18,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DACE9D645A,DEC384CCBFD,RETAIN_CASH,0.28,2861276.05,465496.12,-0.21,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA97F8DCA6,DEC4EDD8622,PAY_NOW,0.9,1107155.93,1484867.12,-0.07,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA3D8DB7E5,DEC4EDD8622,PAY_AT_MATURITY,0.17,715310.24,1791231.19,-0.27,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA63C23A9B,DEC4EDD8622,DELAY_PAYMENT,0.18,1630908.87,469016.89,-0.05,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA4A032E91,DEC4EDD8622,CAPTURE_DISCOUNT,0.85,2647234.51,1261487.12,-0.12,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAB3C6E3B8,DEC4EDD8622,BANK_FINANCE,0.23,3379652.34,838153.41,0.01,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAFD4754AB,DEC4EDD8622,SUPPLIER_FINANCE,0.6,4011669.11,1400480.1,0.13,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA2113ABAC,DEC4EDD8622,RETAIN_CASH,0.62,2432489.4,1709400.76,0.05,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA14D46B49,DECB02EA059,PAY_NOW,0.83,3521430.81,961264.03,0.1,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA53B7EF1C,DECB02EA059,PAY_AT_MATURITY,0.53,1120443.64,1389795.39,0.23,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA6D27A426,DECB02EA059,DELAY_PAYMENT,0.29,2966288.6,1827055.01,-0.23,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA53C502AC,DECB02EA059,CAPTURE_DISCOUNT,0.7,656289.02,1407007.11,-0.09,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA39BD78E9,DECB02EA059,BANK_FINANCE,0.85,1722782.47,756018.53,-0.09,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAF034EB0D,DECB02EA059,SUPPLIER_FINANCE,0.11,3607338.84,547157.03,0.1,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA4A6CB587,DECB02EA059,RETAIN_CASH,0.53,2466967.27,1265678.35,0.21,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA85A748B9,DEC33A8F58E,PAY_NOW,0.91,1530913.69,1044859.84,-0.08,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA2FA043D8,DEC33A8F58E,PAY_AT_MATURITY,0.61,518792.9,847512.09,0.08,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA026AEDE8,DEC33A8F58E,DELAY_PAYMENT,0.78,984262.07,249031.8,-0.12,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA5BD7E843,DEC33A8F58E,CAPTURE_DISCOUNT,0.89,2360074.39,632769.26,-0.01,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAA322BC77,DEC33A8F58E,BANK_FINANCE,0.26,584121.09,1242205.7,-0.05,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAF8BD1EBA,DEC33A8F58E,SUPPLIER_FINANCE,0.16,1855221.47,971681.11,-0.23,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAB69D70C9,DEC33A8F58E,RETAIN_CASH,0.25,2103763.89,1269290.16,0.1,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAFF3A42EE,DEC221D5A9A,PAY_NOW,0.86,1296097.68,2325452.5,0.01,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAC247D5CA,DEC221D5A9A,PAY_AT_MATURITY,0.31,2764017.38,2096094.17,0.11,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA6C572CF0,DEC221D5A9A,DELAY_PAYMENT,0.81,1926662.04,2060661.6,-0.05,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA2A43B656,DEC221D5A9A,CAPTURE_DISCOUNT,0.58,4683842.0,1646189.43,-0.14,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA42B5B417,DEC221D5A9A,BANK_FINANCE,0.31,1061448.36,2073305.96,0.27,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DADFACB234,DEC221D5A9A,SUPPLIER_FINANCE,0.27,3250000.16,2008199.72,0.27,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAE23B1D9A,DEC221D5A9A,RETAIN_CASH,0.28,944069.63,648708.41,-0.11,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA8702986C,DECC8A9DB68,PAY_NOW,0.84,1059440.47,539344.42,0.3,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA939C9D24,DECC8A9DB68,PAY_AT_MATURITY,0.62,1703662.44,303311.48,-0.22,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA02C68B0F,DECC8A9DB68,DELAY_PAYMENT,0.25,909356.99,142442.26,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA837E8404,DECC8A9DB68,CAPTURE_DISCOUNT,0.14,939501.14,330387.36,0.11,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DAEFAA50DF,DECC8A9DB68,BANK_FINANCE,0.76,624681.88,755339.45,0.24,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision_alternatives,,,,,,,,,,,,,,,,,,,,,,DA49740616,DECC8A9DB68,SUPPLIER_FINANCE,0.19,660132.4,669183.1,0.01,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
