invoice_id,supplier_id,company_id,amount,issue_date,discount_percentage,discount_deadline,late_penalty_percentage,currency,payment_method,status,actual_payment_date
INV00236,SUP014,COMP001,53973092.95,2025-05-15,2.5,2025-05-30,1.0,INR,IMPS,PAID,2025-06-26
INV00237,SUP010,COMP001,50964609.72,2025-11-09,0.0,,0.0,INR,CHEQUE,PENDING,
INV00238,SUP014,COMP001,42840483.27,2025-03-09,2.0,2025-03-24,0.0,INR,IMPS,PAID,2025-04-23
INV00239,SUP004,COMP001,30414319.76,2025-01-28,1.5,2025-02-07,0.0,INR,IMPS,PAID,2025-02-27
INV00240,SUP001,COMP001,53224606.9,2025-02-19,0.0,,2.0,INR,RTGS,OVERDUE,
INV00241,SUP014,COMP001,19861367.29,2025-04-22,0.0,,2.0,INR,NEFT,PAID,2025-06-06
INV00242,SUP004,COMP001,47549832.46,2025-09-14,2.5,2025-09-24,2.0,INR,RTGS,PAID,2025-10-14
INV00243,SUP011,COMP001,8298993.25,2025-05-06,0.0,,2.0,INR,NEFT,PAID,2025-07-02
INV00244,SUP001,COMP001,7786933.68,2025-09-03,0.0,,0.0,INR,CHEQUE,PAID,2025-09-30
INV00245,SUP004,COMP001,15589091.11,2025-12-12,0.0,,0.0,INR,RTGS,PENDING,
INV00246,SUP001,COMP001,32664679.04,2025-06-01,0.0,,1.5,INR,CHEQUE,PAID,2025-07-01
INV00247,SUP011,COMP001,9870581.94,2025-11-25,2.5,2025-12-15,1.0,INR,RTGS,PENDING,
INV00248,SUP013,COMP001,22681849.41,2025-04-11,1.0,2025-05-01,0.0,INR,NEFT,PAID,2025-06-08
INV00249,SUP002,COMP001,50046670.84,2025-06-21,0.0,,2.0,INR,IMPS,PAID,2025-07-27
INV00250,SUP013,COMP001,40334192.99,2025-06-03,1.5,2025-06-23,0.0,INR,RTGS,PAID,2025-08-01
INV00251,SUP010,COMP001,41511217.38,2025-12-13,0.0,,2.0,INR,NEFT,PENDING,
INV00252,SUP007,COMP001,19445433.02,2025-09-01,2.5,2025-09-11,1.0,INR,IMPS,PAID,2025-09-29
INV00253,SUP007,COMP001,34156559.37,2025-08-13,2.0,2025-08-23,1.0,INR,RTGS,OVERDUE,
INV00254,SUP004,COMP001,48749989.24,2025-05-10,2.0,2025-05-20,1.5,INR,NEFT,PAID,2025-06-06
INV00255,SUP014,COMP001,3492159.19,2025-08-14,0.0,,1.5,INR,RTGS,PAID,2025-09-27
INV00256,SUP011,COMP001,32083224.03,2025-09-06,0.0,,1.0,INR,CHEQUE,OVERDUE,
INV00257,SUP015,COMP001,52301825.59,2025-05-12,2.0,2025-05-27,1.0,INR,RTGS,PAID,2025-06-25
INV00258,SUP014,COMP001,24636891.68,2025-10-02,1.0,2025-10-17,2.0,INR,RTGS,PAID,2025-11-16
INV00259,SUP013,COMP001,34761151.86,2025-03-30,0.0,,0.0,INR,NEFT,PAID,2025-05-26
INV00260,SUP011,COMP001,43407158.61,2025-10-10,1.5,2025-10-30,2.0,INR,CHEQUE,PAID,2025-12-08
INV00261,SUP005,COMP001,36790467.8,2025-02-05,2.5,2025-02-20,0.0,INR,IMPS,OVERDUE,
INV00262,SUP015,COMP001,16565231.22,2025-06-28,2.0,2025-07-13,0.0,INR,RTGS,PAID,2025-08-10
INV00263,SUP006,COMP001,57567663.92,2025-08-15,1.5,2025-08-30,0.0,INR,NEFT,PAID,2025-09-26
INV00264,SUP006,COMP001,10608770.95,2025-05-27,1.0,2025-06-11,1.0,INR,RTGS,PAID,2025-07-09
INV00265,SUP004,COMP001,19807644.24,2025-01-10,1.5,2025-01-20,1.5,INR,IMPS,PAID,2025-02-09
INV00266,SUP008,COMP001,34697110.81,2025-04-04,0.0,,1.5,INR,CHEQUE,PAID,2025-05-25
INV00267,SUP011,COMP001,31188745.12,2025-02-14,0.0,,1.5,INR,IMPS,PAID,2025-04-13
INV00268,SUP012,COMP001,33327953.58,2025-09-23,2.5,2025-10-13,2.0,INR,CHEQUE,PAID,2025-11-19
INV00269,SUP004,COMP001,11321119.71,2025-02-22,2.5,2025-03-04,2.0,INR,NEFT,PAID,2025-03-23
INV00270,SUP006,COMP001,51891805.96,2025-06-02,1.0,2025-06-17,0.0,INR,IMPS,PAID,2025-07-14
INV00271,SUP008,COMP001,5020058.62,2025-06-13,0.0,,0.0,INR,NEFT,PAID,2025-07-28
INV00272,SUP015,COMP001,41326881.29,2025-11-18,0.0,,1.5,INR,NEFT,PENDING,
INV00273,SUP008,COMP001,42218532.81,2025-07-28,1.5,2025-08-12,1.0,INR,NEFT,PAID,2025-09-08
INV00274,SUP002,COMP001,11949768.6,2025-03-14,1.5,2025-03-24,2.0,INR,RTGS,PAID,2025-04-11
INV00275,SUP012,COMP001,21627336.08,2025-11-14,1.0,2025-12-04,2.0,INR,IMPS,PENDING,
INV00276,SUP003,COMP001,31358712.88,2025-12-01,0.0,,2.0,INR,RTGS,OVERDUE,
INV00277,SUP005,COMP001,27717060.92,2025-10-18,0.0,,1.5,INR,NEFT,PAID,2025-12-10
INV00278,SUP008,COMP001,44640959.01,2025-05-31,1.5,2025-06-15,1.0,INR,RTGS,PAID,2025-07-12
INV00279,SUP001,COMP001,42435799.12,2025-09-10,2.5,2025-09-20,0.0,INR,RTGS,PAID,2025-10-10
INV00280,SUP014,COMP001,50181804.25,2025-01-12,1.0,2025-01-27,0.0,INR,CHEQUE,OVERDUE,
INV00281,SUP008,COMP001,58979710.36,2025-11-30,0.0,,0.0,INR,NEFT,PENDING,
INV00282,SUP010,COMP001,33767112.64,2025-11-11,0.0,,1.5,INR,IMPS,PENDING,
INV00283,SUP006,COMP001,34248309.57,2025-07-19,2.0,2025-08-03,2.0,INR,CHEQUE,PAID,2025-09-02
INV00284,SUP001,COMP001,54311340.47,2025-01-27,0.0,,1.5,INR,NEFT,PAID,2025-03-09
INV00285,SUP010,COMP001,37230373.05,2025-10-06,0.0,,0.0,INR,NEFT,OVERDUE,
INV00286,SUP004,COMP001,33305581.83,2025-08-03,1.5,2025-08-13,2.0,INR,IMPS,OVERDUE,
INV00287,SUP006,COMP001,9643910.39,2025-09-01,2.0,2025-09-16,0.0,INR,NEFT,PAID,2025-10-16
INV00288,SUP014,COMP001,7283263.57,2025-07-07,1.5,2025-07-22,2.0,INR,CHEQUE,PAID,2025-08-19
INV00289,SUP006,COMP001,41000565.79,2025-09-28,0.0,,1.5,INR,NEFT,OVERDUE,
INV00290,SUP005,COMP001,59346350.75,2025-04-06,2.0,2025-04-21,0.0,INR,RTGS,OVERDUE,
INV00291,SUP001,COMP001,6157066.36,2025-07-30,1.5,2025-08-09,0.0,INR,IMPS,PAID,2025-08-29
INV00292,SUP011,COMP001,40264157.71,2025-04-30,2.5,2025-05-20,0.0,INR,NEFT,PAID,2025-07-12
INV00293,SUP010,COMP001,13687929.93,2025-07-03,2.5,2025-07-23,0.0,INR,NEFT,PAID,2025-08-30
INV00294,SUP011,COMP001,52051069.66,2025-07-05,2.5,2025-07-25,1.0,INR,RTGS,PAID,2025-09-17
INV00295,SUP003,COMP001,38564840.99,2025-10-16,0.0,,1.5,INR,NEFT,PAID,2025-11-06
INV00296,SUP014,COMP001,14627666.35,2025-11-26,1.0,2025-12-11,0.0,INR,NEFT,PENDING,
INV00297,SUP005,COMP001,50187759.65,2025-04-25,0.0,,0.0,INR,NEFT,PAID,2025-06-18
INV00298,SUP002,COMP001,12758403.4,2025-08-12,0.0,,0.0,INR,NEFT,PAID,2025-09-11
INV00299,SUP002,COMP001,58570252.28,2025-02-03,2.5,2025-02-13,2.0,INR,NEFT,OVERDUE,
INV00300,SUP011,COMP001,37903576.26,2025-01-21,1.0,2025-02-10,0.0,INR,IMPS,PAID,2025-03-22
INV00301,SUP013,COMP001,54355670.93,2025-01-04,2.0,2025-01-24,2.0,INR,RTGS,PAID,2025-03-02
INV00302,SUP015,COMP001,54310506.14,2025-08-29,1.0,2025-09-13,0.0,INR,IMPS,PAID,2025-10-20
INV00303,SUP015,COMP001,54519518.8,2025-12-16,0.0,,0.0,INR,CHEQUE,PENDING,
INV00304,SUP013,COMP001,42108326.78,2025-12-07,2.0,2025-12-27,0.0,INR,IMPS,PENDING,
INV00305,SUP010,COMP001,35510072.76,2025-06-28,0.0,,1.0,INR,CHEQUE,PAID,2025-08-26
INV00306,SUP011,COMP001,34840968.68,2025-07-05,0.0,,1.0,INR,NEFT,PAID,2025-09-05
INV00307,SUP004,COMP001,42536900.61,2025-08-26,2.0,2025-09-05,1.5,INR,NEFT,OVERDUE,
INV00308,SUP002,COMP001,12104819.62,2025-11-06,2.0,2025-11-16,1.5,INR,NEFT,PAID,2025-12-04
INV00309,SUP003,COMP001,12972774.34,2025-01-11,2.0,2025-01-18,2.0,INR,CHEQUE,PAID,2025-01-28
INV00310,SUP013,COMP001,14417488.81,2025-08-20,0.0,,1.0,INR,NEFT,PAID,2025-10-18
INV00311,SUP014,COMP001,5947861.62,2025-12-04,0.0,,1.5,INR,IMPS,PENDING,
INV00312,SUP015,COMP001,53213449.1,2025-07-15,1.0,2025-07-30,0.0,INR,CHEQUE,PAID,2025-08-29
INV00313,SUP013,COMP001,28139005.25,2025-06-17,1.0,2025-07-07,1.5,INR,RTGS,PAID,2025-08-13
INV00314,SUP013,COMP001,15818112.68,2025-03-07,2.0,2025-03-27,1.0,INR,RTGS,OVERDUE,
INV00315,SUP007,COMP001,33675048.95,2025-08-30,0.0,,0.0,INR,RTGS,PAID,2025-09-29
INV00316,SUP015,COMP001,6613478.61,2025-11-22,2.0,2025-12-07,1.5,INR,CHEQUE,PENDING,
INV00317,SUP015,COMP001,9138125.19,2025-10-02,1.5,2025-10-17,1.0,INR,NEFT,PAID,2025-11-14
INV00318,SUP014,COMP001,8280986.34,2025-08-02,2.0,2025-08-17,1.0,INR,NEFT,PAID,2025-09-13
INV00319,SUP006,COMP001,19149019.32,2025-05-31,2.5,2025-06-15,1.5,INR,NEFT,PAID,2025-08-01
INV00320,SUP004,COMP001,53531723.09,2025-03-06,2.0,2025-03-16,2.0,INR,IMPS,PAID,2025-04-05
INV00321,SUP014,COMP001,44240335.43,2025-10-04,0.0,,0.0,INR,CHEQUE,PAID,2025-11-18
INV00322,SUP011,COMP001,20763071.87,2025-07-10,2.0,2025-07-30,1.5,INR,CHEQUE,OVERDUE,
INV00323,SUP001,COMP001,20705555.34,2025-07-27,0.0,,0.0,INR,NEFT,PAID,2025-09-01
INV00324,SUP006,COMP001,9772049.29,2025-03-19,2.5,2025-04-03,2.0,INR,IMPS,PAID,2025-05-02
INV00325,SUP013,COMP001,34548287.1,2025-05-16,0.0,,1.5,INR,RTGS,OVERDUE,
INV00326,SUP011,COMP001,32101382.1,2025-10-22,0.0,,2.0,INR,CHEQUE,PAID,2025-12-19
INV00327,SUP015,COMP001,3172555.0,2025-09-27,1.0,2025-10-12,0.0,INR,CHEQUE,PAID,2025-11-11
INV00328,SUP012,COMP001,6424534.92,2025-10-01,2.0,2025-10-21,1.5,INR,RTGS,PAID,2025-12-13
INV00329,SUP005,COMP001,32466236.25,2025-01-22,2.5,2025-02-06,0.0,INR,IMPS,PAID,2025-03-07
INV00330,SUP015,COMP001,23086404.14,2025-03-22,2.5,2025-04-06,1.0,INR,CHEQUE,PAID,2025-05-04
INV00331,SUP011,COMP001,23599486.73,2025-06-08,1.0,2025-06-28,2.0,INR,IMPS,OVERDUE,
INV00332,SUP001,COMP001,31287086.76,2025-08-17,1.0,2025-08-27,1.5,INR,IMPS,PAID,2025-09-16
INV00333,SUP013,COMP001,18887407.96,2025-07-17,0.0,,0.0,INR,CHEQUE,PAID,2025-09-13
INV00334,SUP006,COMP001,53379126.99,2025-08-10,2.0,2025-08-25,1.0,INR,CHEQUE,PAID,2025-09-22
INV00335,SUP002,COMP001,9704618.89,2025-01-10,0.0,,0.0,INR,NEFT,PAID,2025-02-06
INV00336,SUP015,COMP001,27688979.44,2025-09-07,1.0,2025-09-22,1.0,INR,IMPS,PAID,2025-10-19
INV00337,SUP008,COMP001,11805059.78,2025-05-01,0.0,,2.0,INR,CHEQUE,PAID,2025-06-15
INV00338,SUP015,COMP001,14502261.58,2025-11-08,2.5,2025-11-23,2.0,INR,IMPS,PAID,2026-01-06
INV00339,SUP010,COMP001,52434196.37,2025-01-27,0.0,,1.0,INR,RTGS,PAID,2025-04-20
INV00340,SUP008,COMP001,14664296.0,2025-08-05,0.0,,1.0,INR,CHEQUE,PAID,2025-09-19
INV00341,SUP014,COMP001,9243177.67,2025-12-16,1.0,2025-12-31,0.0,INR,CHEQUE,PENDING,
INV00342,SUP005,COMP001,43741954.83,2025-02-25,0.0,,2.0,INR,NEFT,PAID,2025-04-09
INV00343,SUP003,COMP001,42289437.85,2025-07-29,1.0,2025-08-05,2.0,INR,CHEQUE,PAID,2025-08-10
INV00344,SUP010,COMP001,14353734.99,2025-03-01,1.5,2025-03-21,2.0,INR,CHEQUE,PAID,2025-04-28
INV00345,SUP010,COMP001,48372468.23,2025-12-08,1.0,2025-12-28,1.5,INR,CHEQUE,PENDING,
INV00346,SUP004,COMP001,45529010.63,2025-07-07,0.0,,1.5,INR,RTGS,PAID,2025-08-05
INV00347,SUP009,COMP001,47435785.77,2025-06-20,1.0,2025-07-05,2.0,INR,IMPS,PAID,2025-08-04
INV00348,SUP003,COMP001,9160209.29,2025-02-23,0.0,,1.0,INR,CHEQUE,PAID,2025-03-08
INV00349,SUP014,COMP001,7081949.69,2025-03-04,1.5,2025-03-19,0.0,INR,IMPS,OVERDUE,
INV00350,SUP011,COMP001,10744152.07,2025-03-16,0.0,,2.0,INR,IMPS,PAID,2025-05-12
INV00351,SUP011,COMP001,3523050.71,2025-05-10,1.5,2025-05-30,0.0,INR,CHEQUE,PAID,2025-08-05
INV00352,SUP005,COMP001,19153086.91,2025-01-10,1.5,2025-01-25,1.5,INR,NEFT,PAID,2025-02-22
INV00353,SUP003,COMP001,22501357.65,2025-08-16,1.5,2025-08-23,0.0,INR,CHEQUE,PAID,2025-09-07
INV00354,SUP001,COMP001,47906712.6,2025-12-21,2.5,2025-12-31,2.0,INR,NEFT,PENDING,
INV00355,SUP014,COMP001,44458552.02,2025-05-29,0.0,,0.0,INR,IMPS,OVERDUE,
INV00356,SUP002,COMP001,10541347.45,2025-05-21,1.5,2025-05-31,2.0,INR,IMPS,PAID,2025-07-04
INV00357,SUP003,COMP001,37205785.08,2025-12-19,1.5,2025-12-26,1.5,INR,CHEQUE,PENDING,
INV00358,SUP009,COMP001,14937912.1,2025-09-26,0.0,,2.0,INR,RTGS,PAID,2025-11-07
INV00359,SUP007,COMP001,19566017.2,2025-10-19,0.0,,1.5,INR,RTGS,PAID,2025-11-20
INV00360,SUP013,COMP001,35950615.28,2025-11-26,0.0,,2.0,INR,NEFT,PENDING,
INV00361,SUP007,COMP001,11942035.75,2025-09-20,0.0,,1.0,INR,RTGS,PAID,2025-10-20
INV00362,SUP012,COMP001,50100294.58,2025-07-30,2.5,2025-08-19,1.5,INR,NEFT,PAID,2025-09-26
INV00363,SUP007,COMP001,56465854.66,2025-12-08,2.0,2025-12-18,1.5,INR,IMPS,PENDING,
INV00364,SUP015,COMP001,39850709.23,2025-03-19,1.0,2025-04-03,0.0,INR,NEFT,PAID,2025-05-03
INV00365,SUP013,COMP001,28711482.45,2025-08-13,0.0,,2.0,INR,IMPS,PAID,2025-10-15
INV00366,SUP004,COMP001,15864788.66,2025-05-05,1.5,2025-05-15,2.0,INR,IMPS,PAID,2025-06-01
INV00367,SUP012,COMP001,20733261.71,2025-04-20,1.5,2025-05-10,1.5,INR,IMPS,PAID,2025-06-18
INV00368,SUP009,COMP001,26016205.75,2025-11-18,1.5,2025-12-03,1.5,INR,NEFT,PENDING,
INV00369,SUP008,COMP001,58531351.73,2025-08-10,0.0,,1.0,INR,RTGS,PAID,2025-10-04
INV00370,SUP012,COMP001,16143863.98,2025-09-03,2.0,2025-09-23,2.0,INR,CHEQUE,PAID,2025-11-09
INV00371,SUP007,COMP001,5138927.5,2025-01-19,0.0,,0.0,INR,CHEQUE,PAID,2025-02-15
INV00372,SUP008,COMP001,54326061.76,2025-06-22,2.5,2025-07-07,1.0,INR,CHEQUE,PAID,2025-08-06
INV00373,SUP008,COMP001,4699102.99,2025-09-06,0.0,,2.0,INR,IMPS,PAID,2025-10-19
INV00374,SUP010,COMP001,6130619.04,2025-05-07,1.0,2025-05-27,1.5,INR,RTGS,PAID,2025-07-04
INV00375,SUP014,COMP001,6349123.43,2025-03-17,0.0,,0.0,INR,NEFT,PAID,2025-04-28
INV00376,SUP006,COMP001,36787369.29,2025-05-11,0.0,,1.0,INR,NEFT,PAID,2025-06-25
INV00377,SUP002,COMP001,45784551.05,2025-02-02,0.0,,1.0,INR,CHEQUE,PAID,2025-03-03
INV00378,SUP002,COMP001,7272370.73,2025-06-07,1.5,2025-06-17,1.5,INR,NEFT,PAID,2025-07-07
INV00379,SUP005,COMP001,17914376.92,2025-04-20,1.5,2025-05-05,0.0,INR,NEFT,PAID,2025-06-01
INV00380,SUP001,COMP001,5277715.93,2025-07-05,1.0,2025-07-15,1.5,INR,CHEQUE,PAID,2025-08-02
INV00381,SUP002,COMP001,38581702.56,2025-03-21,1.5,2025-03-31,1.0,INR,CHEQUE,PAID,2025-04-17
INV00382,SUP013,COMP001,9045013.67,2025-02-02,2.5,2025-02-22,2.0,INR,RTGS,PAID,2025-04-18
INV00383,SUP011,COMP001,42012904.61,2025-03-27,1.5,2025-04-16,1.0,INR,NEFT,PAID,2025-05-25
INV00384,SUP011,COMP001,18030825.07,2025-02-24,2.0,2025-03-16,1.5,INR,CHEQUE,PAID,2025-04-25
INV00385,SUP009,COMP001,44036807.24,2025-09-09,2.0,2025-09-24,1.5,INR,RTGS,PAID,2025-10-23
INV00386,SUP010,COMP001,11290913.28,2025-03-13,0.0,,2.0,INR,IMPS,PAID,2025-05-28
INV00387,SUP005,COMP001,54089859.81,2025-12-09,2.5,2025-12-24,2.0,INR,NEFT,PENDING,
INV00388,SUP015,COMP001,48966754.74,2025-11-21,1.5,2025-12-06,2.0,INR,NEFT,PENDING,
INV00389,SUP014,COMP001,22618232.3,2025-04-30,0.0,,0.0,INR,RTGS,OVERDUE,
INV00390,SUP012,COMP001,10791460.83,2025-07-06,2.0,2025-07-26,1.0,INR,IMPS,OVERDUE,
INV00391,SUP010,COMP001,59820417.88,2025-08-22,0.0,,1.5,INR,IMPS,PAID,2025-10-28
INV00392,SUP007,COMP001,59959267.91,2025-08-13,0.0,,2.0,INR,NEFT,PAID,2025-09-09
INV00393,SUP001,COMP001,34206937.4,2025-06-12,1.5,2025-06-22,1.0,INR,IMPS,PAID,2025-07-12
INV00394,SUP006,COMP001,15301386.68,2025-02-22,2.5,2025-03-09,0.0,INR,IMPS,PAID,2025-04-06
INV00395,SUP015,COMP001,29870082.52,2025-10-17,2.5,2025-11-01,1.0,INR,IMPS,PAID,2025-11-29
INV00396,SUP006,COMP001,55258226.55,2025-10-25,1.0,2025-11-09,0.0,INR,IMPS,PAID,2025-12-07
INV00397,SUP011,COMP001,18102669.41,2025-05-29,0.0,,1.5,INR,RTGS,PAID,2025-07-25
INV00398,SUP015,COMP001,35102588.15,2025-07-02,0.0,,1.5,INR,IMPS,PAID,2025-08-13
INV00399,SUP001,COMP001,14152507.26,2025-10-24,2.5,2025-11-03,1.5,INR,NEFT,PAID,2025-11-21
INV00400,SUP001,COMP001,25059669.39,2025-09-25,1.5,2025-10-05,0.0,INR,IMPS,PAID,2025-10-23
INV00401,SUP015,COMP001,11074337.92,2025-07-16,2.0,2025-07-31,1.5,INR,RTGS,PAID,2025-09-16
INV00402,SUP001,COMP001,55158720.89,2025-09-03,0.0,,0.0,INR,NEFT,PAID,2025-10-11
INV00403,SUP009,COMP001,58848843.18,2025-12-14,2.5,2025-12-29,1.5,INR,CHEQUE,PENDING,
INV00404,SUP015,COMP001,39097656.97,2025-04-21,1.0,2025-05-06,2.0,INR,CHEQUE,PAID,2025-06-05
INV00405,SUP012,COMP001,25024810.43,2025-02-27,0.0,,2.0,INR,CHEQUE,PAID,2025-04-27
INV00406,SUP008,COMP001,54792408.89,2025-01-08,1.0,2025-01-23,1.0,INR,NEFT,PAID,2025-02-20
INV00407,SUP006,COMP001,13091189.62,2025-04-30,2.5,2025-05-15,1.5,INR,RTGS,OVERDUE,
INV00408,SUP010,COMP001,57054483.0,2025-11-02,1.0,2025-11-22,1.0,INR,NEFT,PENDING,
INV00409,SUP013,COMP001,15489445.14,2025-04-11,1.5,2025-05-01,1.0,INR,IMPS,OVERDUE,
INV00410,SUP003,COMP001,13166187.21,2025-05-23,2.5,2025-05-30,0.0,INR,NEFT,PAID,2025-06-05
INV00411,SUP007,COMP001,49130824.51,2025-06-05,0.0,,2.0,INR,NEFT,PAID,2025-07-02
INV00412,SUP007,COMP001,59748587.5,2025-09-29,0.0,,0.0,INR,RTGS,PAID,2025-11-09
INV00413,SUP013,COMP001,54129739.77,2025-11-11,1.5,2025-12-01,0.0,INR,RTGS,PENDING,
INV00414,SUP005,COMP001,32309796.92,2025-01-01,0.0,,1.0,INR,IMPS,PAID,2025-02-12
INV00415,SUP012,COMP001,49455952.95,2025-07-14,0.0,,0.0,INR,RTGS,PAID,2025-09-10
INV00416,SUP012,COMP001,6410592.77,2025-06-19,0.0,,2.0,INR,RTGS,OVERDUE,
INV00417,SUP008,COMP001,23674918.97,2025-08-27,2.5,2025-09-11,1.0,INR,RTGS,OVERDUE,
INV00418,SUP006,COMP001,53902948.36,2025-02-21,2.5,2025-03-08,2.0,INR,RTGS,PAID,2025-04-22
INV00419,SUP008,COMP001,30402516.87,2025-09-11,0.0,,1.5,INR,RTGS,PAID,2025-10-23
INV00420,SUP003,COMP001,36684794.95,2025-01-31,2.5,2025-02-07,0.0,INR,CHEQUE,PAID,2025-02-14
INV00421,SUP010,COMP001,29532749.24,2025-02-04,1.0,2025-02-24,2.0,INR,CHEQUE,PAID,2025-04-29
INV00422,SUP003,COMP001,4139178.07,2025-06-29,1.5,2025-07-06,1.5,INR,CHEQUE,PAID,2025-07-16
INV00423,SUP011,COMP001,58750222.88,2025-12-19,0.0,,1.0,INR,IMPS,PENDING,
INV00424,SUP011,COMP001,53031295.7,2025-04-23,1.5,2025-05-13,0.0,INR,CHEQUE,PAID,2025-06-20
INV00425,SUP013,COMP001,32665299.37,2025-06-07,0.0,,2.0,INR,CHEQUE,OVERDUE,
INV00426,SUP001,COMP001,56074243.96,2025-01-14,2.0,2025-01-24,1.5,INR,IMPS,PAID,2025-02-11
INV00427,SUP011,COMP001,57056547.69,2025-04-23,0.0,,0.0,INR,RTGS,PAID,2025-06-19
INV00428,SUP003,COMP001,8882679.34,2025-09-09,1.0,2025-09-16,1.0,INR,IMPS,PAID,2025-09-24
INV00429,SUP004,COMP001,23451569.7,2025-02-07,1.5,2025-02-17,0.0,INR,NEFT,PAID,2025-03-09
INV00430,SUP015,COMP001,26068721.99,2025-06-03,0.0,,0.0,INR,RTGS,PAID,2025-07-18
INV00431,SUP008,COMP001,46399359.6,2025-03-03,0.0,,0.0,INR,NEFT,PAID,2025-04-15
INV00432,SUP015,COMP001,42272407.46,2025-12-09,0.0,,1.0,INR,RTGS,PENDING,
INV00433,SUP009,COMP001,16921859.41,2025-10-19,1.0,2025-11-03,1.5,INR,NEFT,PAID,2025-12-02
INV00434,SUP011,COMP001,10218123.69,2025-04-06,0.0,,2.0,INR,IMPS,PAID,2025-06-02
INV00435,SUP009,COMP001,52290221.02,2025-04-26,1.0,2025-05-11,1.0,INR,RTGS,PAID,2025-06-10
INV00436,SUP015,COMP001,57198391.46,2025-07-21,2.0,2025-08-05,1.0,INR,RTGS,OVERDUE,
INV00437,SUP005,COMP001,43112053.76,2025-08-30,2.0,2025-09-14,0.0,INR,CHEQUE,PAID,2025-10-12
INV00438,SUP007,COMP001,35578755.43,2025-12-02,2.5,2025-12-12,2.0,INR,NEFT,PENDING,
INV00439,SUP010,COMP001,23856506.74,2025-05-11,0.0,,0.0,INR,NEFT,PAID,2025-07-07
INV00440,SUP011,COMP001,20737969.59,2025-08-27,2.5,2025-09-16,0.0,INR,CHEQUE,PAID,2025-11-16
INV00441,SUP002,COMP001,28651573.91,2025-03-25,0.0,,2.0,INR,IMPS,PAID,2025-04-25
INV00442,SUP011,COMP001,10802978.53,2025-10-24,0.0,,1.5,INR,CHEQUE,PAID,2025-12-31
INV00443,SUP002,COMP001,23632960.26,2025-01-04,2.0,2025-01-14,0.0,INR,NEFT,PAID,2025-02-02
INV00444,SUP005,COMP001,44331047.08,2025-07-16,0.0,,1.0,INR,IMPS,PAID,2025-08-27
INV00445,SUP002,COMP001,18428136.38,2025-07-22,0.0,,2.0,INR,NEFT,OVERDUE,
INV00446,SUP006,COMP001,56225568.66,2025-01-11,1.0,2025-01-26,2.0,INR,IMPS,OVERDUE,
INV00447,SUP007,COMP001,18705927.22,2025-04-24,0.0,,0.0,INR,NEFT,PAID,2025-05-23
INV00448,SUP008,COMP001,15819348.77,2025-11-03,1.0,2025-11-18,0.0,INR,RTGS,PAID,2025-12-18
INV00449,SUP003,COMP001,41810715.79,2025-03-13,0.0,,0.0,INR,CHEQUE,PAID,2025-03-27
INV00450,SUP014,COMP001,54001688.96,2025-08-19,1.5,2025-09-03,2.0,INR,IMPS,PAID,2025-10-15
INV00451,SUP009,COMP001,59230492.6,2025-04-22,0.0,,1.0,INR,RTGS,PAID,2025-06-14
INV00452,SUP009,COMP001,19934034.21,2025-12-07,2.0,2025-12-22,1.0,INR,CHEQUE,PENDING,
INV00453,SUP007,COMP001,42167735.21,2025-06-21,1.0,2025-07-01,1.5,INR,RTGS,PAID,2025-07-18
INV00454,SUP012,COMP001,16183941.26,2025-12-15,0.0,,1.5,INR,RTGS,PENDING,
INV00455,SUP014,COMP001,26744604.15,2025-03-23,0.0,,0.0,INR,NEFT,PAID,2025-05-05
INV00456,SUP002,COMP001,38175261.29,2025-09-09,2.0,2025-09-19,2.0,INR,RTGS,PAID,2025-10-06
INV00457,SUP008,COMP001,58874414.83,2025-03-14,0.0,,2.0,INR,RTGS,PAID,2025-04-25
INV00458,SUP004,COMP001,30357762.39,2025-11-08,2.0,2025-11-18,1.5,INR,IMPS,PAID,2025-12-06
INV00459,SUP006,COMP001,26539830.82,2025-05-09,0.0,,1.0,INR,CHEQUE,OVERDUE,
INV00460,SUP003,COMP001,22632544.74,2025-06-02,0.0,,0.0,INR,IMPS,OVERDUE,
INV00461,SUP008,COMP001,56016883.69,2025-08-27,1.0,2025-09-11,0.0,INR,NEFT,PAID,2025-10-10
INV00462,SUP001,COMP001,51449229.97,2025-09-03,0.0,,1.5,INR,RTGS,PAID,2025-10-02
INV00463,SUP001,COMP001,23207993.8,2025-12-13,0.0,,1.5,INR,IMPS,PENDING,
INV00464,SUP012,COMP001,5740487.98,2025-06-28,2.0,2025-07-18,0.0,INR,IMPS,PAID,2025-08-24
INV00465,SUP006,COMP001,52793606.64,2025-10-10,0.0,,1.5,INR,NEFT,PAID,2025-12-11
INV00466,SUP013,COMP001,21470452.04,2025-12-03,1.5,2025-12-23,1.0,INR,CHEQUE,PENDING,
INV00467,SUP008,COMP001,6438952.86,2025-04-09,1.0,2025-04-24,1.5,INR,IMPS,PAID,2025-05-21
INV00468,SUP005,COMP001,22333814.42,2025-09-08,0.0,,1.0,INR,RTGS,PAID,2025-11-05
INV00469,SUP004,COMP001,57421370.89,2025-04-16,1.0,2025-04-26,1.5,INR,IMPS,PAID,2025-05-14
INV00470,SUP007,COMP001,12215145.37,2025-05-23,0.0,,1.0,INR,NEFT,PAID,2025-06-24
INV00471,SUP004,COMP001,47703168.7,2025-10-29,2.5,2025-11-08,0.0,INR,RTGS,PAID,2025-11-28
