event_id,company_id,event_type,payload,created_at,processed_at,status
EVTA61A544B,COMP001,INTEREST_RATE_CHANGED,"{""old_rate"": 0.095, ""new_rate"": 0.12}",2025-10-24,2025-10-24 01:00:00,PROCESSED
EVTDEB9DFDB,COMP001,NEW_OBLIGATION,"{""supplier_id"": ""SUP007"", ""amount"": 45465984.99, ""due_days"": 30}",2025-10-27,2025-10-27 05:00:00,PROCESSED
EVTC2EE519F,COMP001,FINANCING_DRAWN,"{""financing_option_id"": ""FIN004"", ""amount"": 23127316.17}",2025-10-27,2025-10-27 04:00:00,PROCESSED
EVT776D5925,COMP001,INTEREST_RATE_CHANGED,"{""old_rate"": 0.099, ""new_rate"": 0.122}",2025-10-30,2025-10-30 03:00:00,PROCESSED
EVT3E7A64D2,COMP001,SUPPLIER_PAYMENT,"{""supplier_id"": ""SUP002"", ""amount"": 45956416.97}",2025-10-30,2025-10-30 03:00:00,PROCESSED
EVT7322B044,COMP001,SUPPLIER_PAYMENT,"{""supplier_id"": ""SUP002"", ""amount"": 35678090.96}",2025-10-30,2025-10-30 05:00:00,PROCESSED
EVT16A80414,COMP001,FINANCING_DRAWN,"{""financing_option_id"": ""FIN005"", ""amount"": 54971465.4}",2025-11-05,2025-11-05 01:00:00,PROCESSED
EVT39635C59,COMP001,NEW_OBLIGATION,"{""supplier_id"": ""SUP008"", ""amount"": 49971646.01, ""due_days"": 60}",2025-11-05,2025-11-05 04:00:00,PROCESSED
EVT3B82C8F6,COMP001,PAYMENT_RECEIVED,"{""amount"": 37863211.87, ""customer_id"": ""CUST021""}",2025-11-07,2025-11-07 02:00:00,PROCESSED
EVTCA5A1D30,COMP001,UNEXPECTED_EXPENSE,"{""amount"": 30709550.97, ""reason"": ""Emergency repair""}",2025-11-07,2025-11-07 04:00:00,PROCESSED
EVT14084EAA,COMP001,NEW_OBLIGATION,"{""supplier_id"": ""SUP005"", ""amount"": 51046614.87, ""due_days"": 15}",2025-11-09,2025-11-09 04:00:00,PROCESSED
EVT6BBF4DA6,COMP001,PAYMENT_RECEIVED,"{""amount"": 46185786.9, ""customer_id"": ""CUST016""}",2025-11-13,2025-11-13 05:00:00,PROCESSED
EVTF9944929,COMP001,RECEIVABLE_DELAYED,"{""customer_id"": ""CUST023"", ""delay_days"": 27, ""original_expected_date"": ""2025-09-21"", ""new_expected_date"": ""2025-10-18""}",2025-11-13,2025-11-13 02:00:00,PROCESSED
EVTE8159A8D,COMP001,UNEXPECTED_EXPENSE,"{""amount"": 30629707.88, ""reason"": ""Equipment failure""}",2025-11-18,2025-11-18 03:00:00,PROCESSED
EVTE6C6AA7C,COMP001,UNEXPECTED_EXPENSE,"{""amount"": 40664168.85, ""reason"": ""Equipment failure""}",2025-11-19,2025-11-19 01:00:00,PROCESSED
EVT7708B5D4,COMP001,INVOICE_CREATED,"{""amount"": 17926837.45, ""customer_id"": ""CUST002"", ""payment_terms"": 30}",2025-11-25,2025-11-25 05:00:00,PROCESSED
EVT225C6EBB,COMP001,INTEREST_RATE_CHANGED,"{""old_rate"": 0.085, ""new_rate"": 0.091}",2025-11-26,2025-11-26 06:00:00,PROCESSED
EVT5BD3507C,COMP001,UNEXPECTED_EXPENSE,"{""amount"": 33062146.13, ""reason"": ""Regulatory fine""}",2025-11-28,2025-11-28 04:00:00,PROCESSED
EVT962BA106,COMP001,INVOICE_CREATED,"{""amount"": 16771925.3, ""customer_id"": ""CUST023"", ""payment_terms"": 30}",2025-11-29,2025-11-29 03:00:00,PROCESSED
EVTB1BCD827,COMP001,SUPPLIER_PAYMENT,"{""supplier_id"": ""SUP001"", ""amount"": 3878797.9}",2025-11-29,2025-11-29 03:00:00,PROCESSED
EVTBE4D16DE,COMP001,INTEREST_RATE_CHANGED,"{""old_rate"": 0.106, ""new_rate"": 0.1}",2025-12-02,2025-12-02 01:00:00,PROCESSED
EVT22F127BE,COMP001,UNEXPECTED_EXPENSE,"{""amount"": 78551423.05, ""reason"": ""Legal settlement""}",2025-12-04,2025-12-04 02:00:00,PROCESSED
EVT861D890F,COMP001,NEW_OBLIGATION,"{""supplier_id"": ""SUP008"", ""amount"": 24611960.57, ""due_days"": 45}",2025-12-05,2025-12-05 05:00:00,PROCESSED
EVT21DF8070,COMP001,INTEREST_RATE_CHANGED,"{""old_rate"": 0.092, ""new_rate"": 0.087}",2025-12-05,2025-12-05 02:00:00,PROCESSED
EVT2B786CB9,COMP001,PAYMENT_RECEIVED,"{""amount"": 37695035.8, ""customer_id"": ""CUST014""}",2025-12-06,2025-12-06 05:00:00,PROCESSED
EVT5A8BE704,COMP001,UNEXPECTED_EXPENSE,"{""amount"": 38004051.89, ""reason"": ""Regulatory fine""}",2025-12-06,2025-12-06 01:00:00,PROCESSED
EVT9CED2AD6,COMP001,NEW_OBLIGATION,"{""supplier_id"": ""SUP010"", ""amount"": 20597248.42, ""due_days"": 15}",2025-12-09,2025-12-09 02:00:00,PROCESSED
EVTD74B4698,COMP001,PAYMENT_RECEIVED,"{""amount"": 47718844.99, ""customer_id"": ""CUST004""}",2025-12-09,2025-12-09 03:00:00,PROCESSED
EVTD1D66828,COMP001,INTEREST_RATE_CHANGED,"{""old_rate"": 0.081, ""new_rate"": 0.095}",2025-12-10,2025-12-10 06:00:00,PROCESSED
EVT9BE10068,COMP001,PAYMENT_RECEIVED,"{""amount"": 22781897.25, ""customer_id"": ""CUST001""}",2025-12-11,2025-12-11 03:00:00,PROCESSED
EVT9DA4DB6B,COMP001,RECEIVABLE_DELAYED,"{""customer_id"": ""CUST011"", ""delay_days"": 27, ""original_expected_date"": ""2025-04-09"", ""new_expected_date"": ""2025-05-06""}",2025-12-14,2025-12-14 03:00:00,PROCESSED
EVTE2BAE4CE,COMP001,PAYMENT_RECEIVED,"{""amount"": 49802988.24, ""customer_id"": ""CUST019""}",2025-12-20,2025-12-20 06:00:00,PROCESSED
EVT1468E73F,COMP001,NEW_OBLIGATION,"{""supplier_id"": ""SUP002"", ""amount"": 7483246.8, ""due_days"": 45}",2025-12-22,2025-12-22 06:00:00,PROCESSED
EVT26A8CA93,COMP001,RECEIVABLE_DELAYED,"{""customer_id"": ""CUST001"", ""delay_days"": 5, ""original_expected_date"": ""2025-11-16"", ""new_expected_date"": ""2025-11-21""}",2025-12-22,2025-12-22 06:00:00,PROCESSED
EVTC4BED723,COMP001,FINANCING_DRAWN,"{""financing_option_id"": ""FIN004"", ""amount"": 24922533.03}",2025-12-24,2025-12-24 05:00:00,PROCESSED
EVT06B1F9DA,COMP001,RECEIVABLE_DELAYED,"{""customer_id"": ""CUST011"", ""delay_days"": 28, ""original_expected_date"": ""2025-06-27"", ""new_expected_date"": ""2025-07-25""}",2025-12-24,2025-12-24 02:00:00,PROCESSED
EVT1D246C59,COMP001,RECEIVABLE_DELAYED,"{""customer_id"": ""CUST019"", ""delay_days"": 23, ""original_expected_date"": ""2025-01-13"", ""new_expected_date"": ""2025-02-05""}",2025-12-25,2025-12-25 04:00:00,PROCESSED
EVT73A10C47,COMP001,SUPPLIER_PAYMENT,"{""supplier_id"": ""SUP006"", ""amount"": 24637467.74}",2025-12-26,2025-12-26 04:00:00,PROCESSED
EVT8B6FE9C6,COMP001,SUPPLIER_PAYMENT,"{""supplier_id"": ""SUP015"", ""amount"": 17194117.38}",2025-12-26,2025-12-26 01:00:00,PROCESSED
EVT2358E42E,COMP001,NEW_OBLIGATION,"{""supplier_id"": ""SUP012"", ""amount"": 11429858.97, ""due_days"": 15}",2025-12-28,2025-12-28 02:00:00,PROCESSED
EVT5ECA3E4E,COMP001,RECEIVABLE_DELAYED,"{""customer_id"": ""CUST019"", ""delay_days"": 12, ""original_expected_date"": ""2025-07-17"", ""new_expected_date"": ""2025-07-29""}",2025-12-28,2025-12-28 06:00:00,PROCESSED
EVT8BF29753,COMP001,RECEIVABLE_DELAYED,"{""customer_id"": ""CUST002"", ""delay_days"": 20, ""original_expected_date"": ""2025-03-22"", ""new_expected_date"": ""2025-04-11""}",2025-12-30,2025-12-30 02:00:00,PROCESSED
