date,company_id,supplier_id,customer_id,invoice_id,receivable_id,obligation_id,transaction_id,amount,balance,status,name,issue_date,discount_percentage,discount_deadline,late_penalty_percentage,currency,payment_method,actual_payment_date,category,strategic_importance,strategic_importance_score,liquidity_risk,liquidity_risk_score,payment_terms_days,financing_available,financing_rate,invoice_date,expected_date,collection_probability,expected_delay_days,customer_name,industry,payment_terms,risk_category,total_historical_payments,on_time_payments,late_payments,on_time_probability,average_delay_days,payment_history_tier,description,due_date,priority,category_supplier,type,reference_type,reference_id,cash_account_id,opening_balance,daily_inflow,daily_outflow,available_balance,reserved_balance,deployable_cash
2025-08-13,COMP001,,CUST009,,RCV00044,,,16117213.35,,PAID,,,,,,,,2025-08-31,,,,,,,,,2025-06-14,2025-08-13,0.36,0.0,Sai Service Pvt Ltd,automotive_manufacturing,60.0,HIGH,15.0,5.0,10.0,0.33,21.6,risky,,,,,,,,,,,,,,
2025-05-16,COMP001,,CUST023,,RCV00045,,,28445007.54,,PAID,,,,,,,,2025-05-14,,,,,,,,,2025-04-16,2025-05-16,0.9,0.0,Indian Railways,automotive_manufacturing,30.0,LOW,36.0,31.0,5.0,0.86,23.4,reliable,,,,,,,,,,,,,,
2025-03-14,COMP001,,CUST024,,RCV00046,,,52685689.76,,PAID,,,,,,,,2025-03-13,,,,,,,,,2025-01-28,2025-03-14,0.79,0.0,Ashok Leyland (Cross-supply),automotive_manufacturing,45.0,MEDIUM,16.0,13.0,3.0,0.81,31.3,average,,,,,,,,,,,,,,
2025-08-30,COMP001,,CUST022,,RCV00047,,,35912422.39,,PAID,,,,,,,,2025-08-29,,,,,,,,,2025-07-31,2025-08-30,0.91,0.0,Tata Steel Ltd (Internal),automotive_manufacturing,30.0,LOW,23.0,22.0,1.0,0.96,15.0,reliable,,,,,,,,,,,,,,
2025-12-04,COMP001,,CUST024,,RCV00048,,,76781338.38,,PAID,,,,,,,,2025-12-03,,,,,,,,,2025-10-20,2025-12-04,0.83,19.0,Ashok Leyland (Cross-supply),automotive_manufacturing,45.0,MEDIUM,16.0,13.0,3.0,0.81,31.3,average,,,,,,,,,,,,,,
2025-09-22,COMP001,,CUST007,,RCV00049,,,49323327.42,,OVERDUE,,,,,,,,,,,,,,,,,2025-08-08,2025-09-22,0.55,30.0,Prabhu Motors,automotive_manufacturing,45.0,MEDIUM,32.0,19.0,13.0,0.59,23.2,average,,,,,,,,,,,,,,
2025-06-27,COMP001,,CUST023,,RCV00050,,,19548157.43,,PAID,,,,,,,,2025-06-27,,,,,,,,,2025-05-28,2025-06-27,0.9,0.0,Indian Railways,automotive_manufacturing,30.0,LOW,36.0,31.0,5.0,0.86,23.4,reliable,,,,,,,,,,,,,,
2025-04-03,COMP001,,CUST004,,RCV00051,,,28369615.49,,PAID,,,,,,,,2025-03-31,,,,,,,,,2025-02-17,2025-04-03,0.68,0.0,Ganganagar Motors,automotive_manufacturing,45.0,MEDIUM,33.0,21.0,12.0,0.64,23.6,average,,,,,,,,,,,,,,
2025-09-06,COMP001,,CUST017,,RCV00052,,,33464025.82,,PAID,,,,,,,,2025-09-04,,,,,,,,,2025-07-23,2025-09-06,0.77,0.0,Gati Ltd,automotive_manufacturing,45.0,MEDIUM,25.0,20.0,5.0,0.8,29.6,average,,,,,,,,,,,,,,
2025-04-15,COMP001,,CUST011,,RCV00053,,,13144311.74,,PAID,,,,,,,,2025-04-13,,,,,,,,,2025-03-16,2025-04-15,0.9,0.0,Tirupati Motors,automotive_manufacturing,30.0,LOW,22.0,19.0,3.0,0.86,26.3,reliable,,,,,,,,,,,,,,
2025-11-17,COMP001,,CUST024,,RCV00054,,,9784107.31,,PAID,,,,,,,,2025-11-15,,,,,,,,,2025-10-03,2025-11-17,0.76,0.0,Ashok Leyland (Cross-supply),automotive_manufacturing,45.0,MEDIUM,16.0,13.0,3.0,0.81,31.3,average,,,,,,,,,,,,,,
2025-08-09,COMP001,,CUST007,,RCV00055,,,10592320.26,,OVERDUE,,,,,,,,,,,,,,,,,2025-06-25,2025-08-09,0.56,0.0,Prabhu Motors,automotive_manufacturing,45.0,MEDIUM,32.0,19.0,13.0,0.59,23.2,average,,,,,,,,,,,,,,
2025-03-14,COMP001,,CUST021,,RCV00056,,,50537630.38,,PAID,,,,,,,,2025-03-11,,,,,,,,,2025-02-27,2025-03-14,0.86,0.0,NTPC Ltd,automotive_manufacturing,15.0,LOW,21.0,18.0,3.0,0.86,19.0,reliable,,,,,,,,,,,,,,
2025-07-06,COMP001,,CUST007,,RCV00057,,,26391244.08,,PAID,,,,,,,,2025-07-06,,,,,,,,,2025-05-22,2025-07-06,0.56,0.0,Prabhu Motors,automotive_manufacturing,45.0,MEDIUM,32.0,19.0,13.0,0.59,23.2,average,,,,,,,,,,,,,,
2025-04-21,COMP001,,CUST001,,RCV00058,,,75477601.06,,PAID,,,,,,,,2025-04-25,,,,,,,,,2025-04-06,2025-04-21,0.89,0.0,Concorde Motors,automotive_manufacturing,15.0,LOW,24.0,21.0,3.0,0.88,15.3,reliable,,,,,,,,,,,,,,
2025-03-04,COMP001,,CUST020,,RCV00059,,,26250276.95,,PAID,,,,,,,,2025-03-04,,,,,,,,,2025-01-03,2025-03-04,0.53,20.0,ONGC Ltd,automotive_manufacturing,60.0,HIGH,28.0,14.0,14.0,0.5,27.7,risky,,,,,,,,,,,,,,
2025-12-30,COMP001,,CUST025,,RCV00060,,,75004637.69,,PAID,,,,,,,,2025-12-29,,,,,,,,,2025-11-15,2025-12-30,0.63,0.0,Mahindra & Mahindra,automotive_manufacturing,45.0,MEDIUM,34.0,21.0,13.0,0.62,27.8,average,,,,,,,,,,,,,,
2026-01-09,COMP001,,CUST013,,RCV00061,,,71514668.37,,PENDING,,,,,,,,,,,,,,,,,2025-12-10,2026-01-09,0.92,0.0,BlueDart Express Ltd,automotive_manufacturing,30.0,LOW,23.0,21.0,2.0,0.91,24.0,reliable,,,,,,,,,,,,,,
2025-11-19,COMP001,,CUST021,,RCV00062,,,72814026.58,,PAID,,,,,,,,2025-11-30,,,,,,,,,2025-11-04,2025-11-19,0.87,0.0,NTPC Ltd,automotive_manufacturing,15.0,LOW,21.0,18.0,3.0,0.86,19.0,reliable,,,,,,,,,,,,,,
2025-03-26,COMP001,,CUST021,,RCV00063,,,60052361.69,,PAID,,,,,,,,2025-03-24,,,,,,,,,2025-03-11,2025-03-26,0.85,0.0,NTPC Ltd,automotive_manufacturing,15.0,LOW,21.0,18.0,3.0,0.86,19.0,reliable,,,,,,,,,,,,,,
2025-05-09,COMP001,,CUST011,,RCV00064,,,44173442.02,,PAID,,,,,,,,2025-05-08,,,,,,,,,2025-04-09,2025-05-09,0.87,24.0,Tirupati Motors,automotive_manufacturing,30.0,LOW,22.0,19.0,3.0,0.86,26.3,reliable,,,,,,,,,,,,,,
2026-01-02,COMP001,,CUST005,,RCV00065,,,20763221.69,,PENDING,,,,,,,,,,,,,,,,,2025-12-03,2026-01-02,0.61,24.0,Bimal Auto Agency,automotive_manufacturing,30.0,MEDIUM,29.0,17.0,12.0,0.59,23.8,average,,,,,,,,,,,,,,
2025-09-16,COMP001,,CUST001,,RCV00066,,,67979238.45,,PAID,,,,,,,,2025-09-14,,,,,,,,,2025-09-01,2025-09-16,0.84,0.0,Concorde Motors,automotive_manufacturing,15.0,LOW,24.0,21.0,3.0,0.88,15.3,reliable,,,,,,,,,,,,,,
2025-04-25,COMP001,,CUST008,,RCV00067,,,72602567.21,,PAID,,,,,,,,2025-04-24,,,,,,,,,2025-03-26,2025-04-25,0.7,0.0,Prerana Motors,automotive_manufacturing,30.0,MEDIUM,29.0,20.0,9.0,0.69,23.1,average,,,,,,,,,,,,,,
2025-07-12,COMP001,,CUST017,,RCV00068,,,23323726.52,,PAID,,,,,,,,2025-07-10,,,,,,,,,2025-05-28,2025-07-12,0.78,0.0,Gati Ltd,automotive_manufacturing,45.0,MEDIUM,25.0,20.0,5.0,0.8,29.6,average,,,,,,,,,,,,,,
2025-05-15,COMP001,,CUST017,,RCV00069,,,12955242.14,,PAID,,,,,,,,2025-05-14,,,,,,,,,2025-03-31,2025-05-15,0.83,0.0,Gati Ltd,automotive_manufacturing,45.0,MEDIUM,25.0,20.0,5.0,0.8,29.6,average,,,,,,,,,,,,,,
2025-06-02,COMP001,,CUST013,,RCV00070,,,28365733.33,,PAID,,,,,,,,2025-06-01,,,,,,,,,2025-05-03,2025-06-02,0.94,28.0,BlueDart Express Ltd,automotive_manufacturing,30.0,LOW,23.0,21.0,2.0,0.91,24.0,reliable,,,,,,,,,,,,,,
2025-08-14,COMP001,,CUST004,,RCV00071,,,9933398.98,,PAID,,,,,,,,2025-08-12,,,,,,,,,2025-06-30,2025-08-14,0.6,0.0,Ganganagar Motors,automotive_manufacturing,45.0,MEDIUM,33.0,21.0,12.0,0.64,23.6,average,,,,,,,,,,,,,,
2025-07-06,COMP001,,CUST002,,RCV00072,,,16497519.56,,PAID,,,,,,,,2025-07-06,,,,,,,,,2025-06-06,2025-07-06,0.83,0.0,Pinnacle Motors,automotive_manufacturing,30.0,LOW,36.0,31.0,5.0,0.86,31.4,reliable,,,,,,,,,,,,,,
2025-08-30,COMP001,,CUST020,,RCV00073,,,25562665.28,,PAID,,,,,,,,2025-08-28,,,,,,,,,2025-07-01,2025-08-30,0.51,21.0,ONGC Ltd,automotive_manufacturing,60.0,HIGH,28.0,14.0,14.0,0.5,27.7,risky,,,,,,,,,,,,,,
2025-10-31,COMP001,,CUST018,,RCV00074,,,36013000.03,,PAID,,,,,,,,2025-10-31,,,,,,,,,2025-09-16,2025-10-31,0.74,15.0,Eicher Trucks & Buses (Fleet Div),automotive_manufacturing,45.0,MEDIUM,33.0,25.0,8.0,0.76,22.4,average,,,,,,,,,,,,,,
2025-11-20,COMP001,,CUST021,,RCV00075,,,79218146.62,,PAID,,,,,,,,2025-11-17,,,,,,,,,2025-11-05,2025-11-20,0.83,0.0,NTPC Ltd,automotive_manufacturing,15.0,LOW,21.0,18.0,3.0,0.86,19.0,reliable,,,,,,,,,,,,,,
2025-09-23,COMP001,,CUST014,,RCV00076,,,29701783.53,,PAID,,,,,,,,2025-09-23,,,,,,,,,2025-08-24,2025-09-23,0.78,0.0,Rivigo Services Pvt Ltd,automotive_manufacturing,30.0,MEDIUM,21.0,17.0,4.0,0.81,24.5,average,,,,,,,,,,,,,,
2025-10-06,COMP001,,CUST007,,RCV00077,,,74476274.28,,PAID,,,,,,,,2025-10-05,,,,,,,,,2025-08-22,2025-10-06,0.55,0.0,Prabhu Motors,automotive_manufacturing,45.0,MEDIUM,32.0,19.0,13.0,0.59,23.2,average,,,,,,,,,,,,,,
2025-10-17,COMP001,,CUST018,,RCV00078,,,67565084.51,,PAID,,,,,,,,2025-10-16,,,,,,,,,2025-09-02,2025-10-17,0.75,22.0,Eicher Trucks & Buses (Fleet Div),automotive_manufacturing,45.0,MEDIUM,33.0,25.0,8.0,0.76,22.4,average,,,,,,,,,,,,,,
2025-03-17,COMP001,,CUST010,,RCV00079,,,69108335.25,,OVERDUE,,,,,,,,,,,,,,,,,2025-01-16,2025-03-17,0.52,11.0,Shivam Autozone,automotive_manufacturing,60.0,HIGH,15.0,8.0,7.0,0.53,18.0,risky,,,,,,,,,,,,,,
2025-04-13,COMP001,,CUST014,,RCV00080,,,27122264.19,,OVERDUE,,,,,,,,,,,,,,,,,2025-03-14,2025-04-13,0.8,0.0,Rivigo Services Pvt Ltd,automotive_manufacturing,30.0,MEDIUM,21.0,17.0,4.0,0.81,24.5,average,,,,,,,,,,,,,,
2025-10-15,COMP001,,CUST006,,RCV00081,,,31076296.06,,OVERDUE,,,,,,,,,,,,,,,,,2025-08-31,2025-10-15,0.67,0.0,Kiran Motors,automotive_manufacturing,45.0,MEDIUM,34.0,21.0,13.0,0.62,21.6,average,,,,,,,,,,,,,,
2025-08-20,COMP001,,CUST006,,RCV00082,,,3614697.65,,OVERDUE,,,,,,,,,,,,,,,,,2025-07-06,2025-08-20,0.58,25.0,Kiran Motors,automotive_manufacturing,45.0,MEDIUM,34.0,21.0,13.0,0.62,21.6,average,,,,,,,,,,,,,,
2025-06-28,COMP001,,CUST021,,RCV00083,,,48546819.51,,PAID,,,,,,,,2025-06-27,,,,,,,,,2025-06-13,2025-06-28,0.84,0.0,NTPC Ltd,automotive_manufacturing,15.0,LOW,21.0,18.0,3.0,0.86,19.0,reliable,,,,,,,,,,,,,,
2025-10-01,COMP001,,CUST010,,RCV00084,,,42882370.21,,PAID,,,,,,,,2025-09-28,,,,,,,,,2025-08-02,2025-10-01,0.57,0.0,Shivam Autozone,automotive_manufacturing,60.0,HIGH,15.0,8.0,7.0,0.53,18.0,risky,,,,,,,,,,,,,,
2025-04-04,COMP001,,CUST025,,RCV00085,,,43040986.27,,PAID,,,,,,,,2025-04-04,,,,,,,,,2025-02-18,2025-04-04,0.66,0.0,Mahindra & Mahindra,automotive_manufacturing,45.0,MEDIUM,34.0,21.0,13.0,0.62,27.8,average,,,,,,,,,,,,,,
2025-08-01,COMP001,,CUST014,,RCV00086,,,10438328.57,,PAID,,,,,,,,2025-07-30,,,,,,,,,2025-07-02,2025-08-01,0.79,0.0,Rivigo Services Pvt Ltd,automotive_manufacturing,30.0,MEDIUM,21.0,17.0,4.0,0.81,24.5,average,,,,,,,,,,,,,,
2025-12-03,COMP001,,CUST008,,RCV00087,,,5708399.44,,PAID,,,,,,,,2025-12-02,,,,,,,,,2025-11-03,2025-12-03,0.7,0.0,Prerana Motors,automotive_manufacturing,30.0,MEDIUM,29.0,20.0,9.0,0.69,23.1,average,,,,,,,,,,,,,,
2025-12-21,COMP001,,CUST003,,RCV00088,,,39689517.8,,PAID,,,,,,,,2025-12-28,,,,,,,,,2025-12-06,2025-12-21,0.89,0.0,Jayem Automotives,automotive_manufacturing,15.0,LOW,18.0,16.0,2.0,0.89,26.5,reliable,,,,,,,,,,,,,,
2025-06-20,COMP001,,CUST015,,RCV00089,,,20449586.59,,PAID,,,,,,,,2025-06-18,,,,,,,,,2025-05-21,2025-06-20,0.82,11.0,TCI Express Ltd,automotive_manufacturing,30.0,MEDIUM,18.0,14.0,4.0,0.78,21.8,average,,,,,,,,,,,,,,
2025-03-09,COMP001,,CUST009,,RCV00090,,,63592906.76,,PAID,,,,,,,,2025-03-30,,,,,,,,,2025-01-08,2025-03-09,0.36,17.0,Sai Service Pvt Ltd,automotive_manufacturing,60.0,HIGH,15.0,5.0,10.0,0.33,21.6,risky,,,,,,,,,,,,,,
2025-03-19,COMP001,,CUST021,,RCV00091,,,25825955.64,,PAID,,,,,,,,2025-03-17,,,,,,,,,2025-03-04,2025-03-19,0.82,0.0,NTPC Ltd,automotive_manufacturing,15.0,LOW,21.0,18.0,3.0,0.86,19.0,reliable,,,,,,,,,,,,,,
2025-12-23,COMP001,,CUST022,,RCV00092,,,42380848.78,,PAID,,,,,,,,2025-12-21,,,,,,,,,2025-11-23,2025-12-23,0.97,0.0,Tata Steel Ltd (Internal),automotive_manufacturing,30.0,LOW,23.0,22.0,1.0,0.96,15.0,reliable,,,,,,,,,,,,,,
2025-11-24,COMP001,,CUST006,,RCV00093,,,52132706.68,,PAID,,,,,,,,2025-11-22,,,,,,,,,2025-10-10,2025-11-24,0.64,0.0,Kiran Motors,automotive_manufacturing,45.0,MEDIUM,34.0,21.0,13.0,0.62,21.6,average,,,,,,,,,,,,,,
2025-06-09,COMP001,,CUST009,,RCV00094,,,75853466.16,,PAID,,,,,,,,2025-06-27,,,,,,,,,2025-04-10,2025-06-09,0.33,22.0,Sai Service Pvt Ltd,automotive_manufacturing,60.0,HIGH,15.0,5.0,10.0,0.33,21.6,risky,,,,,,,,,,,,,,
2025-03-14,COMP001,,CUST014,,RCV00095,,,31433276.23,,PAID,,,,,,,,2025-03-14,,,,,,,,,2025-02-12,2025-03-14,0.82,0.0,Rivigo Services Pvt Ltd,automotive_manufacturing,30.0,MEDIUM,21.0,17.0,4.0,0.81,24.5,average,,,,,,,,,,,,,,
2025-09-16,COMP001,,CUST019,,RCV00096,,,74613363.03,,OVERDUE,,,,,,,,,,,,,,,,,2025-08-02,2025-09-16,0.41,0.0,Indian Army (DGOF),automotive_manufacturing,45.0,HIGH,34.0,13.0,21.0,0.38,26.5,risky,,,,,,,,,,,,,,
2025-05-22,COMP001,,CUST003,,RCV00097,,,8844799.42,,PAID,,,,,,,,2025-05-20,,,,,,,,,2025-05-07,2025-05-22,0.91,0.0,Jayem Automotives,automotive_manufacturing,15.0,LOW,18.0,16.0,2.0,0.89,26.5,reliable,,,,,,,,,,,,,,
2025-09-13,COMP001,,CUST010,,RCV00098,,,65855180.99,,PAID,,,,,,,,2025-09-11,,,,,,,,,2025-07-15,2025-09-13,0.56,9.0,Shivam Autozone,automotive_manufacturing,60.0,HIGH,15.0,8.0,7.0,0.53,18.0,risky,,,,,,,,,,,,,,
2025-12-21,COMP001,,CUST003,,RCV00099,,,37278636.88,,PAID,,,,,,,,2025-12-21,,,,,,,,,2025-12-06,2025-12-21,0.9,0.0,Jayem Automotives,automotive_manufacturing,15.0,LOW,18.0,16.0,2.0,0.89,26.5,reliable,,,,,,,,,,,,,,
2025-06-14,COMP001,,CUST024,,RCV00100,,,74594141.13,,PAID,,,,,,,,2025-06-14,,,,,,,,,2025-04-30,2025-06-14,0.85,0.0,Ashok Leyland (Cross-supply),automotive_manufacturing,45.0,MEDIUM,16.0,13.0,3.0,0.81,31.3,average,,,,,,,,,,,,,,
2025-03-25,COMP001,,CUST019,,RCV00101,,,65265190.69,,OVERDUE,,,,,,,,,,,,,,,,,2025-02-08,2025-03-25,0.36,0.0,Indian Army (DGOF),automotive_manufacturing,45.0,HIGH,34.0,13.0,21.0,0.38,26.5,risky,,,,,,,,,,,,,,
2025-10-15,COMP001,,CUST022,,RCV00102,,,27248561.03,,PAID,,,,,,,,2025-10-13,,,,,,,,,2025-09-15,2025-10-15,0.95,0.0,Tata Steel Ltd (Internal),automotive_manufacturing,30.0,LOW,23.0,22.0,1.0,0.96,15.0,reliable,,,,,,,,,,,,,,
2025-07-29,COMP001,,CUST008,,RCV00103,,,16994671.14,,PAID,,,,,,,,2025-07-28,,,,,,,,,2025-06-29,2025-07-29,0.71,25.0,Prerana Motors,automotive_manufacturing,30.0,MEDIUM,29.0,20.0,9.0,0.69,23.1,average,,,,,,,,,,,,,,
2025-11-27,COMP001,,CUST014,,RCV00104,,,35338026.66,,PAID,,,,,,,,2025-11-26,,,,,,,,,2025-10-28,2025-11-27,0.78,0.0,Rivigo Services Pvt Ltd,automotive_manufacturing,30.0,MEDIUM,21.0,17.0,4.0,0.81,24.5,average,,,,,,,,,,,,,,
2025-12-03,COMP001,,CUST011,,RCV00105,,,11450590.75,,PAID,,,,,,,,2025-12-03,,,,,,,,,2025-11-03,2025-12-03,0.89,0.0,Tirupati Motors,automotive_manufacturing,30.0,LOW,22.0,19.0,3.0,0.86,26.3,reliable,,,,,,,,,,,,,,
2025-09-11,COMP001,,CUST022,,RCV00106,,,23839110.31,,PAID,,,,,,,,2025-09-09,,,,,,,,,2025-08-12,2025-09-11,0.91,0.0,Tata Steel Ltd (Internal),automotive_manufacturing,30.0,LOW,23.0,22.0,1.0,0.96,15.0,reliable,,,,,,,,,,,,,,
2025-02-14,COMP001,,CUST014,,RCV00107,,,14917858.7,,PAID,,,,,,,,2025-02-14,,,,,,,,,2025-01-15,2025-02-14,0.8,0.0,Rivigo Services Pvt Ltd,automotive_manufacturing,30.0,MEDIUM,21.0,17.0,4.0,0.81,24.5,average,,,,,,,,,,,,,,
2025-09-10,COMP001,,CUST011,,RCV00108,,,54878147.72,,PAID,,,,,,,,2025-09-09,,,,,,,,,2025-08-11,2025-09-10,0.86,0.0,Tirupati Motors,automotive_manufacturing,30.0,LOW,22.0,19.0,3.0,0.86,26.3,reliable,,,,,,,,,,,,,,
2025-03-10,COMP001,,CUST022,,RCV00109,,,25187691.59,,PAID,,,,,,,,2025-03-07,,,,,,,,,2025-02-08,2025-03-10,0.95,12.0,Tata Steel Ltd (Internal),automotive_manufacturing,30.0,LOW,23.0,22.0,1.0,0.96,15.0,reliable,,,,,,,,,,,,,,
2025-12-20,COMP001,,CUST002,,RCV00110,,,61570641.27,,PAID,,,,,,,,2025-12-19,,,,,,,,,2025-11-20,2025-12-20,0.86,0.0,Pinnacle Motors,automotive_manufacturing,30.0,LOW,36.0,31.0,5.0,0.86,31.4,reliable,,,,,,,,,,,,,,
2025-05-07,COMP001,,CUST021,,RCV00111,,,68771752.81,,PAID,,,,,,,,2025-05-07,,,,,,,,,2025-04-22,2025-05-07,0.82,0.0,NTPC Ltd,automotive_manufacturing,15.0,LOW,21.0,18.0,3.0,0.86,19.0,reliable,,,,,,,,,,,,,,
2025-08-05,COMP001,,CUST022,,RCV00112,,,36713034.01,,PAID,,,,,,,,2025-08-02,,,,,,,,,2025-07-06,2025-08-05,0.96,0.0,Tata Steel Ltd (Internal),automotive_manufacturing,30.0,LOW,23.0,22.0,1.0,0.96,15.0,reliable,,,,,,,,,,,,,,
2025-05-06,COMP001,,CUST005,,RCV00113,,,73903188.1,,PAID,,,,,,,,2025-05-04,,,,,,,,,2025-04-06,2025-05-06,0.62,0.0,Bimal Auto Agency,automotive_manufacturing,30.0,MEDIUM,29.0,17.0,12.0,0.59,23.8,average,,,,,,,,,,,,,,
2025-09-02,COMP001,,CUST016,,RCV00114,,,9454700.9,,OVERDUE,,,,,,,,,,,,,,,,,2025-07-19,2025-09-02,0.65,13.0,VRL Logistics Ltd,automotive_manufacturing,45.0,MEDIUM,26.0,18.0,8.0,0.69,23.2,average,,,,,,,,,,,,,,
2025-06-10,COMP001,,CUST005,,RCV00115,,,57303111.3,,PAID,,,,,,,,2025-06-08,,,,,,,,,2025-05-11,2025-06-10,0.62,21.0,Bimal Auto Agency,automotive_manufacturing,30.0,MEDIUM,29.0,17.0,12.0,0.59,23.8,average,,,,,,,,,,,,,,
2025-03-01,COMP001,,CUST007,,RCV00116,,,39848115.08,,OVERDUE,,,,,,,,,,,,,,,,,2025-01-15,2025-03-01,0.57,0.0,Prabhu Motors,automotive_manufacturing,45.0,MEDIUM,32.0,19.0,13.0,0.59,23.2,average,,,,,,,,,,,,,,
2025-05-22,COMP001,,CUST017,,RCV00117,,,19193295.83,,PAID,,,,,,,,2025-05-22,,,,,,,,,2025-04-07,2025-05-22,0.75,0.0,Gati Ltd,automotive_manufacturing,45.0,MEDIUM,25.0,20.0,5.0,0.8,29.6,average,,,,,,,,,,,,,,
2025-12-01,COMP001,,CUST005,,RCV00118,,,77786235.87,,PAID,,,,,,,,2025-11-29,,,,,,,,,2025-11-01,2025-12-01,0.59,24.0,Bimal Auto Agency,automotive_manufacturing,30.0,MEDIUM,29.0,17.0,12.0,0.59,23.8,average,,,,,,,,,,,,,,
2025-11-30,COMP001,,CUST009,,RCV00119,,,78587565.59,,PAID,,,,,,,,2025-12-21,,,,,,,,,2025-10-01,2025-11-30,0.33,8.0,Sai Service Pvt Ltd,automotive_manufacturing,60.0,HIGH,15.0,5.0,10.0,0.33,21.6,risky,,,,,,,,,,,,,,
2025-07-15,COMP001,,CUST017,,RCV00120,,,24194088.84,,PAID,,,,,,,,2025-07-13,,,,,,,,,2025-05-31,2025-07-15,0.77,0.0,Gati Ltd,automotive_manufacturing,45.0,MEDIUM,25.0,20.0,5.0,0.8,29.6,average,,,,,,,,,,,,,,
2025-07-06,COMP001,,CUST011,,RCV00121,,,52183330.49,,PAID,,,,,,,,2025-07-05,,,,,,,,,2025-06-06,2025-07-06,0.89,0.0,Tirupati Motors,automotive_manufacturing,30.0,LOW,22.0,19.0,3.0,0.86,26.3,reliable,,,,,,,,,,,,,,
2025-03-28,COMP001,,CUST005,,RCV00122,,,55961964.47,,PAID,,,,,,,,2025-03-26,,,,,,,,,2025-02-26,2025-03-28,0.59,0.0,Bimal Auto Agency,automotive_manufacturing,30.0,MEDIUM,29.0,17.0,12.0,0.59,23.8,average,,,,,,,,,,,,,,
2025-04-18,COMP001,,CUST021,,RCV00123,,,58240244.36,,PAID,,,,,,,,2025-04-18,,,,,,,,,2025-04-03,2025-04-18,0.83,0.0,NTPC Ltd,automotive_manufacturing,15.0,LOW,21.0,18.0,3.0,0.86,19.0,reliable,,,,,,,,,,,,,,
2025-09-12,COMP001,,CUST020,,RCV00124,,,51752615.61,,OVERDUE,,,,,,,,,,,,,,,,,2025-07-14,2025-09-12,0.48,0.0,ONGC Ltd,automotive_manufacturing,60.0,HIGH,28.0,14.0,14.0,0.5,27.7,risky,,,,,,,,,,,,,,
2025-12-14,COMP001,,CUST023,,RCV00125,,,8978713.65,,PAID,,,,,,,,2025-12-31,,,,,,,,,2025-11-14,2025-12-14,0.81,0.0,Indian Railways,automotive_manufacturing,30.0,LOW,36.0,31.0,5.0,0.86,23.4,reliable,,,,,,,,,,,,,,
2025-07-18,COMP001,,CUST022,,RCV00126,,,77310285.94,,PAID,,,,,,,,2025-07-15,,,,,,,,,2025-06-18,2025-07-18,0.91,0.0,Tata Steel Ltd (Internal),automotive_manufacturing,30.0,LOW,23.0,22.0,1.0,0.96,15.0,reliable,,,,,,,,,,,,,,
2025-09-07,COMP001,,CUST008,,RCV00127,,,19045751.67,,PAID,,,,,,,,2025-09-07,,,,,,,,,2025-08-08,2025-09-07,0.66,33.0,Prerana Motors,automotive_manufacturing,30.0,MEDIUM,29.0,20.0,9.0,0.69,23.1,average,,,,,,,,,,,,,,
2025-02-19,COMP001,,CUST004,,RCV00128,,,4487116.29,,PAID,,,,,,,,2025-02-19,,,,,,,,,2025-01-05,2025-02-19,0.65,0.0,Ganganagar Motors,automotive_manufacturing,45.0,MEDIUM,33.0,21.0,12.0,0.64,23.6,average,,,,,,,,,,,,,,
2025-10-05,COMP001,,CUST009,,RCV00129,,,50192456.36,,PAID,,,,,,,,2025-10-31,,,,,,,,,2025-08-06,2025-10-05,0.35,15.0,Sai Service Pvt Ltd,automotive_manufacturing,60.0,HIGH,15.0,5.0,10.0,0.33,21.6,risky,,,,,,,,,,,,,,
2025-04-22,COMP001,,CUST007,,RCV00130,,,62542143.39,,PAID,,,,,,,,2025-04-19,,,,,,,,,2025-03-08,2025-04-22,0.62,0.0,Prabhu Motors,automotive_manufacturing,45.0,MEDIUM,32.0,19.0,13.0,0.59,23.2,average,,,,,,,,,,,,,,
2025-05-22,COMP001,,CUST009,,RCV00131,,,78738212.54,,PAID,,,,,,,,2025-05-20,,,,,,,,,2025-03-23,2025-05-22,0.33,19.0,Sai Service Pvt Ltd,automotive_manufacturing,60.0,HIGH,15.0,5.0,10.0,0.33,21.6,risky,,,,,,,,,,,,,,
2025-07-13,COMP001,,CUST011,,RCV00132,,,32340132.46,,PAID,,,,,,,,2025-07-11,,,,,,,,,2025-06-13,2025-07-13,0.91,0.0,Tirupati Motors,automotive_manufacturing,30.0,LOW,22.0,19.0,3.0,0.86,26.3,reliable,,,,,,,,,,,,,,
2025-12-01,COMP001,,CUST011,,RCV00133,,,36572600.13,,PAID,,,,,,,,2025-11-28,,,,,,,,,2025-11-01,2025-12-01,0.87,0.0,Tirupati Motors,automotive_manufacturing,30.0,LOW,22.0,19.0,3.0,0.86,26.3,reliable,,,,,,,,,,,,,,
2025-07-31,COMP001,,CUST006,,RCV00134,,,73551205.41,,OVERDUE,,,,,,,,,,,,,,,,,2025-06-16,2025-07-31,0.62,0.0,Kiran Motors,automotive_manufacturing,45.0,MEDIUM,34.0,21.0,13.0,0.62,21.6,average,,,,,,,,,,,,,,
